N	2gram	Losev_Prob_1	Otkroven
1	и в	32	19
2	у достоевского	1	19
3	но и	9	13
4	и не	31	13
5	в этом	19	12
6	из подполья	2	11
7	человека в	1	11
8	не в	4	11
9	не только	17	11
10	может быть	14	11
11	а не	15	11
12	вопрос о	1	10
13	в нем	13	10
14	и все	7	10
15	в самой	3	9
16	прежде всего	10	9
17	к человеку	1	9
18	не было	4	9
19	никогда не	7	9
20	потому что	16	9
21	он был	1	8
22	ивана карамазова	1	7
23	он всегда	3	7
24	в его	6	7
25	он не	3	7
26	в глубине	1	7
27	лишь в	1	7
28	нет ничего	10	7
29	но он	3	7
30	от него	1	7
31	как и	3	6
32	все это	7	6
33	в том	9	5
34	в самом	6	5
35	в этой	10	5
36	для него	2	5
37	в россии	1	5
38	о его	2	5
39	а в	4	5
40	то что	42	5
41	он сам	2	4
42	с его	2	4
43	все эти	8	4
44	что не	3	4
45	в идиоте	1	4
46	не может	8	4
47	т е	1	4
48	того чтобы	9	4
49	и его	3	4
50	всегда есть	6	4
51	что в	12	4
52	только и	3	4
53	и есть	6	3
54	в бесах	1	3
55	о том	11	3
56	еще не	9	3
57	во имя	1	3
58	к нему	3	3
59	было бы	8	3
60	того что	7	3
61	что он	7	3
62	и ее	8	3
63	в себе	15	3
64	о природе	1	3
65	записках из	1	3
66	в записках	1	3
67	не могут	2	3
68	для того	8	3
69	это было	2	3
70	что человек	1	3
71	это не	6	3
72	природы но	1	3
73	могут быть	2	3
74	как бы	14	3
75	с ним	3	3
76	и от	1	3
77	в этих	3	3
78	хотя бы	3	3
79	и с	2	2
80	и то	6	2
81	о любви	2	2
82	в ее	3	2
83	мысль о	1	2
84	так и	12	2
85	него всегда	1	2
86	и душа	1	2
87	и о	8	2
88	по себе	15	2
89	и на	8	2
90	совсем не	4	2
91	и все-таки	2	2
92	что они	3	2
93	в истории	4	2
94	в своем	5	2
95	и нет	1	2
96	все же	1	2
97	сразу же	2	2
98	вопросом о	1	2
99	и к	1	2
100	не очень	2	2
101	и потому	2	2
102	в которой	2	2
103	он в	2	2
104	учение о	3	2
105	так что	6	2
106	ничего и	1	2
107	уже в	3	2
108	в душе	1	2
109	о которой	1	2
110	что для	2	2
111	одно из	2	2
112	всякий кто	1	2
113	ведь это	2	2
114	так как	11	2
115	тем что	7	2
116	в других	5	2
117	даже и	8	2
118	момент в	2	2
119	в другом	1	2
120	его в	6	2
121	человека а	2	2
122	сказать что	13	2
123	с тем	5	2
124	и очень	2	2
125	в подростке	1	2
126	должно быть	2	2
127	том что	12	2
128	человека к	1	2
129	от человека	1	2
130	к этому	1	2
131	что же	9	2
132	в человеческом	1	2
133	можно ли	5	2
134	ничего кроме	1	2
135	не имеет	2	2
136	и для	4	2
137	ничего не	10	2
138	и ни	4	2
139	к ней	1	2
140	ли сказать	2	2
141	не есть	29	2
142	иван карамазов	1	2
143	в своей	8	2
144	что все	3	2
145	к этой	1	2
146	хотя и	6	2
147	ее в	2	2
148	все еще	1	2
149	но в	14	2
150	смысле слова	7	1
151	и это	9	1
152	если вы	1	1
153	и самое	1	1
154	отношения к	1	1
155	также и	11	1
156	например в	2	1
157	можно и	1	1
158	чтобы не	1	1
159	от самой	1	1
160	в виду	6	1
161	сам по	7	1
162	есть самая	1	1
163	на самом	6	1
164	могут и	1	1
165	тем же	1	1
166	нет никакой	2	1
167	уже с	2	1
168	из самых	1	1
169	лучше сказать	2	1
170	и до	2	1
171	уже указывали	1	1
172	не имеют	5	1
173	должна быть	1	1
174	и больше	1	1
175	можно было	3	1
176	из всех	1	1
177	не с	1	1
178	есть не	6	1
179	которая была	1	1
180	мы не	2	1
181	том как	2	1
182	ту же	1	1
183	связан с	1	1
184	если бы	4	1
185	в сущности	2	1
186	находится в	1	1
187	бы даже	1	1
188	о нем	3	1
189	кого не	1	1
190	себе что	2	1
191	было до	2	1
192	на примере	1	1
193	для целей	1	1
194	и что	9	1
195	его жизни	1	1
196	почему же	1	1
197	не стоит	2	1
198	вот это-то	1	1
199	самом деле	6	1
200	проникновение в	1	1
201	доходит до	1	1
202	но не	9	1
203	то он	2	1
204	и всякий	1	1
205	чем и	1	1
206	есть просто	1	1
207	преступление и	1	1
208	и можно	1	1
209	и чем	1	1
210	вообще и	4	1
211	все время	2	1
212	и я	1	1
213	в одной	1	1
214	как в	4	1
215	по содержанию	1	1
216	что нет	2	1
217	один из	4	1
218	людских отношений	1	1
219	случается не	1	1
220	и как	6	1
221	природой и	1	1
222	духа и	1	1
223	самом начале	1	1
