N	2gram	Medvedev_F_1	Istorich
1	и т	12	27
2	и в	24	26
3	т д	8	24
4	так же	4	18
5	т е	34	18
6	то что	8	16
7	не только	7	15
8	может быть	14	14
9	что в	4	14
10	же как	2	13
11	между двумя	1	12
12	но и	7	12
13	и пр	17	11
14	так и	18	10
15	таким образом	13	10
16	и его	10	10
17	что он	3	10
18	все же	3	9
19	его в	3	9
20	что и	2	9
21	так как	1	9
22	и не	20	9
23	то же	10	8
24	мы знаем	1	8
25	а в	6	8
26	в этом	15	7
27	он не	3	7
28	как и	11	7
29	в этих	1	7
30	знаем что	1	7
31	как в	8	7
32	еще не	6	6
33	что они	1	6
34	как он	1	6
35	мы видели	2	6
36	таким же	2	6
37	могут быть	1	6
38	к нему	1	6
39	мы видим	1	6
40	потому что	1	6
41	а не	10	6
42	не может	16	6
43	вместе с	2	6
44	когда он	3	6
45	это и	3	5
46	мы уже	1	5
47	но не	3	5
48	эта связь	2	5
49	и как	3	5
50	но в	5	5
51	уже не	2	5
52	в силу	1	5
53	и по	1	5
54	но все	2	5
55	в другом	1	5
56	и с	8	5
57	это не	2	5
58	не в	8	5
59	ничего не	2	5
60	как мы	5	5
61	и здесь	6	5
62	и что	2	5
63	в его	23	5
64	в одном	2	5
65	у него	1	5
66	до сих	6	5
67	и др	5	5
68	из которых	1	5
69	сих пор	6	5
70	к этому	1	5
71	вопрос о	2	4
72	на себя	1	4
73	тогда как	1	4
74	его на	1	4
75	в этот	1	4
76	он в	2	4
77	но он	1	4
78	в своей	11	4
79	но эта	2	4
80	же он	1	4
81	здесь не	3	4
82	так в	1	4
83	и даже	3	4
84	вовсе не	10	4
85	с другой	5	4
86	а на	1	4
87	другой стороны	1	4
88	например в	1	3
89	и действительно	1	3
90	из этих	1	3
91	перед нами	1	3
92	все эти	6	3
93	на то	1	3
94	и если	2	3
95	на его	2	3
96	при этом	5	3
97	он должен	3	3
98	что у	1	3
99	должен был	1	3
100	не мог	1	3
101	том что	1	3
102	по сравнению	1	3
103	и более	2	3
104	как это	6	3
105	не имеет	1	3
106	на котором	1	3
107	на него	2	3
108	в русской	1	3
109	во всем	2	3
110	связи с	3	3
111	есть только	1	3
112	она не	6	3
113	данном случае	1	3
114	в образе	1	3
115	же происходит	3	3
116	а также	1	3
117	в другой	2	3
118	представления о	1	3
119	в том	6	3
120	мы увидим	4	3
121	только в	2	3
122	или же	3	3
123	и других	3	3
124	в руки	1	3
125	связан с	1	3
126	а именно	1	3
127	не на	2	3
128	в свете	1	3
129	там где	1	3
130	к своему	1	3
131	в данном	1	3
132	сравнению с	1	3
133	наряду с	1	3
134	как бы	6	3
135	по существу	2	3
136	указать на	2	3
137	или в	1	3
138	для нас	1	3
139	но это	3	3
140	только что	1	3
141	же в	3	3
142	е в	1	3
143	между ними	3	3
144	к этой	4	3
145	и другие	1	3
146	ложные представления	1	2
147	начинается с	1	2
148	мы здесь	1	2
149	он может	1	2
150	такую же	1	2
151	и есть	1	2
152	должна быть	7	2
153	а как	2	2
154	только это	1	2
155	ему в	1	2
156	тех же	2	2
157	отношение к	3	2
158	иногда и	1	2
159	в этой	6	2
160	в истории	4	2
161	с этим	2	2
162	вот как	1	2
163	в своем	11	2
164	этой стороны	1	2
165	хотя и	1	2
166	увидим что	1	2
167	конечно не	4	2
168	в целом	6	2
169	к предметам	1	2
170	в себе	3	2
171	в нем	14	2
172	его от	1	2
173	на этом	1	2
174	так например	3	2
175	главным образом	4	2
176	связанных с	1	2
177	лишь в	8	2
178	е к	1	2
179	хотя бы	5	2
180	было бы	6	2
181	из них	1	2
182	и тем	1	2
183	ни одной	1	2
184	этого не	1	2
185	с тем	2	2
186	этот материал	1	2
187	и их	10	2
188	при изучении	1	2
189	можно найти	1	2
190	бы мы	1	2
191	тем не	1	2
192	все это	9	2
193	по себе	5	2
194	не менее	11	2
195	можно указать	1	2
196	здесь на	1	2
197	к этим	1	2
198	не по	3	2
199	не могло	5	2
200	одна из	2	2
201	по своей	1	2
202	их функций	1	2
203	что на	1	2
204	в области	3	2
205	от того	2	2
206	у нас	5	2
207	не могут	1	2
208	во все	1	2
209	его с	2	2
210	не есть	2	2
211	формы и	5	2
212	никогда не	4	2
213	и на	8	2
214	если бы	4	2
215	другими словами	1	2
216	в самую	2	2
217	или на	2	2
218	связь между	1	2
219	от них	1	2
220	и во	1	2
221	в форме	1	2
222	видим что	1	2
223	того что	5	2
224	в современной	1	2
225	на которой	1	2
226	себя в	1	2
227	так что	1	2
228	чтобы он	2	2
229	в виде	1	2
230	не дает	2	2
231	его и	2	2
232	ни в	2	2
233	могло бы	2	2
234	в языке	1	2
235	у нее	1	2
236	с этими	1	2
237	только с	1	2
238	даже и	2	2
239	в особенности	3	2
240	но есть	2	2
241	а сам	1	2
242	его как	3	2
243	только теперь	1	2
244	с помощью	3	2
245	в частности	4	2
246	и вот	2	2
247	этого слова	3	2
248	смысле этого	3	2
249	в отдельности	1	2
250	с этой	4	2
251	есть и	1	2
252	между прочим	1	2
253	но для	3	2
254	это уже	1	2
255	только одна	1	2
256	в связи	4	2
257	и все	6	2
258	в лице	2	2
259	на языке	2	2
260	или совершенно	1	2
261	врагов и	1	2
262	в мифе	1	2
263	сказать что	1	2
264	людей на	1	1
265	почти не	2	1
266	чего не	1	1
267	из его	1	1
268	все те	1	1
269	в зависимости	2	1
270	входящих в	2	1
271	из воды	2	1
272	той же	1	1
273	бы уже	1	1
274	это совершенно	1	1
275	мы не	3	1
276	что между	1	1
277	что если	1	1
278	и наш	1	1
279	содержания в	1	1
280	е как	2	1
281	они были	2	1
282	но даже	1	1
283	зависимости от	3	1
284	в ней	10	1
285	не от	2	1
286	сталкивается с	1	1
287	в широком	3	1
288	в различных	2	1
289	в чем	1	1
290	во всех	5	1
291	глаза на	1	1
292	совершенно прав	1	1
293	своей работе	2	1
294	от его	1	1
295	это перемещение	1	1
296	к которой	1	1
297	если в	1	1
298	не образуют	1	1
299	или иное	1	1
300	были не	1	1
301	его развития	1	1
302	обряды и	1	1
303	отчасти и	4	1
304	мы наметили	1	1
305	независимо от	4	1
306	общего с	1	1
307	как к	3	1
308	что как	1	1
309	бы при	1	1
310	однако не	2	1
311	целый ряд	3	1
312	она переносит	1	1
313	и наконец	3	1
314	и материальной	1	1
315	и к	4	1
316	на своем	2	1
317	есть ли	1	1
318	та же	1	1
319	роль его	1	1
320	формы оно	1	1
321	думать что	3	1
322	нами в	1	1
323	особое место	1	1
324	и те	2	1
325	не могла	2	1
326	чтобы установить	1	1
327	вообще не	1	1
328	не следует	1	1
329	к миру	2	1
330	всех этих	3	1
331	и социальной	1	1
332	на таком	1	1
333	не как	4	1
334	прочим и	1	1
335	том чтобы	2	1
336	широком смысле	1	1
337	так часто	1	1
338	предмет и	1	1
339	но вместе	1	1
340	людей и	1	1
341	в нее	1	1
342	эта же	2	1
343	и может	4	1
344	на все	3	1
345	на этой	1	1
346	может стать	1	1
347	но уже	1	1
348	он является	1	1
349	в них	3	1
350	героя или	1	1
351	на материале	1	1
352	она и	1	1
353	новые формы	1	1
354	и уже	1	1
355	перестает быть	3	1
356	и превращения	1	1
357	и такая	1	1
358	с такой	1	1
359	как целое	1	1
360	такой же	1	1
361	как таковой	6	1
362	и тогда	1	1
363	или вообще	1	1
364	точки зрения	16	1
365	она сама	1	1
366	целом и	4	1
367	представить себе	1	1
368	что дело	1	1
369	в котором	1	1
370	как одна	1	1
371	он представляется	1	1
372	друг другу	1	1
373	что было	2	1
374	и эти	1	1
375	через два	1	1
376	человеческое сознание	2	1
377	не должно	1	1
378	тому что	1	1
379	и очень	1	1
380	а от	1	1
381	и функции	1	1
382	особенно ярко	1	1
383	в то	9	1
384	которого он	1	1
385	каждого члена	1	1
386	облекается в	1	1
