N	3gram	Vinokur_St_1	Vladivir
1	в том что	17	10
2	тем не менее	2	9
3	о том что	11	8
4	с точки зрения	8	6
5	а также и	2	6
6	не может быть	5	6
7	что же касается	3	5
8	в конце концов	1	5
9	и в этом	3	5
10	дело в том	4	5
11	точно так же	1	4
12	и то что	2	4
13	содержит в себе	1	4
14	в то время	2	4
15	том что в	3	3
16	в настоящее время	1	3
17	в этом смысле	1	3
18	только в том	3	3
19	хотя бы и	2	3
20	бы то ни	1	3
21	то что в	2	3
22	в том случае	1	3
23	во всяком случае	6	3
24	с одной стороны	2	3
25	в то же	4	3
26	и в отношении	1	3
27	также и то	1	3
28	что и в	4	3
29	само собой разумеется	1	2
30	то ни стало	1	2
31	но даже и	1	2
32	также и в	1	2
33	можно только при	1	2
34	свидетельствует о том	1	2
35	не так уж	1	2
36	во что бы	1	2
37	в этом отношении	7	2
38	и в то	1	2
39	а с другой	1	2
40	в это время	1	2
41	что бы то	1	2
42	так же как	3	2
43	в данном случае	6	2
44	имеет ничего общего	2	2
45	то время как	1	2
46	даже и в	1	2
47	так или иначе	2	2
48	с другой стороны	6	2
49	и в том	2	2
50	не имеет ничего	2	2
51	ни в каком	1	2
52	то же время	4	2
53	те или иные	1	2
54	ничего общего с	3	2
55	что в своем	1	2
56	на то что	4	2
57	в вопросе о	1	2
58	к тому что	1	2
59	в каком же	1	1
60	и нужно сказать	2	1
61	однако и в	1	1
62	потому что он	1	1
63	не может не	1	1
64	вопроса о значении	1	1
65	вовсе не только	2	1
66	но вовсе не	1	1
67	сказать что в	3	1
68	точку зрения в	2	1
69	смысле как мы	1	1
70	чтобы можно было	1	1
71	так же и	1	1
72	так как в	2	1
73	в котором он	1	1
74	в таком виде	1	1
75	это стремление к	1	1
76	вовсе не существует	1	1
77	в том и	1	1
78	так что в	1	1
79	внимание на то	1	1
80	том что он	1	1
81	в том же	1	1
82	о том как	1	1
83	в этом случае	2	1
84	же как и	1	1
85	на эти темы	1	1
86	и в данном	2	1
87	являются для нас	1	1
88	до сих пор	7	1
89	дело только в	1	1
90	является то что	1	1
91	в иных случаях	2	1
92	должен был бы	1	1
93	в первую очередь	2	1
94	сих пор не	1	1
95	каждой из этих	1	1
96	только то что	1	1
97	что в нем	2	1
98	или иначе но	1	1
99	можно было бы	8	1
100	это вовсе не	1	1
101	у нас нет	7	1
102	вовсе не так	1	1
103	собой разумеется что	1	1
104	том смысле как	1	1
105	и не в	1	1
106	и вовсе не	1	1
107	по этому поводу	2	1
108	конечно это не	1	1
109	в своей статье	4	1
110	был свободен от	1	1
111	может быть и	2	1
112	вопрос о значении	1	1
113	того чтобы не	1	1
114	вопрос о том	2	1
115	и что в	1	1
116	на эту тему	4	1
117	и в своих	1	1
118	в этой области	5	1
119	если бы мы	2	1
120	второй половины xix	1	1
121	не только в	4	1
122	не говоря уже	1	1
123	так же это	1	1
124	на этот раз	2	1
125	и это самое	1	1
126	в его время	1	1
127	если не считать	1	1
128	а есть только	1	1
129	как будто бы	1	1
130	том что и	1	1
131	не стоило бы	1	1
132	только с точки	1	1
133	в глазах самого	1	1
134	то что он	1	1
135	что он делает	1	1
136	не менее и	1	1
137	тем обстоятельством что	1	1
138	вместо этого он	1	1
139	и притом в	1	1
140	в одно целое	1	1
141	этой области можно	1	1
142	надо сказать что	1	1
143	и не хочет	1	1
144	или вернее сказать	1	1
145	но все эти	1	1
146	в самом деле	5	1
147	той или иной	1	1
148	в данном отношении	5	1
149	сказать что этот	1	1
150	в его работе	1	1
151	заключается в том	3	1
152	в том числе	2	1
153	в том смысле	2	1
154	он не только	1	1
155	тем что в	2	1
156	для того чтобы	10	1
157	нечего и говорить	1	1
158	в разных изданиях	1	1
