N	3gram	Vygotskiy__3	KFilosof
1	по отношению к	2	21
2	не может быть	2	11
3	с точки зрения	1	10
4	по отношению ко	1	4
5	в этом смысле	2	3
6	того или иного	2	3
7	между тем как	1	3
8	и в этом	2	3
9	но все эти	1	3
10	для нас важно	1	2
11	бы то ни	1	2
12	здесь мы имеем	1	2
13	то ни было	1	2
14	во всех этих	1	2
15	все эти моменты	1	2
16	ни в каком	1	2
17	раз и навсегда	1	2
18	той или иной	2	2
19	тем не менее	5	2
20	в том что	17	2
21	даже там где	1	1
22	на то что	3	1
23	оба эти момента	2	1
24	именно в этой	1	1
25	ничем не отличаются	1	1
26	всех этих случаях	1	1
27	и того же	4	1
28	мы никогда не	2	1
29	это нисколько не	1	1
30	какого бы то	1	1
31	влечет за собой	1	1
32	как если бы	1	1
33	не отличаются от	1	1
34	только в том	2	1
35	момент во всем	1	1
36	в зависимости от	5	1
37	хотя бы и	1	1
38	и содержание и	1	1
39	может возникнуть и	1	1
40	с ним в	1	1
41	независимо от того	3	1
42	тогда когда он	1	1
43	могло бы возникнуть	2	1
44	может быть распространено	1	1
45	вместе с тем	10	1
46	и то что	2	1
47	но все они	1	1
48	и как бы	1	1
49	ту или иную	1	1
50	здесь мы видим	1	1
51	слова и его	1	1
52	всех этих моментов	1	1
53	та же мысль	1	1
54	не потому что	1	1
55	смысле этого слова	4	1
56	в известном смысле	2	1
57	и менее всего	1	1
58	мы будем говорить	1	1
59	к той же	1	1
60	во всяком случае	4	1
61	для того чтобы	7	1
62	и абстрактному мышлению	1	1
63	не может возникнуть	1	1
64	по себе а	1	1
65	мы не можем	1	1
66	в значительной степени	1	1
67	в свою очередь	2	1
68	само по себе	2	1
69	решения этой задачи	1	1
70	со всеми своими	1	1
71	включает в себя	2	1
72	а следовательно ни	1	1
73	и все остальные	2	1
74	он имеет дело	1	1
75	одного и того	4	1
76	и не потому	1	1
77	к тому что	1	1
78	если бы оно	1	1
79	и в его	1	1
80	что и в	5	1
81	могло бы быть	1	1
82	то же самое	1	1
83	в основных чертах	1	1
