N	4gram	Vygotskiy__4	KulturaY
1	в том случае если	1	2
2	с этой точки зрения	4	2
3	точно так же как	1	2
4	не говоря уже о	1	2
5	только в том что	2	1
6	в том смысле как	1	1
7	не что иное как	1	1
8	в том что мы	1	1
9	само по себе не	1	1
10	бы то ни было	1	1
11	одной и той же	4	1
12	состоит в том что	3	1
13	но для того чтобы	1	1
14	одном и том же	1	1
15	можно было бы сказать	1	1
16	в то время как	1	1
17	все более и более	2	1
18	заключается в том что	13	1
19	сводится в сущности к	1	1
20	и приводит к положению	1	1
