N	2gram	Losev_Prob_5	FransuaR
1	и в	30	41
2	в преисподнюю	1	21
3	то есть	21	20
4	таким образом	13	19
5	в этом	17	15
6	как и	7	14
7	и все	9	14
8	то же	2	13
9	все эти	2	13
10	в этой	10	13
11	мы уже	1	12
12	в его	12	12
13	в себе	4	11
14	как мы	2	11
15	в том	12	11
16	прежде всего	6	11
17	так и	7	10
18	в то	4	10
19	никто не	1	10
20	все это	1	10
21	в своем	11	9
22	не в	7	9
23	же время	1	9
24	и его	6	9
25	в качестве	4	9
26	но и	13	9
27	что в	5	9
28	но в	9	8
29	в конце	8	8
30	то что	18	8
31	и от	1	8
32	по существу	2	8
33	в нем	6	7
34	в эпоху	3	7
35	в новой	1	7
36	вовсе не	8	7
37	в них	2	7
38	как бы	6	7
39	и не	12	7
40	в романе	1	7
41	и до	2	6
42	ни в	4	6
43	он хочет	2	6
44	о том	12	6
45	только в	9	6
46	это не	2	6
47	есть в	2	6
48	у него	11	6
49	от радости	1	6
50	с помощью	2	6
51	в году	5	5
52	как в	2	5
53	и к	4	5
54	не только	18	5
55	точки зрения	10	5
56	того как	5	5
57	потому что	13	5
58	и это	1	5
59	в ней	3	5
60	к нему	3	5
61	до нас	7	5
62	и у	5	5
63	уже в	2	5
64	что и	6	5
65	вместе с	7	5
66	так же	5	5
67	и для	6	5
68	а в	6	5
69	к этому	2	5
70	на место	1	4
71	момент в	1	4
72	и на	6	4
73	хотя и	8	4
74	и наконец	1	4
75	что это	1	4
76	он не	3	4
77	при виде	1	4
78	на земле	9	4
79	но все	4	4
80	и с	5	4
81	на этой	1	4
82	том что	17	4
83	но он	5	4
84	ничего не	2	4
85	в виду	3	4
86	в образе	1	4
87	в последней	1	4
88	и здесь	1	4
89	после того	3	4
90	может быть	7	4
91	в более	1	4
92	длинный ряд	1	4
93	было бы	4	4
94	мира в	3	4
95	мира и	2	4
96	конце концов	6	4
97	все что	2	4
98	том числе	2	4
99	и есть	1	3
100	с точки	8	3
101	я не	2	3
102	с ее	1	3
103	проявляется в	2	3
104	он был	2	3
105	совсем не	3	3
106	кроме того	2	3
107	его к	1	3
108	от этого	3	3
109	в главе	1	3
110	и те	1	3
111	при этом	4	3
112	и по	1	3
113	в нее	1	3
114	его в	6	3
115	тела в	1	3
116	несмотря на	6	3
117	в своей	22	3
118	таким же	1	3
119	в их	1	3
120	оказывается что	4	3
121	тем самым	1	3
122	в отношении	3	3
123	не имеет	1	3
124	тем что	2	3
125	как о	4	3
126	легенды о	1	3
127	можно было	2	3
128	за то	2	3
129	что у	5	3
130	путь на	1	3
131	нас в	4	3
132	в форме	1	3
133	что он	7	3
134	поэтому и	2	3
135	по этому	2	3
136	из них	2	3
137	земли и	2	3
138	и их	5	3
139	в одном	3	3
140	в землю	1	3
141	так как	6	3
142	нового времени	4	3
143	не на	1	3
144	не было	1	3
145	ничем не	1	3
146	в третьей	1	3
147	не может	5	3
148	и потому	1	3
149	в это	2	3
150	такой же	1	3
151	но это	1	3
152	с ними	1	3
153	в свою	2	3
154	того же	4	3
155	жизни и	2	3
156	и другие	3	3
157	это в	1	3
158	также и	12	2
159	xvii века	1	2
160	дел и	1	2
161	и то	5	2
162	на самом	1	2
163	и так	1	2
164	из всех	2	2
165	пока он	1	2
166	он знает	1	2
167	мы не	2	2
168	в которой	5	2
169	но по	1	2
170	и самого	3	2
171	еще не	3	2
172	время в	1	2
173	в чем	2	2
174	с его	1	2
175	а только	1	2
176	по отношению	2	2
