N	2gram	Tiupa_Disk_1	StatiiOP
1	и в	16	25
2	в этом	15	24
3	в том	23	20
4	что он	4	19
5	может быть	17	19
6	тем что	3	19
7	что в	4	19
8	что это	1	16
9	том что	19	15
10	в этой	2	14
11	пушкина как	1	13
12	не только	28	12
13	в г	2	12
14	в его	7	12
15	то что	5	12
16	в этих	1	11
17	таким образом	3	10
18	прежде всего	11	10
19	и не	11	10
20	но и	14	9
21	о том	8	8
22	это было	2	8
23	в своих	3	8
24	из его	1	7
25	с этим	3	7
26	это не	3	7
27	было бы	1	7
28	в то	3	7
29	не может	9	7
30	что касается	2	7
31	точки зрения	3	7
32	что такое	1	7
33	и на	5	6
34	как в	10	6
35	из этих	1	6
36	не в	7	6
37	в русской	1	6
38	между тем	4	6
39	пушкиным в	1	6
40	только в	7	6
41	в конце	1	6
42	в области	1	6
43	в россии	1	6
44	как бы	5	6
45	а в	5	6
46	в году	2	5
47	то же	7	5
48	независимо от	1	5
49	но в	8	5
50	на то	1	5
51	он не	1	5
52	об этом	2	5
53	на почве	1	5
54	мы имеем	2	5
55	в котором	5	5
56	потому что	4	5
57	и это	1	5
58	так и	8	5
59	в них	4	5
60	отметить что	1	5
61	с другой	10	5
62	связано с	1	5
63	а не	22	5
64	в речах	1	5
65	такого рода	4	5
66	того что	3	5
67	другой стороны	3	5
68	например в	2	4
69	в которой	1	4
70	в чем	1	4
71	точка зрения	2	4
72	все же	3	4
73	не было	7	4
74	и к	4	4
75	в целом	4	4
76	на его	4	4
77	состоит в	9	4
78	в каждом	2	4
79	лишь в	4	4
80	на протяжении	2	4
81	этом смысле	1	4
82	и тем	2	4
83	в жизни	1	4
84	с тем	1	4
85	как и	16	4
86	а как	1	4
87	по крайней	2	4
88	с точки	1	4
89	этом отношении	1	4
90	в каком	1	4
91	отличается от	2	4
92	если бы	1	4
93	можно сказать	5	4
94	а также	8	4
95	к нему	1	4
96	всего в	1	4
97	в качестве	34	4
98	и др	2	4
99	в начале	2	4
100	всяком случае	1	4
101	отношение к	4	4
102	крайней мере	2	4
103	в особенности	4	4
104	он говорит	1	4
105	что здесь	1	4
106	в смысле	1	4
107	но это	1	4
108	сказать что	3	4
109	в своей	5	4
110	это в	2	4
111	во всяком	2	4
112	по мнению	1	3
113	говорить о	1	3
114	с его	4	3
115	своего рода	8	3
116	в творчестве	1	3
117	всех этих	1	3
118	поэзии в	1	3
119	на этом	2	3
120	в другом	2	3
121	о которых	1	3
122	несмотря на	1	3
123	в их	5	3
124	и более	1	3
125	во время	1	3
126	действующие лица	1	3
127	же время	4	3
128	это слово	1	3
129	связи с	4	3
130	нельзя не	2	3
131	в словах	1	3
132	со стороны	7	3
133	и что	2	3
134	и его	2	3
135	уже не	4	3
136	уже в	2	3
137	для него	4	3
138	в системе	1	3
139	как раз	1	3
140	не является	4	3
141	к которому	2	3
142	одной стороны	9	3
143	до конца	1	3
144	в рассказе	2	3
145	его как	2	3
146	в связи	1	3
147	с этой	1	3
148	тем более	1	3
149	другое дело	1	3
150	к этому	2	3
151	в виде	1	3
152	в какой	2	3
153	речь идет	1	2
154	самом деле	1	2
155	трагедии и	1	2
156	и за	1	2
157	той же	1	2
158	которая говорит	1	2
159	в сущности	2	2
160	того же	3	2
161	в каждой	3	2
162	еще у	1	2
163	не был	1	2
164	во всех	5	2
165	но как	2	2
166	если в	1	2
167	нет и	1	2
168	что они	1	2
169	его к	1	2
170	в самом	3	2
171	в словаре	1	2
172	за рамки	2	2
173	так сказать	2	2
174	не как	4	2
175	том чтобы	2	2
176	представляет собою	1	2
177	и по	2	2
178	но все	1	2
179	и может	1	2
180	а по	2	2
181	то есть	20	2
182	заключается в	3	2
183	общества в	1	2
184	а с	5	2
185	мы не	1	2
186	не мог	1	2
187	не столько	1	2
188	в которых	4	2
189	которые в	1	2
190	тем не	1	2
191	если и	1	2
192	не менее	2	2
193	но они	2	2
194	как можно	1	2
195	самого начала	1	2
196	дело не	2	2
197	не имеет	1	2
198	никогда не	2	2
199	этих двух	1	2
200	можно усмотреть	2	2
201	языка это	1	2
202	х годов	2	2
203	от того	1	2
204	могут быть	4	2
205	в определенную	1	2
206	к тому	5	2
207	но также	1	2
208	не встречается	1	2
209	как мы	2	2
210	то она	2	2
211	с ее	2	2
212	в виду	2	2
213	говорит и	2	2
214	с самого	1	2
215	свидетельство о	1	2
216	или в	2	2
217	времени и	3	2
218	до нас	1	2
219	внимание на	4	2
220	одного из	2	2
221	с одной	9	2
222	на что	1	2
223	что его	1	2
224	и во	2	2
225	на уровень	1	2
226	а потому	1	2
227	в форме	2	2
228	и других	1	2
229	еще не	14	2
230	и ее	2	2
231	в уста	1	2
232	есть в	2	2
233	то и	1	2
234	имеют не	1	2
235	во втором	4	2
236	при помощи	1	2
237	работой над	1	2
238	в новом	2	2
239	цели и	1	2
240	при всей	3	2
241	заметить что	2	2
242	или иной	5	2
243	до сих	1	2
244	себя и	1	2
245	что не	4	2
246	не на	1	2
247	вместе с	1	2
248	в одной	3	2
249	в рамках	5	2
250	но не	11	2
251	к такому	2	2
252	стихотворений и	1	2
253	своего времени	2	2
254	этого слова	1	2
255	сих пор	1	2
256	один из	3	2
257	в результате	1	2
258	этого термина	2	2
259	здесь только	1	2
260	одной из	4	2
261	в свою	3	2
262	как известно	1	1
263	за пределы	2	1
264	в обычном	1	1
265	одним из	2	1
266	также и	3	1
267	языка с	2	1
268	сам по	1	1
269	и то	1	1
270	на самом	1	1
271	е годы	2	1
272	переход от	1	1
273	идет о	1	1
274	он предстает	1	1
275	тем же	1	1
276	в первом	3	1
277	не хочет	1	1
278	по преимуществу	1	1
279	и до	1	1
280	эти жанры	2	1
281	видеть в	1	1
282	этом направлении	1	1
283	отношения к	2	1
284	в и	1	1
285	например то	1	1
286	для своего	2	1
287	собой как	1	1
288	вопрос о	1	1
