N	3gram	Losev_Dial_2	Istorich
1	и т д	15	16
2	с другой стороны	4	8
3	не только в	2	5
4	о том что	4	5
5	так же как	1	4
6	с одной стороны	1	4
7	на первый взгляд	1	4
8	тем не менее	2	4
9	в том что	6	4
10	мы уже знаем	3	3
11	не может быть	3	3
12	в данном случае	2	3
13	дело не в	1	3
14	уже знаем что	1	2
15	то время как	3	2
16	точно так же	1	2
17	но и в	1	2
18	т д в	1	2
19	но это не	2	2
20	до сих пор	2	2
21	т е в	3	2
22	в то время	3	2
23	но все же	1	2
24	что и в	1	2
25	о том как	1	1
26	не в состоянии	2	1
27	нуждается ни в	1	1
28	и не стоит	1	1
29	только потому что	1	1
30	все это ведет	1	1
31	с точки зрения	8	1
32	жениться на ней	1	1
33	еще яснее это	1	1
34	мере того как	1	1
35	есть и такие	1	1
36	что это значит?	1	1
37	и может быть	3	1
38	в самом деле	3	1
39	по мере того	1	1
40	новые и новые	1	1
41	с тех пор	2	1
42	т д и	2	1
43	же как и	1	1
44	он мог бы	1	1
45	то же самое	2	1
46	в нем и	2	1
47	это искусство и	1	1
48	и то и	1	1
49	в зависимости от	2	1
50	сама по себе	7	1
51	в чем бы	1	1
52	связанные с этим	1	1
53	бы то ни	1	1
54	и та же	4	1
55	независимо от того	1	1
56	том что именно	1	1
57	и т п	2	1
58	и все в	2	1
59	как мы уже	1	1
60	а потом уже	2	1
61	и что не	1	1
62	то и другое	1	1
63	вместе с тем	1	1
64	что они имеют	1	1
65	в некоторых случаях	1	1
66	так как это	2	1
67	то это значит	1	1
68	образом связана с	1	1
69	все же не	1	1
70	в связи с	4	1
71	есть и в	1	1
72	одна и та	4	1
73	не нуждается ни	1	1
74	данном случае в	1	1
75	весь миф о	1	1
76	более или менее	2	1
77	надо сказать что	1	1
78	не имеет значения	1	1
79	и от этого	1	1
80	все новые и	1	1
81	но дело не	1	1
82	это значит что	8	1
83	сих пор мы	1	1
84	вопрос о том	1	1
85	не только на	1	1
86	но все эти	1	1
87	ту или иную	1	1
88	но мы уже	1	1
89	к тому что	1	1
90	все это не	1	1
91	она не может	1	1
92	уже не в	1	1
93	ли он в	1	1
94	не в этом	1	1
95	ни в каких	1	1
