N	3gram	Potebnia_M_1	KulturaY
1	и т п	2	41
2	с точки зрения	3	16
3	для того чтобы	2	11
4	можно было бы	1	10
5	тем не менее	6	9
6	до сих пор	1	8
7	в том что	13	8
8	и т д	4	8
9	с одной стороны	3	4
10	и в этом	6	4
11	в связи с	1	4
12	после того как	1	4
13	т п и	1	4
14	только тогда когда	4	4
15	потому что как	2	3
16	на самом деле	1	3
17	сам по себе	1	3
18	было бы сказать	1	3
19	не только в	3	3
20	с другой стороны	5	3
21	не может быть	9	3
22	так и в	3	3
23	о том что	1	3
24	смысле этого слова	1	2
25	и того же	2	2
26	по отношению к	13	2
27	не говоря уже	1	2
28	только в том	6	2
29	говоря уже о	1	2
30	в таком случае	2	2
31	только то что	1	2
32	что же до	1	2
33	от того что	1	2
34	в первом случае	1	2
35	потому что в	4	2
36	не в том	4	2
37	не могут быть	2	2
38	лишь в том	1	2
39	более или менее	1	2
40	одного и того	2	2
41	если бы не	2	2
42	от того как	1	2
43	сама по себе	3	2
44	что и в	3	2
45	как мы видели	1	2
46	можно себе представить	2	1
47	на этот вопрос	2	1
48	которое лежит в	1	1
49	но самое это	1	1
50	то ни стало	1	1
51	и той же	3	1
52	должны сказать что	1	1
53	т п из	1	1
54	объяснение было бы	1	1
55	в этом смысле	4	1
56	в полной силе	1	1
57	может быть совершенно	1	1
58	то тем самым	1	1
59	в языке и	1	1
60	во что бы	1	1
61	а не для	1	1
62	свое значение и	1	1
63	ли в этом	1	1
64	то что мы	1	1
65	бы то ни	2	1
66	но и в	4	1
67	не могло бы	2	1
68	а так как	3	1
69	тогда когда в	1	1
70	из того что	1	1
71	в собственном смысле	1	1
72	с тем что	3	1
73	по крайней мере	2	1
74	не иначе как	2	1
75	обратить внимание на	1	1
76	что если бы	1	1
77	о значении слова	1	1
78	не только не	2	1
79	с этой точки	1	1
80	но все они	1	1
81	так язык есть	1	1
82	в первом смысле	2	1
83	что бы то	1	1
84	грамматики с логикой	1	1
85	то время когда	1	1
86	то это не	2	1
87	в то время	1	1
88	и то не	1	1
89	так же как	1	1
90	не понимает слова	1	1
91	может быть не	1	1
92	в этих словах	1	1
93	не потому что	1	1
94	заключается в том	1	1
95	знание этого языка	1	1
96	и не могут	1	1
97	не зависит от	1	1
98	времени для нас	1	1
99	все без исключения	1	1
100	и при этом	2	1
101	не только для	2	1
102	в противном случае	3	1
103	по себе еще	1	1
104	и в отношении	1	1
105	во всяком случае	1	1
106	тем что в	1	1
107	для нас те	1	1
108	с логикой и	1	1
109	этой точки зрения	1	1
110	это потому что	1	1
111	а в том	3	1
112	язык как на	2	1
113	то же время	3	1
114	д и т	1	1
115	мы не можем	1	1
116	как и всякая	1	1
117	том смысле что	1	1
118	что язык есть	5	1
119	в свою очередь	4	1
120	само по себе	4	1
121	и независимо от	1	1
122	языком а язык	1	1
123	тогда когда мы	1	1
124	но все же	1	1
125	как мы видим	1	1
126	в то же	3	1
127	в одном из	1	1
128	для нас в	1	1
129	к тому что	2	1
130	в том смысле	4	1
131	одной и той	3	1
132	друг от друга	2	1
133	между словом и	1	1
134	что на деле	1	1
135	себе еще не	1	1
136	быть не может	2	1
137	того как мы	1	1
138	уже о том	1	1
139	мы увидим что	3	1
140	не только служат	1	1
141	именно в том	1	1
142	и вопрос о	1	1
