N	2gram	Tiupa_Lite_3	Problemy
1	и в	16	43
2	и не	22	29
3	может быть	12	23
4	как бы	8	22
5	не может	8	18
6	как и	5	14
7	но и	14	14
8	и т	1	13
9	в этом	14	13
10	точки зрения	7	13
11	что он	5	13
12	в нем	2	12
13	в одном	4	12
14	слова и	1	12
15	не только	14	11
16	в каждом	1	11
17	не в	10	11
18	по себе	2	11
19	и на	2	10
20	но в	3	10
21	как мы	2	10
22	в его	6	10
23	прежде всего	3	10
24	еще не	6	9
25	он не	1	9
26	никогда не	4	9
27	т п	1	9
28	то же	9	8
29	лишь в	5	8
30	для него	2	8
31	с точки	3	8
32	и его	6	8
33	перед нами	1	7
34	в самом	3	7
35	к себе	8	7
36	в то	9	7
37	слова с	1	7
38	и сам	2	7
39	в другом	6	7
40	а не	12	7
41	то что	12	7
42	и наконец	3	6
43	так сказать	1	6
44	при этом	15	6
45	не как	2	6
46	в этих	1	6
47	что я	5	6
48	здесь не	2	6
49	о нем	2	6
50	в том	12	6
51	в котором	1	6
52	у него	1	6
53	и все	1	6
54	самом деле	3	5
55	и он	1	5
56	но не	4	5
57	по отношению	4	5
58	хотя и	4	5
59	в себе	6	5
60	на то	2	5
61	и с	2	5
62	было бы	2	5
63	в слове	3	5
64	у меня	1	5
65	самим собою	1	5
66	о том	6	5
67	же время	7	5
68	к нему	1	5
69	так что	1	5
70	вовсе не	1	5
71	в той	1	5
72	все это	1	5
73	бы в	1	5
74	а в	5	5
75	на фоне	1	5
76	героя и	1	5
77	отношению к	4	5
78	и до	1	4
79	так чтобы	2	4
80	я не	2	4
81	с его	6	4
82	во всех	2	4
83	себе и	1	4
84	отличие от	5	4
85	сама по	1	4
86	там где	3	4
87	в своем	1	4
88	героев достоевского	1	4
89	человека в	2	4
90	в них	1	4
91	далеко не	2	4
92	должно быть	4	4
93	во время	1	4
94	в своей	7	4
95	установка на	2	4
96	в отличие	5	4
97	но он	1	4
98	слово как	1	4
99	я для	1	4
100	к тому	6	4
101	да что	1	4
102	с собой	1	4
103	в чужом	1	4
104	в словах	3	4
105	по мере	1	4
106	только в	7	4
107	так как	1	4
108	как раз	2	4
109	с другой	6	4
110	на этот	1	4
111	до конца	4	4
112	более того	3	4
113	не на	1	4
114	ты идешь	1	4
115	то есть	5	4
116	но это	1	4
117	совершенно не	3	4
118	себе самому	3	4
119	что в	2	4
120	в приведенном	1	3
121	обойтись без	1	3
122	мы уже	1	3
123	той же	3	3
124	в единстве	3	3
125	и со	1	3
