N	4gram	Vygotskiy__2	KulturaY
1	и тем не менее	1	4
2	в то же время	2	3
3	и т п в	1	2
4	в том случае если	4	2
5	с этой точки зрения	1	2
6	и в самом деле	4	2
7	точно так же как	2	2
8	есть вместе с тем	1	2
9	совершенно ясно что в	1	1
10	преувеличения можно сказать что	1	1
11	сами же по себе	1	1
12	прежде всего тем что	1	1
13	только в том случае	4	1
14	не что иное как	1	1
15	бы то ни было	1	1
16	одной и той же	4	1
17	и т п не	1	1
18	ответ на этот вопрос	1	1
19	с другой стороны к	1	1
20	до тех пор пока	1	1
21	в то время как	2	1
22	и в том что	1	1
23	нужны для того чтобы	1	1
24	в зависимости от того	1	1
25	все более и более	2	1
26	заключается в том что	7	1
27	приводит к тому что	1	1
28	в связи с этим	1	1
29	в узком смысле слова	1	1
30	есть не что иное	1	1
