N	3gram	Losev_Dial_2	Myshleni
1	в том что	6	21
2	с точки зрения	8	18
3	с одной стороны	1	7
4	заключается в том	1	7
5	в зависимости от	2	6
6	в связи с	4	6
7	во всяком случае	2	6
8	не может быть	3	6
9	по сравнению с	1	5
10	в самом деле	3	4
11	в последнее время	1	4
12	о том что	4	4
13	как мы уже	1	3
14	в данном случае	2	3
15	мы уже говорили	1	3
16	в этом отношении	1	3
17	том что в	1	2
18	того что в	1	2
19	более или менее	2	2
20	на самом деле	1	2
21	подобно тому как	1	2
22	в этом смысле	1	2
23	одной стороны и	1	2
24	то что с	1	2
25	потому что он	2	2
26	в этом пункте	1	2
27	как раз в	1	2
28	не потому что	6	2
29	само по себе	2	2
30	то же самое	2	2
31	вовсе не в	3	2
32	вопрос о том	1	2
33	сама по себе	7	2
34	друг с другом	1	2
35	только тогда когда	4	2
36	речь идет о	1	2
37	точки зрения и	1	1
38	много общего с	1	1
39	не может не	3	1
40	сомневаться в том	2	1
41	что она не	1	1
42	в той или	2	1
43	мере того как	1	1
44	слова которые не	1	1
45	иметь в виду	2	1
46	с научной точки	1	1
47	это было бы	1	1
48	он вступает в	1	1
49	научной точки зрения	1	1
50	в том и	1	1
51	по мере того	1	1
52	о том как	1	1
53	того же самого	1	1
54	мы находим в	1	1
55	до сих пор	2	1
56	как и все	2	1
57	сам по себе	3	1
58	что в одном	1	1
59	бы то ни	1	1
60	на самом же	1	1
61	только то что	4	1
62	того и другого	1	1
63	в частности к	1	1
64	точно так же	1	1
65	не то же	1	1
66	то и другое	1	1
67	как и вообще	1	1
68	и даже часто	1	1
69	и то что	1	1
70	и в частности	2	1
71	вопрос об отношении	1	1
72	все равно что	1	1
73	но как это	1	1
74	не в том	1	1
75	не только его	1	1
76	сами по себе	3	1
77	в сущности это	1	1
78	нас к еще	1	1
79	прежде всего чисто	1	1
80	отсюда следует что	1	1
81	не могут быть	2	1
82	приводит к тому	1	1
83	все более и	1	1
84	дело не в	1	1
85	на всю жизнь	1	1
86	или как он	2	1
87	и что эти	1	1
88	с другой стороны	4	1
89	сказать что она	1	1
90	предстала перед нами	1	1
91	так же как	1	1
92	смысле что они	1	1
93	по себе не	3	1
94	той или другой	3	1
95	пространство и время	1	1
96	том смысле что	3	1
97	она не может	1	1
98	связи с этим	1	1
99	к выводу что	1	1
100	с самого начала	2	1
101	но разве не	1	1
102	как бы ни	2	1
103	более и более	1	1
104	той или иной	1	1
105	несмотря на все	1	1
106	можно сказать что	3	1
107	но ведь это	2	1
108	но что же	1	1
109	же мы находим	1	1
110	за то что	1	1
111	и с точки	1	1
112	когда мы говорим	1	1
113	мы говорим об	1	1
114	в том смысле	4	1
115	и процессов в	1	1
116	это не только	1	1
117	самом же деле	1	1
118	необходимо иметь в	1	1
119	том что он	1	1
120	все это не	1	1
121	к тому же	1	1
122	можно сомневаться в	1	1
123	не больше чем	1	1
124	в свое время	1	1
125	в своей жизни	1	1
126	ведь это же	1	1
