N	2gram	Tiupa_Lite_1	Narrotol
1	не только	24	26
2	а не	16	17
3	представляет собой	4	16
4	тогда как	13	15
5	но и	17	15
6	при этом	19	14
7	в том	16	14
8	в качестве	17	14
9	и не	12	14
10	в этом	12	13
11	и в	8	13
12	том что	14	13
13	состоит в	11	12
14	такого рода	10	12
15	только в	8	11
16	в частности	15	11
17	с собачкой	2	10
18	может быть	13	10
19	в данном	5	10
20	у чехова	1	9
21	своего рода	11	9
22	сводится к	3	9
23	так и	4	9
24	то есть	6	9
25	к тому	2	9
26	а в	3	9
27	в себе	7	8
28	то что	10	8
29	не в	8	8
30	коммуникативного события	7	8
31	в тексте	8	8
32	не может	5	8
33	дамы с	2	7
34	иначе говоря	1	7
35	к себе	3	7
36	не сводится	3	7
37	у него	3	6
38	в рамках	6	6
39	в своем	11	6
40	все же	4	6
41	но в	3	6
42	всего лишь	4	6
43	в жизни	6	6
44	никогда не	4	6
45	данном случае	4	6
46	коммуникативное событие	4	6
47	и т.п	4	6
48	можно сказать	1	6
49	а также	5	6
50	в его	7	6
51	вслед за	1	6
52	того что	6	6
53	со стороны	4	6
54	прежде всего	11	6
55	как бы	7	6
56	жизни в	1	6
57	я не	7	5
58	ответ на	1	5
59	отличие от	5	5
60	что он	5	5
61	как в	5	5
62	в нем	2	5
63	тем не	2	5
64	он не	1	5
65	таким образом	3	5
66	по мысли	2	5
67	и тем	4	5
68	далеко не	3	5
69	точки зрения	6	5
70	в котором	1	5
71	не столько	5	5
72	человеческого я	3	5
73	тем самым	5	5
74	в то	5	5
75	на него	1	5
76	о том	2	5
77	с одной	2	5
78	по отношению	3	5
79	с другой	3	5
80	одной стороны	2	5
81	себе самому	1	5
82	в той	1	5
83	картиной мира	1	5
84	в отличие	5	5
85	я в	5	5
86	отношению к	2	5
87	то же	5	4
88	в ее	1	4
89	в этой	4	4
90	отнюдь не	2	4
91	о жизни	1	4
92	перед нами	1	4
93	тому же	2	4
94	в силу	4	4
95	уже не	7	4
96	в мире	2	4
97	в глазах	1	4
98	и уже	1	4
99	в своей	4	4
100	не к	2	4
101	в конце	4	4
102	не менее	7	4
103	при всей	3	4
104	но при	2	4
105	в себя	2	4
106	читателя в	2	4
107	если бы	1	4
108	и т.д	1	4
109	в другом	2	4
110	уже говорилось	1	4
111	в какой	1	4
112	свидетельствует о	1	4
113	для него	2	4
114	в рассказе	1	4
115	как и	6	4
116	мира в	3	4
117	как это	8	4
118	в литературе	1	4
119	не является	2	4
120	и все	1	4
121	же в	5	4
122	и у	1	4
123	жизни и	3	4
124	что в	3	4
125	все что	1	4
126	для себя	5	3
127	самом деле	2	3
128	едва ли	1	3
129	а как	2	3
130	мы имеем	1	3
131	нам в	1	3
132	с его	5	3
133	как правило	2	3
134	но не	4	3
135	большей части	1	3
136	что они	1	3
137	как к	1	3
138	в целом	8	3
139	все эти	2	3
140	в ответ	1	3
141	и его	4	3
142	так сказать	1	3
143	от которого	1	3
144	в коммуникативном	2	3
145	и по	1	3
146	конечном счете	4	3
147	самим собой	2	3
148	в итоге	1	3
149	соответствии с	1	3
150	в слове	2	3
151	и того	2	3
152	дома с	1	3
153	что я	2	3
154	одна из	3	3
155	пока еще	1	3
156	же время	5	3
157	по своей	3	3
158	принципиальная особенность	1	3
159	этом отношении	2	3
160	в состав	1	3
161	личность не	2	3
162	коммуникативном событии	2	3
163	на том	2	3
164	и сам	6	3
165	строго говоря	1	3
166	о нем	1	3
167	в конечном	5	3
168	по слову	1	3
169	это не	4	3
170	один из	3	3
171	никак не	1	3
172	между тем	2	3
173	то и	2	3
174	первого лица	1	3
175	представить себе	1	3
176	как раз	4	3
177	и даже	3	3
178	или иной	2	3
179	по большей	1	3
180	в соответствии	1	3
181	человек в	1	3
182	да и	3	3
183	с этой	5	3
184	а к	1	3
185	от первого	1	3
186	сказать что	1	3
187	к другому	1	2
188	отношения между	2	2
189	должна быть	2	2
190	мы не	1	2
191	же как	1	2
