N	2gram	Ircho_Kome_3	FransuaR
1	и в	22	41
2	таким образом	12	19
3	в этом	8	15
4	как и	3	14
5	и все	2	14
6	то же	7	13
7	все эти	1	13
8	в этой	3	13
9	в его	8	12
10	эпизод с	1	11
11	в себе	4	11
12	как мы	2	11
13	в том	12	11
14	прежде всего	5	11
15	так и	4	10
16	в то	6	10
17	все это	5	10
18	в своем	8	9
19	не в	4	9
20	же время	5	9
21	и его	6	9
22	в качестве	2	9
23	но и	4	9
24	что в	5	9
25	но в	5	8
26	в конце	7	8
27	то что	4	8
28	и от	1	8
29	по существу	2	8
30	в нем	3	7
31	в эпоху	2	7
32	в новой	1	7
33	вовсе не	4	7
34	в них	3	7
35	как бы	3	7
36	и не	21	7
37	и до	1	6
38	ни в	10	6
39	он хочет	1	6
40	о том	8	6
41	мы видим	1	6
42	только в	1	6
43	это не	2	6
44	у него	4	6
45	с помощью	4	6
46	все они	1	6
47	как в	2	5
48	и к	3	5
49	не только	5	5
50	на этом	1	5
51	точки зрения	4	5
52	того как	1	5
53	потому что	10	5
54	всего в	1	5
55	и это	2	5
56	в ней	4	5
57	к нему	5	5
58	на одном	1	5
59	до нас	4	5
60	и у	1	5
61	уже в	2	5
62	что и	8	5
63	вместе с	9	5
64	так же	4	5
65	и для	4	5
66	а в	7	5
67	к этому	6	5
68	место в	1	4
69	в сущности	2	4
70	и на	2	4
71	хотя и	5	4
72	целый ряд	2	4
73	и наконец	1	4
74	он не	5	4
75	при виде	3	4
76	на земле	1	4
77	картины мира	1	4
78	но все	4	4
79	и с	4	4
80	том что	13	4
81	одном из	1	4
82	но он	1	4
83	ничего не	3	4
84	в виду	2	4
85	в образе	2	4
86	из одного	1	4
87	и здесь	4	4
88	после того	1	4
89	у лукиана	1	4
90	может быть	6	4
91	было бы	3	4
92	к жизни	1	4
93	конце концов	2	4
94	все что	3	4
95	том числе	1	4
96	например в	1	3
97	с точки	3	3
98	той же	1	3
99	я не	1	3
100	он был	4	3
101	на них	3	3
102	во всех	2	3
103	от этого	1	3
104	выражение в	1	3
105	и те	1	3
106	при этом	7	3
107	и по	1	3
108	в нее	1	3
109	в мире	2	3
110	его в	8	3
111	несмотря на	4	3
112	во время	6	3
113	в своей	5	3
114	таким же	1	3
115	в их	2	3
116	сам он	2	3
117	в отношении	4	3
118	не имеет	3	3
119	тем что	5	3
120	все то	1	3
121	свою очередь	6	3
122	можно было	2	3
123	за то	2	3
124	что у	1	3
125	так много	1	3
126	и вся	1	3
127	все его	1	3
128	нас в	1	3
129	что он	8	3
130	по этому	1	3
131	образов в	1	3
132	из них	5	3
133	и их	1	3
134	в одном	2	3
135	так как	11	3
136	нового времени	2	3
137	не на	1	3
138	не было	2	3
139	ничем не	4	3
140	в описании	1	3
141	в руках	1	3
142	не может	3	3
143	и потому	1	3
144	но этот	1	3
145	в это	1	3
146	такой же	1	3
147	в свою	7	3
148	не знает	3	3
149	которым он	2	3
150	того же	6	3
151	жизни и	1	3
152	и эта	1	3
153	это в	2	3
154	начинается с	1	2
155	здесь и	2	2
156	в доме	10	2
157	из всех	2	2
158	он знает	4	2
159	мы не	2	2
160	что между	1	2
161	и наш	1	2
162	в которой	3	2
163	на глазах	1	2
164	по адресу	1	2
165	не совсем	2	2
166	же что	1	2
167	еще не	6	2
168	в которых	5	2
169	в чем	1	2
170	с его	3	2
171	по отношению	5	2
172	отношение к	5	2
173	в течение	3	2
174	в одной	1	2
175	перед нами	1	2
176	более или	1	2
177	роль играет	1	2
178	то ли	4	2
179	имеем в	1	2
180	как он	3	2
181	и еще	3	2
182	свое время	1	2
183	человека в	2	2
184	что все	1	2
185	и может	1	2
186	это было	1	2
187	душа моя	1	2
188	с этим	3	2
189	в реальном	1	2
190	далеко не	3	2
191	мы имеем	1	2
192	числе и	1	2
193	не мог	2	2
194	в этих	1	2
195	места в	1	2
196	том как	3	2
197	в следующем	1	2
198	мы в	1	2
199	или менее	1	2
200	образом и	1	2
201	их в	3	2
202	том и	1	2
203	дело не	2	2
204	особый характер	1	2
205	этом отношении	2	2
206	в области	2	2
207	нет ни	2	2
208	не знаем	1	2
209	к тому	6	2
210	должен быть	2	2
211	правда не	1	2
212	в себя	1	2
213	с самого	4	2
214	роль в	2	2
215	никогда не	3	2
216	особенно в	1	2
217	здесь нет	4	2
218	жизнь и	1	2
219	в построении	1	2
220	а также	2	2
221	одного из	3	2
222	и во	2	2
223	три раза	1	2
224	бы в	4	2
225	все время	2	2
226	на которой	1	2
227	тот же	2	2
228	одной из	3	2
229	во времени	1	2
230	и ее	2	2
231	со всеми	1	2
232	в большинстве	1	2
233	только на	1	2
234	и других	1	2
235	и со	2	2
236	с лишним	1	2
237	к человеку	2	2
238	отношению к	3	2
239	к самому	1	2
240	а на	2	2
241	он только	1	2
242	был в	1	2
243	до конца	4	2
244	а не	4	2
245	в связи	4	2
246	из которых	2	2
247	по своему	3	2
248	в изображении	2	2
249	в первой	1	2
250	своего времени	1	2
251	в состоянии	1	2
252	они так	1	2
253	или в	1	2
254	в результате	2	2
255	о котором	1	2
256	у них	1	2
257	и как	1	2
258	с ним	5	2
259	ни было	2	2
260	для нашего	1	2
261	в свое	2	2
262	однако по	1	2
263	во всяком	3	2
264	и наиболее	1	1
265	отношения к	2	1
266	одним из	2	1
267	он считает	1	1
268	с жизнью	1	1
269	человека и	2	1
270	как его	1	1
271	домашней утвари	1	1
272	сын и	1	1
273	самом деле	6	1
274	двери в	1	1
275	там не	1	1
276	в первом	1	1
277	ты говоришь	1	1
278	с изображением	1	1
279	едва ли	7	1
280	его не	2	1
281	а как	2	1
282	в соседний	1	1
283	битвы и	1	1
284	именно к	1	1
285	он искал	1	1
286	время как	2	1
287	принадлежит к	1	1
288	они были	1	1
289	ему в	1	1
290	и сыном	1	1
291	это время	1	1
292	меньше чем	2	1
293	он сам	1	1
294	первый план	1	1
295	за это	1	1
296	не был	1	1
297	только после	1	1
298	там и	1	1
299	не без	1	1
300	вернулся в	1	1
301	сказать и	1	1
302	в обеих	1	1
303	в ее	3	1
304	нищим и	1	1
305	но не	1	1
306	бы его	1	1
307	за плату	2	1
308	к которой	1	1
309	свою жизнь	1	1
310	в iv	1	1
311	в новом	1	1
312	себе и	1	1
313	отличие от	2	1
314	друг от	1	1
315	человеку и	1	1
316	за пределы	2	1
317	что они	2	1
318	всего это	1	1
319	в истории	1	1
320	приходит на	1	1
321	его на	2	1
322	некоторое время	1	1
323	все остальные	2	1
324	все же	4	1
325	он выглядит	1	1
326	узнает что	1	1
327	себе на	1	1
328	не являются	1	1
329	своего соседа	1	1
330	ни одно	1	1
331	и этим	3	1
332	он дал	1	1
333	в самом	9	1
334	не приходится	2	1
335	заодно и	1	1
336	тому же	6	1
337	в нашем	1	1
338	то обстоятельство	2	1
339	еще один	1	1
340	им в	1	1
341	говорят о	1	1
342	не могла	3	1
343	человек не	1	1
344	виде того	1	1
345	не знающий	1	1
346	после этого	2	1
347	к сердцу	1	1
348	о которой	2	1
349	чтобы они	1	1
350	не как	2	1
351	что никому	1	1
352	том чтобы	1	1
353	о новом	1	1
354	на совершенно	1	1
355	которого и	1	1
356	с тремя	1	1
357	его от	2	1
358	смех и	1	1
359	именно это	1	1
360	том же	1	1
361	в каждом	1	1
362	не будет	2	1
363	другой раз	1	1
364	как к	1	1
365	еще вернемся	1	1
366	вот например	1	1
367	известно что	1	1
368	отца и	2	1
369	намека на	1	1
370	в свой	1	1
371	дали и	1	1
372	и тем	1	1
373	за ней	2	1
374	еще одно	2	1
375	в ином	1	1
376	по всему	3	1
377	для них	1	1
378	мне то	1	1
379	века он	1	1
380	этого не	1	1
381	с тем	4	1
382	в слове	1	1
383	со своими	1	1
384	чем в	3	1
385	на стену	2	1
386	от счастья	1	1
387	его образ	1	1
388	на первый	1	1
389	к первому	1	1
390	не так	3	1
391	почти за	1	1
392	представляется мне	1	1
393	как все	1	1
394	и без	2	1
395	всяком случае	3	1
396	в котором	2	1
397	из которой	2	1
398	целом так	1	1
399	его современников	1	1
400	представление о	2	1
401	знаем что	1	1
402	что я	1	1
403	признать что	1	1
404	должны были	1	1
405	стало быть	1	1
406	в силу	2	1
407	которые в	1	1
408	этой же	1	1
409	времени не	1	1
410	говорит с	1	1
411	начиная от	2	1
412	она не	2	1
413	присущее всем	1	1
414	самого начала	4	1
415	то чего	1	1
416	на котором	1	1
417	почти во	1	1
418	к новым	1	1
419	на него	4	1
420	в основе	2	1
421	из людей	1	1
422	и снова	1	1
423	найти в	1	1
424	таким путем	1	1
425	три с	1	1
426	к концу	2	1
427	своей природе	1	1
428	по своей	1	1
429	к защите	1	1
430	со своим	1	1
431	связи с	5	1
432	в сознании	1	1
433	не по	7	1
434	венки а	1	1
435	что видел	1	1
436	ведут в	1	1
437	что на	1	1
438	ему не	3	1
439	ну а	1	1
440	имеет ничего	1	1
441	у меня	1	1
442	предположение о	1	1
443	от их	1	1
444	нет даже	1	1
445	в остальных	1	1
446	издевается над	1	1
447	его для	1	1
448	не могут	2	1
449	он и	2	1
450	в других	3	1
451	что его	5	1
452	два момента	1	1
453	ли что	1	1
454	своего отца	1	1
455	как с	1	1
456	ничего общего	1	1
457	и ничем	1	1
458	для всей	1	1
459	и о	2	1
460	от друга	1	1
461	здесь не	2	1
462	здесь также	1	1
463	в комедиях	2	1
464	да что	2	1
465	в v	1	1
466	и когда	1	1
467	с собой	1	1
468	над человеком	1	1
469	времени и	1	1
470	не с	2	1
471	на которую	1	1
472	в весьма	1	1
473	под руку	2	1
474	достаточной степени	1	1
475	по ее	2	1
476	без основания	1	1
477	эта цель	1	1
478	он к	1	1
479	выходит за	1	1
480	об этом	7	1
481	могла не	1	1
482	в таком	2	1
483	тем чем	1	1
484	именно потому	2	1
485	и нашел	1	1
486	это я	1	1
487	в другом	2	1
488	и та	1	1
489	язык и	1	1
490	и что	6	1
491	в глаза	3	1
492	я могу	1	1
493	его жизни	1	1
494	от своего	1	1
495	аналогии с	2	1
496	там же	1	1
497	нас от	1	1
498	он умер	1	1
499	большое количество	1	1
500	написано в	1	1
501	во-вторых потому	1	1
502	от них	1	1
503	комедии и	3	1
504	этому поводу	1	1
505	этот момент	1	1
506	в другой	1	1
507	них в	1	1
508	в ту	1	1
509	в лучшем	1	1
