N	2gram	Potebnia_M_1	FransuaR
1	и в	39	45
2	то есть	42	25
3	и не	18	15
4	в этом	15	14
5	но в	9	14
6	не только	21	14
7	во всех	5	13
8	и его	5	13
9	в его	5	13
10	как бы	6	12
11	во время	1	12
12	что в	22	12
13	то же	6	11
14	в своем	3	11
15	в то	4	11
16	в нем	20	10
17	и с	3	10
18	как и	9	10
19	в том	26	10
20	но и	20	10
21	прежде всего	4	10
22	же время	4	9
23	в ней	7	8
24	таким образом	13	8
25	в самой	3	8
26	как мы	2	8
27	жизни и	2	8
28	вовсе не	5	8
29	так же	5	8
30	с его	1	7
31	мы видели	4	7
32	том что	16	7
33	не в	15	7
34	потому что	52	7
35	что и	6	7
36	на мир	1	7
37	и все	3	7
38	все это	1	7
39	здесь не	1	6
40	в этой	3	6
41	он не	3	6
42	весь мир	1	6
43	в них	3	6
44	мысли и	9	6
45	того чтобы	2	6
46	связи с	3	6
47	так и	13	6
48	что он	1	6
49	так как	21	6
50	для того	3	6
51	одним из	2	5
52	например в	1	5
53	самом деле	1	5
54	на самом	1	5
55	с ее	2	5
56	и на	1	5
57	хотя и	3	5
58	и как	6	5
59	все эти	1	5
60	на этом	1	5
61	его в	1	5
62	с ним	3	5
63	этом отношении	1	5
64	мы видим	4	5
65	и их	3	5
66	в связи	1	5
67	не может	22	5
68	но это	5	5
69	же как	1	4
70	той же	3	4
71	его не	1	4
72	мы не	10	4
73	и о	2	4
74	в сущности	2	4
75	но не	8	4
76	перед нами	1	4
77	в самом	3	4
78	зрения на	1	4
79	это было	1	4
80	между собою	6	4
81	не мог	3	4
82	точки зрения	8	4
83	в их	2	4
84	у него	1	4
85	и это	3	4
86	можно было	1	4
87	ничего не	1	4
88	о том	2	4
89	и во	3	4
90	только в	25	4
91	с этим	7	4
92	мы находим	1	4
93	и даже	4	4
94	сказать что	3	4
95	а не	21	4
96	его как	1	4
97	и от	3	4
98	бы в	4	4
99	все они	2	4
100	а в	5	4
101	как на	3	4
102	по поводу	3	4
103	того же	3	3
104	форм в	1	3
105	из этих	4	3
106	как в	10	3
107	в одной	1	3
108	выйти из	2	3
109	но его	1	3
110	как он	1	3
111	но на	2	3
112	что она	1	3
113	связанные с	1	3
114	здесь нет	1	3
115	тела в	1	3
116	ни в	1	3
117	до сих	1	3
118	нисколько не	2	3
119	в своей	3	3
120	в которых	1	3
121	не менее	6	3
122	дело в	2	3
123	не имеет	5	3
124	что на	6	3
125	тела и	1	3
126	от того	4	3
127	от их	1	3
128	всего этого	1	3
129	не могло	3	3
130	телесной жизни	1	3
131	необходимости и	2	3
132	то время	1	3
133	в другом	1	3
134	и миром	2	3
135	нуждается в	2	3
136	это не	7	3
137	именно в	1	3
138	того что	8	3
139	словом и	2	3
140	поэтому и	1	3
141	для всех	5	3
142	есть в	2	3
143	для него	4	3
144	в одном	8	3
145	но он	2	3
146	не было	4	3
147	еще и	1	3
148	там где	4	3
149	связь с	2	3
150	вместе с	8	3
151	в течение	2	3
152	сих пор	1	3
153	и для	5	3
154	на небе	1	3
155	на этот	2	3
156	и другие	1	3
157	чтобы не	2	2
158	и есть	2	2
159	с точки	3	2
160	из его	1	2
161	между человеком	2	2
162	и языка	4	2
163	из своих	1	2
164	в целом	2	2
165	в различных	1	2
166	в чем	1	2
167	в данном	1	2
168	между словом	1	2
169	относится к	3	2
170	в истории	7	2
171	независимо от	6	2
172	все же	6	2
173	когда он	1	2
174	от этого	1	2
175	что это	3	2
176	он в	1	2
177	им в	1	2
178	роль в	1	2
179	и если	2	2
180	при этом	6	2
181	перестает быть	1	2
182	он должен	2	2
183	в начале	2	2
184	чувствует себя	1	2
185	с представлением	1	2
186	но дело	2	2
187	так например	3	2
188	том же	2	2
189	на все	2	2
190	лишь в	1	2
191	было бы	12	2
192	от оков	1	2
193	для них	2	2
194	рядом с	1	2
195	с тем	5	2
196	несмотря на	5	2
197	народа и	2	2
198	когда в	3	2
199	одно из	3	2
200	приближаются к	1	2
201	в г	2	2
202	мысль и	1	2
203	и без	3	2
204	человеком и	3	2
205	не столько	1	2
206	языков и	1	2
207	даже в	1	2
208	в отношении	1	2
209	если в	1	2
210	на него	3	2
211	не нуждается	2	2
212	слова но	2	2
213	свободы и	3	2
214	и притом	4	2
215	к ней	2	2
216	уже и	1	2
217	начиная с	1	2
218	в духе	1	2
219	не могут	4	2
220	что все	3	2
221	и слова	2	2
222	к тому	4	2
223	в каждом	4	2
224	должен быть	1	2
225	если мы	3	2
226	так в	1	2
227	и что	10	2
228	на том	1	2
229	еще в	1	2
230	том как	3	2
231	самой жизни	1	2
232	и вообще	3	2
233	связанная с	1	2
234	народного творчества	1	2
235	как ее	1	2
236	нас в	1	2
237	к нему	1	2
238	между тем	5	2
239	переходит в	1	2
240	жизни она	1	2
241	значение и	2	2
242	языка но	3	2
243	мы можем	2	2
244	может быть	27	2
245	заметить что	2	2
246	и только	2	2
247	не подлежит	1	2
248	внешнее и	1	2
249	себя и	1	2
250	превращается в	1	2
251	один из	1	2
252	и слово	1	2
253	в одно	2	2
254	эти последние	1	2
255	со словом	3	2
256	и там	1	2
257	слова и	4	2
258	несколько слов	1	2
259	своей жизни	1	2
260	только для	3	2
261	божественный разум	2	2
262	вся природа	2	2
263	в эту	1	2
264	хотя бы	2	2
265	то что	10	2
266	их с	1	2
267	ко всему	1	2
268	к этому	1	2
269	истории то	1	1
270	единстве с	1	1
271	вряд ли	1	1
272	то на	4	1
273	совершенно справедливо	2	1
274	выражения в	1	1
275	он может	1	1
276	то в	5	1
277	тем же	2	1
278	в непонимании	1	1
279	не имеют	5	1
280	его связь	1	1
281	и появляется	1	1
282	и этот	1	1
283	по его	7	1
284	где начинается	1	1
285	а как	2	1
286	полагает что	1	1
287	есть не	2	1
288	для выражения	1	1
289	формальное и	1	1
290	в зародыше	1	1
291	та же	1	1
292	на эти	1	1
293	не была	1	1
294	в возможности	1	1
295	явиться и	1	1
296	то это	5	1
297	похожи на	1	1
298	нельзя свести	1	1
299	проявляется в	2	1
300	чем больше	1	1
301	столь же	3	1
302	служит для	2	1
303	тем как	3	1
304	то мы	2	1
305	видели что	1	1
306	но как	3	1
307	но язык	2	1
308	одном и	2	1
309	для других	1	1
310	не все	2	1
311	по отношению	13	1
312	собраны все	1	1
313	мы назвали	1	1
314	даже самому	1	1
315	друг от	2	1
316	за пределы	2	1
317	что они	1	1
318	земного шара	1	1
319	словах и	1	1
320	более чем	1	1
321	что во	2	1
322	его на	2	1
323	общего с	1	1
324	все остальные	4	1
325	что дело	1	1
326	сознания в	2	1
327	что по	3	1
328	самом начале	1	1
329	он на	1	1
330	и стремления	4	1
331	этого круга	1	1
332	формы в	1	1
333	бы не	6	1
334	всей своей	1	1
335	тем он	1	1
336	нами в	1	1
337	в себе	13	1
338	связи между	2	1
339	на то	2	1
340	человек не	1	1
341	так сказать	2	1
342	времена и	1	1
343	части его	1	1
344	не как	1	1
345	не могли	2	1
346	но вместе	2	1
347	одной и	3	1
348	и по	6	1
349	в нее	1	1
350	но все	2	1
351	как оно	1	1
352	значительной степени	2	1
353	форм к	1	1
354	и характер	1	1
355	имеют в	1	1
356	в мире	3	1
357	нем есть	2	1
358	удовольствие от	1	1
359	них не	2	1
360	было в	1	1
361	и мы	1	1
362	известно что	2	1
363	других условиях	2	1
364	эту минуту	1	1
365	должен был	1	1
366	смысл в	1	1
367	мысли чтобы	1	1
368	в жизни	3	1
369	даже по	1	1
370	на свои	2	1
371	есть произведение	1	1
372	но уже	2	1
373	о которых	2	1
374	далеко не	1	1
375	были в	1	1
376	например к	1	1
377	что не	10	1
378	место и	1	1
379	одна и	1	1
380	жизни но	1	1
381	и формы	1	1
382	только во	1	1
383	мир в	1	1
384	обратимся к	1	1
385	и того	2	1
386	их на	1	1
387	между ними	1	1
388	нужно было	3	1
389	к первому	3	1
390	его нельзя	1	1
391	с подобными	1	1
392	выходила за	1	1
393	чувствует свою	1	1
394	на высокой	1	1
395	в котором	1	1
396	это подтверждается	1	1
397	слова при	1	1
398	не представляется	2	1
399	что я	1	1
400	признать что	1	1
401	должны были	1	1
402	в памяти	1	1
403	и той	3	1
404	не его	1	1
405	тем не	6	1
406	и более	2	1
407	их в	1	1
408	на его	1	1
409	что этот	1	1
410	для нее	2	1
411	нас к	1	1
412	тому что	3	1
413	без него	2	1
414	любви и	1	1
415	между людьми	1	1
416	что с	1	1
417	что ему	1	1
418	человеческого слова	1	1
419	эти формы	2	1
420	мышления и	1	1
421	тогда когда	9	1
422	принадлежат к	1	1
423	того как	6	1
424	ее с	2	1
425	к этим	1	1
426	это нисколько	1	1
427	на некоторое	1	1
428	есть еще	1	1
429	какой мы	1	1
430	для всего	1	1
431	из него	2	1
432	следовательно и	2	1
433	никогда не	4	1
434	и всегда	2	1
435	характера как	1	1
436	при всем	1	1
437	находясь в	1	1
438	в полной	1	1
439	как она	3	1
440	ровно ничего	1	1
441	связанное с	2	1
442	на природу	1	1
443	это слово	1	1
444	не нужен	1	1
445	не по	4	1
446	как будто	2	1
447	с участием	1	1
448	в области	1	1
449	может показаться	1	1
450	у нас	2	1
451	все то	2	1
452	от жизни	1	1
453	смерть только	1	1
454	как только	1	1
455	еще яснее	1	1
456	указывает на	1	1
457	всего человечества	1	1
458	слова с	1	1
459	что при	5	1
460	явлений из	1	1
461	и потому	5	1
462	где он	1	1
463	из ее	1	1
464	из нее	1	1
465	особенности этого	1	1
466	и самое	2	1
467	и должна	1	1
468	значения и	1	1
469	от друга	2	1
470	свою очередь	4	1
471	себя до	1	1
472	на другой	1	1
473	и говорит	1	1
474	в произведении	1	1
475	никак не	2	1
476	приводит к	1	1
477	с появления	1	1
478	то как	1	1
479	что у	1	1
480	в образе	1	1
481	своею стороною	1	1
482	он именно	1	1
483	те же	1	1
484	времени и	2	1
485	в последующих	1	1
486	еще не	6	1
487	не были	2	1
488	что от	1	1
489	понятно что	1	1
490	если бы	14	1
491	для этого	2	1
492	остановимся на	1	1
493	после того	1	1
494	стремление к	2	1
495	их образы	1	1
496	смысле и	1	1
497	образом в	1	1
498	движения и	1	1
499	о нем	1	1
500	же необходимо	1	1
501	на вопрос	1	1
502	в язык	1	1
503	притом в	1	1
504	то не	3	1
505	мысли мы	1	1
506	все его	1	1
507	там в	1	1
508	ее и	1	1
509	с xiii	1	1
510	смысле оно	1	1
511	связь между	2	1
512	которой мы	1	1
513	от них	1	1
514	в языке	33	1
515	во всей	1	1
516	он по	1	1
517	тем более	2	1
518	исторического развития	1	1
519	слов и	4	1
520	в лице	1	1
521	в жизнь	1	1
522	и история	1	1
523	в формах	1	1
524	образом как	1	1
525	но с	2	1
526	и народа	5	1
527	выше и	1	1
528	природе в	1	1
529	которым мы	1	1
530	время когда	1	1
531	с ними	1	1
532	и свобода	1	1
533	в разные	2	1
534	в стороне	4	1
535	которое мы	2	1
536	между этими	1	1
537	и ее	1	1
538	но то	1	1
539	по этому	2	1
540	не будет	2	1
541	себя в	1	1
542	есть чисто	1	1
543	не можем	2	1
544	на такой	1	1
545	только тогда	5	1
546	в душе	11	1
547	из них	1	1
548	же объясняется	1	1
549	отличны от	1	1
550	в современном	1	1
551	с этими	1	1
552	к ним	2	1
553	друг друга	5	1
554	случае не	1	1
555	же образом	1	1
556	тем что	9	1
557	которое хотя	1	1
558	к одной	3	1
559	в других	2	1
560	эти явления	3	1
561	а потому	10	1
562	иное как	2	1
563	она вполне	1	1
564	человеческой мысли	1	1
565	по которой	1	1
566	нельзя сказать	1	1
567	стороны он	1	1
568	к которому	3	1
569	и телесной	1	1
570	слов об	1	1
571	что иное	2	1
572	наконец в	1	1
573	души и	5	1
574	на ней	1	1
575	что для	3	1
576	его из	1	1
577	более того	1	1
578	менее он	1	1
579	человеческой жизни	1	1
580	для человека	2	1
581	им как	1	1
582	этом основании	1	1
583	со своими	1	1
584	в живой	2	1
585	и том	2	1
586	под влиянием	2	1
587	если не	2	1
588	законов и	1	1
589	но оно	3	1
590	оживает в	1	1
591	время с	1	1
592	ко всем	2	1
593	существует как	1	1
594	над ним	1	1
595	что за	1	1
596	времени с	1	1
597	тело и	1	1
598	некоторое время	1	1
599	да и	1	1
600	в человеческом	2	1
601	в телесном	1	1
602	этого слова	1	1
603	ему в	1	1
604	действительности есть	1	1
605	о его	2	1
606	видно что	2	1
607	в так	1	1
608	и таким	1	1
609	находится во	2	1
610	говорить что	1	1
611	оторваться от	1	1
612	на одной	1	1
613	в более	4	1
614	не получает	1	1
615	совершенно верно	1	1
616	одного и	2	1
617	связь в	1	1
618	и другим	1	1
619	не существует	2	1
620	такой взгляд	1	1
621	развития и	3	1
622	есть система	1	1
623	но эти	2	1
