N	2gram	Vygotskiy__4	VelikijI
1	и не	8	20
2	и в	20	16
3	так как	10	9
4	то что	15	9
5	еще не	2	8
6	в истории	10	8
7	что они	14	7
8	а не	7	7
9	и потому	1	7
10	человека и	1	6
11	не есть	2	6
12	но и	9	5
13	по пути	2	5
14	того что	10	5
15	хотя и	1	5
16	все это	1	5
17	что есть	1	5
18	как бы	7	5
19	и есть	1	4
20	говорить о	1	4
21	в его	11	4
22	нет у	1	4
23	и я	1	4
24	в этом	24	4
25	что он	6	4
26	потому что	12	4
27	в нем	2	4
28	так и	5	4
29	что все	3	4
30	что не	1	4
31	как и	9	4
32	что мы	7	4
33	в ней	2	4
34	и что	8	3
35	должна быть	2	3
36	в чем	3	3
37	во всех	1	3
38	что и	9	3
39	в том	42	3
40	тот же	9	3
41	но в	3	3
42	в вопросе	2	3
43	по этому	1	3
44	все эти	5	3
45	истории человечества	1	3
46	и они	1	3
47	в конце	1	3
48	их в	2	3
49	тех которые	1	3
50	в своей	7	3
51	ни в	3	3
52	должно быть	3	3
53	если не	2	3
54	в этих	3	3
55	нет ничего	1	3
56	не в	4	3
57	из первого	1	3
58	тому что	4	3
59	этих трех	2	3
60	но это	1	3
61	не имеет	2	3
62	никогда не	5	3
63	личности и	1	3
64	их от	1	3
65	и для	4	3
66	к тому	6	3
67	что в	19	3
68	и это	2	2
69	того чтобы	7	2
70	и то	10	2
71	но мы	1	2
72	по которым	1	2
73	это мы	2	2
74	и сам	1	2
75	можно было	6	2
76	его не	1	2
77	мы не	1	2
78	и новые	1	2
79	с ним	1	2
80	вместо того	1	2
81	под этим	2	2
82	мы это	1	2
83	и во	3	2
84	между тем	9	2
85	я думаю	1	2
86	вслед за	2	2
87	от этих	1	2
88	которые не	2	2
89	вот по	1	2
90	его к	4	2
91	только в	10	2
92	в земной	1	2
93	в себя	1	2
94	конечно не	1	2
95	уже не	1	2
96	не только	15	2
97	раз навсегда	1	2
98	для него	2	2
99	не хотел	1	2
100	не могли	1	2
101	тем что	7	2
102	на том	4	2
103	это не	5	2
104	а с	2	2
105	и люди	1	2
106	прежде всего	2	2
107	для них	1	2
108	все равно	1	2
109	с тем	6	2
110	мы и	2	2
