N	3gram	Vygotskiy__1	slovoVRo
1	то же время	2	12
2	в то же	2	12
3	той или иной	1	9
4	с точки зрения	18	8
5	и в то	1	5
6	во всяком случае	3	5
7	и т д	1	5
8	с одной стороны	8	4
9	с другой стороны	9	4
10	большей или меньшей	1	4
11	в зависимости от	2	3
12	в данном случае	2	3
13	по всей вероятности	1	3
14	свое выражение в	1	2
15	до сих пор	4	2
16	и не может	1	2
17	одно и то	2	2
18	то время как	4	2
19	не только в	1	2
20	в то время	5	2
21	и то же	2	2
22	в известном смысле	2	2
23	и в этом	1	2
24	в свою очередь	3	2
25	или во всяком	1	2
26	как мы уже	1	2
27	к тому что	3	2
28	можно было бы	3	2
29	друг с другом	4	2
30	а следовательно и	1	1
31	как в отношении	1	1
32	между прочим в	1	1
33	и столь же	1	1
34	нас в данном	1	1
35	одной и той	2	1
36	прежде всего в	2	1
37	дело в том	1	1
38	и той же	2	1
39	слова не только	1	1
40	в лингвистическом и	1	1
41	которых мы говорили	1	1
42	целиком во всех	1	1
43	в своей книге	1	1
44	в отличие от	1	1
45	но и в	1	1
46	в этом отношении	4	1
47	находит свое выражение	1	1
48	во всех своих	1	1
49	в направлении к	1	1
50	с этой точки	1	1
51	по крайней мере	1	1
52	даже в самых	1	1
53	ни в какой	2	1
54	и в частности	2	1
55	в значительной степени	2	1
56	вот что говорит	1	1
57	первых двух и	1	1
58	и с точки	1	1
59	все целиком во	1	1
60	и в отношении	3	1
61	не столько в	1	1
62	он не пытается	1	1
63	и на его	1	1
64	автора и его	1	1
65	связанные с этой	1	1
66	речи в качестве	1	1
67	о которых мы	1	1
68	не может быть	5	1
69	до наших дней	1	1
70	и до наших	1	1
71	тем не менее	1	1
72	между тем это	1	1
73	о том что	6	1
74	такого рода анализ	1	1
75	тем и другим	2	1
76	если бы мы	1	1
77	в одном из	2	1
78	этой точки зрения	1	1
79	с самого начала	8	1
80	не только не	1	1
81	и речи но	2	1
82	можно сказать что	4	1
83	к действительности и	1	1
84	и в самых	1	1
85	между словом и	1	1
86	с помощью которых	1	1
87	для того чтобы	15	1
88	в том что	15	1
89	то и в	1	1
90	как и в	1	1
91	и с другой	1	1
