N	4gram	Bakhtin_fo_1	FransuaR
1	в то же время	6	6
2	но в то же	1	4
3	в той или иной	1	2
4	в том числе и	2	2
5	как мы уже говорили	3	2
6	мы еще вернемся в	1	2
7	дело в том что	2	1
8	мы имеем в виду	1	1
9	до сих пор не	1	1
10	то же время оно	1	1
11	в средние века и	1	1
12	и до сих пор	1	1
13	и прежде всего в	1	1
14	есть все то что	1	1
15	или во всяком случае	1	1
16	как мы уже сказали	2	1
17	остановимся прежде всего на	1	1
18	то же время он	1	1
19	той или иной степени	1	1
20	а также и в	2	1
21	то есть все то	1	1
22	в связи с рабле	1	1
23	здесь прежде всего необходимо	1	1
24	в связи с этим	2	1
