N	3gram	Trubetskoy_1	Problemy
1	с точки зрения	8	9
2	до сих пор	8	8
3	не может быть	3	8
4	и не может	1	7
5	по отношению к	9	5
6	то же время	2	5
7	в то же	2	5
8	друг с другом	9	5
9	в самом деле	5	4
10	в том числе	1	4
11	как и все	2	4
12	то есть в	1	4
13	более или менее	7	3
14	том числе и	1	3
15	с другой стороны	4	3
16	как и в	2	3
17	а следовательно и	1	2
18	нет и не	1	2
19	хотя и не	1	2
20	дело в том	1	2
21	мы уже сказали	1	2
22	и до сих	1	2
23	друг в друге	1	2
24	мы находим в	1	2
25	можно было бы	1	2
26	в том что	15	2
27	друг на друга	1	2
28	о том что	4	2
29	сих пор не	2	2
30	и в конце	1	1
31	не может не	3	1
32	иначе обстоит дело	1	1
33	и в жизни	1	1
34	лишь то что	1	1
35	все эти вопросы	1	1
36	иметь в виду	1	1
37	котором идет речь	5	1
38	образом как бы	1	1
39	на том же	1	1
40	том что все	2	1
41	в этом последнем	1	1
42	понимают друг друга	1	1
43	том что он	2	1
44	те же самые	1	1
45	а между тем	8	1
46	в том же	3	1
47	в этом случае	4	1
48	мы говорили в	1	1
49	они вовсе не	1	1
50	таким образом как	1	1
51	и так или	1	1
52	является одним из	1	1
53	лишь тогда когда	2	1
54	между тем как	1	1
55	а может быть	1	1
56	различия между ними	1	1
57	и все что	2	1
58	в себе и	1	1
59	при этом не	1	1
60	не знает что	1	1
61	рано или поздно	1	1
62	так что и	1	1
63	может быть и	4	1
64	одно и то	1	1
65	сильнее чем у	2	1
66	в том или	1	1
67	так же как	3	1
68	в данном случае	3	1
69	одним из главных	1	1
70	мы не знаем	1	1
71	с одной стороны	2	1
72	в конце концов	4	1
73	и то же	1	1
74	и развиваться в	1	1
75	а как бы	1	1
76	но при этом	1	1
77	который как мы	1	1
78	то что мы	1	1
79	по сравнению с	5	1
80	до некоторой степени	1	1
81	и в нем	1	1
82	так или иначе	5	1
83	в нем не	1	1
84	все же не	3	1
85	в связи с	3	1
86	к тому же	5	1
87	во всяком случае	2	1
88	перед нами два	1	1
89	таким образом и	1	1
90	а затем и	1	1
91	о которых мы	3	1
92	вместо того чтобы	1	1
93	что до сих	1	1
94	в широком смысле	1	1
95	нами до сих	1	1
96	гораздо сложнее и	1	1
97	между этими двумя	2	1
98	у него в	1	1
99	из того же	2	1
100	с другом все	1	1
101	с самого начала	1	1
102	из всех сил	1	1
103	между ними нет	1	1
104	но все же	2	1
105	как мы знаем	1	1
106	друг от друга	6	1
107	о котором идет	5	1
108	к тому что	1	1
109	никак не может	1	1
110	не только между	1	1
111	в высшей степени	1	1
112	друг друга и	1	1
113	от друга в	1	1
114	самого начала в	1	1
115	в этом пункте	1	1
