N	3gram	Bakhtin_Pr_2	Psycholo
1	для того чтобы	1	19
2	в том что	4	12
3	о том что	3	10
4	в самом деле	3	7
5	на то что	2	6
6	на самом деле	1	5
7	с самого начала	1	5
8	с точки зрения	9	4
9	что он не	1	4
10	можно было бы	1	4
11	друг с другом	2	4
12	сами по себе	1	3
13	так же как	3	3
14	в самом конце	1	3
15	в конце концов	3	3
16	смысле этого слова	2	3
17	и в этом	6	3
18	то что он	1	3
19	говорить о том	1	3
20	до сих пор	2	3
21	сама по себе	5	3
22	сказать что в	1	2
23	как она есть	1	2
24	не может понять	2	2
25	то время как	1	2
26	с другой стороны	1	2
27	и той же	1	2
28	таким образом в	2	2
29	в нем нет	1	2
30	в то время	1	2
31	и в самом	2	2
32	мы видим что	1	2
33	одной и той	1	2
34	к тому же	1	2
35	самом деле в	1	1
36	и в сущности	1	1
37	и от автора	1	1
38	мы уже говорили	2	1
39	есть мы должны	1	1
40	нет для этого	1	1
41	по отношению к	8	1
42	подобно тому как	2	1
43	в том и	1	1
44	том что на	1	1
45	этот рассказ в	1	1
46	же как и	2	1
47	потому что не	1	1
48	но далеко не	1	1
49	в таком случае	1	1
50	по самой своей	1	1
51	жизни и смерти	7	1
52	не на то	1	1
53	у него не	1	1
54	не было бы	1	1
55	но он не	1	1
56	и другом случае	1	1
57	что она не	1	1
58	том и другом	1	1
59	то же время	3	1
60	и не может	2	1
61	на этот вопрос	1	1
62	что все это	1	1
63	что могло бы	1	1
64	не раз придется	1	1
65	у него нет	2	1
66	так как он	1	1
67	может быть ему	1	1
68	один из них	1	1
69	и с точки	1	1
70	в полном смысле	1	1
71	в нашем анализе	1	1
72	характером героя и	1	1
73	перед нами в	2	1
74	как раз на	1	1
75	из них не	1	1
76	дело в том	1	1
77	друг к другу	3	1
78	он говорит не	1	1
79	но только в	1	1
80	во всем этом	1	1
81	для правильного понимания	2	1
82	я не могу	1	1
83	а не только	2	1
84	в целом ряде	2	1
85	полном смысле этого	1	1
86	как бы в	2	1
87	и в своих	1	1
88	потому что они	2	1
89	а может быть	2	1
90	оно может быть	1	1
91	нет ни одного	2	1
92	между характером героя	1	1
93	ни в каком	1	1
94	у него в	1	1
95	не может быть	6	1
96	сих пор в	1	1
97	всего того что	1	1
98	и ничем не	1	1
99	и независимо от	1	1
100	она и не	1	1
101	ничего общего с	1	1
102	то есть в	8	1
103	этой точки зрения	2	1
104	не только в	1	1
105	нет ни одной	1	1
106	можно сказать что	2	1
107	уже в конце	1	1
108	здесь вовсе не	1	1
109	в этом смысле	5	1
110	в этом романе	1	1
111	в то же	3	1
112	самой своей природе	1	1
113	рядом с этим	1	1
114	в предисловии к	1	1
115	тому что он	1	1
116	и у него	1	1
117	у меня есть	1	1
118	героя и его	1	1
119	быть не может	1	1
120	они отрешаются от	1	1
121	может быть в	1	1
122	и в ее	1	1
123	в жизни и	1	1
124	она не может	2	1
125	точку зрения на	3	1
126	то есть мы	1	1
127	таком случае это	1	1
128	нам кажется что	1	1
129	выходить за пределы	1	1
