N	2gram	Medvedev_F_2	Psycholo
1	и в	38	38
2	то что	6	35
3	все время	6	30
4	в том	11	25
5	в самом	16	25
6	самом деле	8	21
7	что в	7	20
8	может быть	23	19
9	на то	1	16
10	точки зрения	8	16
11	в ней	6	15
12	и т	14	14
13	том что	2	14
14	если бы	5	14
15	как бы	4	14
16	потому что	2	14
17	в этом	27	13
18	в этой	6	13
19	и мы	1	13
20	не только	9	12
21	таким образом	20	12
22	было бы	6	12
23	не в	15	12
24	мы увидим	1	12
25	что он	5	11
26	то же	6	10
27	в сущности	4	10
28	что это	3	10
29	и не	20	10
30	и все	3	10
31	увидим что	1	9
32	с точки	7	9
33	того чтобы	3	9
34	и то	2	8
35	с этим	5	8
36	все же	8	8
37	и как	3	8
38	с тем	11	8
39	как и	9	8
40	и это	2	8
41	так что	1	8
42	вовсе не	11	8
43	как раз	6	8
44	для того	3	8
45	перед нами	2	8
46	для нас	1	8
47	из этого	2	8
48	показать что	1	7
49	с другой	3	7
50	не может	14	7
51	как мы	7	7
52	в ее	2	7
53	между тем	2	7
54	а не	6	7
55	а в	6	7
56	и на	3	6
57	как это	2	6
58	он не	6	6
59	бы совершенно	2	6
60	мы видели	4	6
61	в котором	2	6
62	тому что	2	6
63	она не	2	6
64	не имеет	2	6
65	самого начала	2	6
66	и его	21	6
67	к тому	4	6
68	с самого	2	6
69	ясно что	1	6
70	и здесь	3	6
71	о том	1	6
72	один из	2	6
73	с одной	1	6
74	если мы	5	6
75	из них	4	6
76	так как	4	6
77	до сих	1	6
78	там где	4	6
79	должна быть	5	5
80	мы не	3	5
81	время в	1	5
82	в своем	1	5
83	в которой	2	5
84	так сказать	3	5
85	мы везде	1	5
86	на этом	2	5
87	в другом	1	5
88	несмотря на	1	5
89	в своей	7	5
90	т п	9	5
91	чтобы увидеть	1	5
92	в поэтической	4	5
93	в его	10	5
94	в какой	3	5
95	но и	13	5
96	одной стороны	1	5
97	вместе с	6	5
98	в той	2	5
99	сих пор	1	5
100	или в	3	5
101	другой стороны	4	5
102	совершенно не	4	5
103	на деле	1	4
104	до крайности	2	4
105	что если	1	4
106	во всех	5	4
107	не то	3	4
108	что они	4	4
109	идет о	2	4
110	как в	4	4
111	в целом	3	4
112	все эти	6	4
113	в тех	2	4
114	в себе	1	4
115	если он	1	4
116	в нем	13	4
117	при этом	9	4
118	т д	5	4
119	она была	1	4
120	смысл и	2	4
121	но если	1	4
122	не могли	2	4
123	что эта	2	4
124	и другое	2	4
125	из него	2	4
126	никогда не	2	4
127	как будто	1	4
128	и совершенно	2	4
129	когда в	1	4
130	в виду	2	4
131	согласиться с	1	4
132	образом мы	1	4
133	что и	8	4
134	у всех	1	4
135	только в	6	4
136	конечно не	1	4
137	не можем	1	4
138	при помощи	2	4
139	и даже	4	4
140	того что	3	4
141	и для	5	4
142	в свою	1	4
143	сказать что	2	4
144	ее в	2	4
145	в своих	1	4
146	должен быть	1	3
147	того же	1	3
148	едва ли	2	3
149	и этот	1	3
150	полагает что	1	3
151	и заставляет	1	3
152	совсем не	2	3
153	и к	4	3
154	но в	4	3
155	та же	2	3
156	из этих	3	3
157	не к	2	3
158	состоит в	2	3
159	могла бы	1	3
160	бы в	5	3
161	его в	3	3
162	и тем	2	3
163	ни в	2	3
164	в них	1	3
165	далеко не	1	3
166	в такой	2	3
167	место в	3	3
168	бы не	1	3
169	с теми	2	3
170	в то	5	3
171	в плане	2	3
172	в основе	5	3
173	именно это	1	3
174	как только	1	3
175	и о	2	3
176	и которые	1	3
177	каждого из	1	3
178	он был	2	3
179	и только	5	3
180	здесь не	4	3
181	тот же	1	3
182	был бы	1	3
183	не так	2	3
184	ее не	1	3
185	к ним	1	3
186	тем что	8	3
187	что не	4	3
188	то и	3	3
189	в речи	1	3
190	это только	1	3
191	в сборнике	1	3
192	но это	2	3
193	все это	3	3
194	возможных случаев	1	3
195	главным образом	3	3
196	к этому	4	3
197	как на	1	3
198	в таком	2	3
199	от этой	1	2
200	например в	3	2
201	на самом	3	2
202	по преимуществу	5	2
203	все те	1	2
204	и больше	1	2
205	поэзии и	1	2
206	той же	1	2
207	нам в	1	2
208	здесь с	2	2
209	совпадает с	2	2
210	на их	1	2
211	столь же	2	2
212	всего этого	5	2
213	что его	1	2
214	бы она	3	2
215	одним словом	4	2
216	но как	2	2
217	в общем	5	2
218	очевидно что	2	2
219	уже как	1	2
220	не просто	2	2
221	отнюдь не	8	2
222	в истории	6	2
223	материалом для	3	2
224	в одной	2	2
225	что именно	2	2
226	как к	3	2
227	более и	1	2
228	для поэтической	1	2
229	целый ряд	1	2
230	и наконец	4	2
231	со своей	2	2
232	на поэтическую	1	2
233	этот случай	1	2
234	он в	2	2
235	думать что	1	2
236	не могла	1	2
237	а вовсе	1	2
238	по самому	1	2
239	всех этих	3	2
240	этих авторов	2	2
241	и по	2	2
242	тем в	1	2
243	и может	3	2
244	не совпадает	1	2
245	он действительно	1	2
246	такой же	3	2
247	автора и	1	2
248	в эту	1	2
249	места в	1	2
250	и ее	6	2
251	превратилась в	1	2
252	должны были	2	2
253	но он	1	2
254	друг другу	1	2
255	но они	1	2
256	и более	2	2
257	ее так	1	2
258	их в	2	2
259	в этих	2	2
260	или если	1	2
261	все более	2	2
262	она могла	1	2
