N	2gram	Propp_Isto_4	Russkaja
1	не может	6	22
2	и не	9	19
3	в том	3	17
4	в этом	7	17
5	и в	26	14
6	то что	16	13
7	то же	8	11
8	точки зрения	1	11
9	таким образом	10	11
10	в то	1	10
11	но и	12	10
12	в себе	2	9
13	не только	15	9
14	том что	3	9
15	может быть	14	9
16	прежде всего	1	8
17	как на	1	8
18	и если	3	7
19	к богу	1	7
20	и с	5	7
21	в данном	3	7
22	к тому	1	7
23	о том	4	7
24	мы должны	5	7
25	ни к	1	7
26	к которой	1	6
27	если в	1	6
28	в своем	2	6
29	и к	1	6
30	с тем	2	6
31	в своих	1	6
32	и при	3	6
33	если бы	2	6
34	все это	2	6
35	что он	10	6
36	вопрос о	4	5
37	и на	2	5
38	между собой	1	5
39	во всех	1	5
40	на то	3	5
41	в нем	2	5
42	при этом	3	5
43	он не	7	5
44	он должен	3	5
45	было бы	2	5
46	в своей	4	5
47	никогда не	2	5
48	данного народа	1	5
49	потому что	6	5
50	и только	5	5
51	только в	3	5
52	хотя бы	2	5
53	конечно не	2	5
54	до сих	5	5
55	из которых	5	5
56	по существу	3	5
57	сих пор	5	5
58	а в	8	5
59	и то	6	4
60	но не	5	4
61	себе и	1	4
62	себя в	2	4
63	все же	9	4
64	не в	5	4
65	в этой	2	4
66	на земле	3	4
67	в совершенно	1	4
68	его в	9	4
69	как и	7	4
70	которой он	2	4
71	тогда когда	1	4
72	во всем	3	4
73	от того	2	4
74	не могут	2	4
75	приводит к	1	4
76	путь к	1	4
77	в его	5	4
78	так как	9	4
79	со стороны	1	4
80	вместе с	6	4
81	что же	1	4
82	как бы	3	4
83	в другое	1	4
84	жизни и	1	4
85	что в	14	4
86	к этой	3	4
87	все что	4	4
88	вряд ли	1	3
89	и т	27	3
90	так чтобы	1	3
91	и ни	1	3
92	еще не	6	3
93	он сам	1	3
94	из этих	3	3
95	что они	6	3
96	что это	2	3
97	главным образом	2	3
98	на том	2	3
99	был и	1	3
100	и по	5	3
101	в другом	5	3
102	лишь в	2	3
103	о которых	1	3
104	всех этих	1	3
105	но если	1	3
106	таким же	6	3
107	знаем что	7	3
108	том чтобы	1	3
109	одна из	2	3
110	связи с	3	3
111	то это	5	3
112	данном случае	3	3
113	собой и	1	3
114	надо признать	1	3
115	для этого	1	3
116	но мы	3	3
117	и во	2	3
118	что и	9	3
119	того что	2	3
120	одной из	1	3
121	в качестве	7	3
122	в большинстве	1	3
123	в виде	2	3
124	из них	2	3
125	друг друга	1	3
126	тем что	5	3
127	именно в	1	3
128	не было	1	3
129	этом случае	3	3
130	она может	1	3
131	или в	3	3
132	и как	5	3
133	не есть	2	3
134	говоря о	1	2
135	и есть	2	2
136	должна быть	2	2
137	видеть в	2	2
138	к чему	1	2
139	приводят к	1	2
140	но она	1	2
141	на себя	4	2
142	но даже	1	2
143	в ней	1	2
144	или от	2	2
145	тогда как	4	2
146	не просто	4	2
147	с этим	2	2
148	у народов	1	2
149	целый ряд	1	2
150	и наконец	1	2
151	но в	5	2
152	не можем	1	2
153	все эти	3	2
154	и тот	2	2
155	другом случае	2	2
156	и те	1	2
157	не к	2	2
158	и вот	2	2
159	так часто	1	2
160	мы уже	5	2
161	на этой	1	2
162	по себе	2	2
163	и тем	2	2
164	совершенно таким	1	2
165	же образом	1	2
166	одному из	1	2
167	этого не	2	2
168	и тогда	1	2
169	в этих	7	2
170	во время	7	2
171	в котором	1	2
172	в силу	5	2
173	друг другу	1	2
174	и более	3	2
175	их в	7	2
176	бы нас	1	2
177	тому что	1	2
178	она не	3	2
179	в таких	2	2
180	для нас	3	2
181	у него	5	2
182	чтобы их	1	2
183	людей и	1	2
184	и является	1	2
185	на которой	2	2
186	как будто	1	2
187	в области	2	2
188	к себе	3	2
189	указывает на	4	2
190	которых каждый	1	2
191	во главе	1	2
192	за то	1	2
193	ясно что	1	2
194	в борьбе	1	2
195	это только	1	2
196	и что	5	2
197	от него	2	2
198	к нему	6	2
199	это в	1	2
200	переносится на	1	2
201	быть и	1	2
202	что только	1	2
203	этот вопрос	2	2
204	даже если	1	2
205	их не	2	2
206	так что	2	2
207	уже не	5	2
208	только на	1	2
209	в начале	1	2
210	его и	2	2
211	представить себе	1	2
212	ни в	2	2
213	мы можем	6	2
214	только с	2	2
215	к той	1	2
216	и вместе	1	2
217	в других	2	2
218	даже и	2	2
219	и даже	4	2
220	у многих	3	2
221	а с	1	2
222	в некоторых	5	2
223	у других	1	2
224	зависит от	1	2
225	а не	6	2
226	большинстве случаев	1	2
227	на эту	1	2
228	в частности	2	2
229	так же	18	2
230	есть и	2	2
231	но это	3	2
232	от нас	1	2
233	но для	2	2
234	в результате	1	2
235	с ним	1	2
236	не играет	1	2
237	на это	2	2
238	пути к	1	2
239	тем самым	1	2
240	точно так	5	2
241	и действительно	3	1
242	согласно этому	1	1
243	он может	2	1
244	силы и	1	1
245	тех же	2	1
246	к своей	3	1
247	это и	5	1
248	что дает	1	1
249	показать что	1	1
250	не хочет	2	1
251	что эти	1	1
252	к созданию	1	1
253	в зависимости	1	1
254	и за	2	1
255	их и	1	1
256	есть не	1	1
257	на тех	1	1
258	мы не	1	1
259	же как	13	1
260	не была	1	1
261	он как	1	1
262	они были	1	1
263	обоими видами	1	1
264	себе что	1	1
265	когда речь	1	1
266	он был	1	1
267	на них	1	1
268	исключительно только	1	1
269	при жизни	2	1
270	к этому	5	1
271	они имеют	2	1
272	но как	1	1
273	а только	1	1
274	только тогда	3	1
275	должны были	1	1
276	очевидно что	1	1
277	из таких	2	1
278	которые не	1	1
279	в истории	2	1
280	в одной	3	1
281	перед нами	3	1
282	когда он	6	1
283	что по	1	1
284	мы подойдем	1	1
285	имеет в	1	1
286	еще на	1	1
287	нее он	1	1
288	привести к	1	1
289	свою родину	1	1
290	у одних	1	1
291	что так	1	1
292	быть как	1	1
293	то и	1	1
294	им в	1	1
295	образом при	1	1
296	которых ничего	1	1
297	в жертву	1	1
298	но на	1	1
299	или другая	1	1
300	он всегда	3	1
301	вообще не	1	1
302	на его	3	1
303	не могла	1	1
304	не следует	1	1
305	силу и	1	1
306	этому у	1	1
307	выражается в	1	1
308	тем не	2	1
309	от которого	2	1
310	же это	2	1
311	есть та	1	1
312	прочим и	1	1
313	никому не	1	1
314	так например	2	1
315	но все	5	1
316	такого же	2	1
317	в одну	2	1
318	здесь мы	2	1
319	об этой	1	1
320	об этом	7	1
321	и второй	1	1
322	а по	4	1
323	себя не	1	1
324	на каком	1	1
325	чтобы он	2	1
326	это не	5	1
327	и мы	1	1
328	уже знаем	1	1
329	то все	1	1
330	часто это	2	1
331	чаще всего	1	1
332	ею как	1	1
333	этого слова	2	1
334	она и	1	1
335	со своими	1	1
336	не всегда	6	1
337	для чего	1	1
338	еще одну	1	1
339	на одну	1	1
340	без этой	1	1
341	иначе говоря	1	1
342	такой же	1	1
343	в царстве	1	1
344	бы на	1	1
345	от своего	3	1
346	древних греков	1	1
347	внутренняя связь	1	1
348	просто в	1	1
349	наиболее полное	1	1
350	на свою	1	1
351	представление о	1	1
352	в которых	4	1
353	он весь	1	1
354	когда эти	1	1
355	для которых	1	1
356	и эти	1	1
357	вовсе не	4	1
358	даже в	4	1
359	все три	1	1
360	ему как	2	1
361	не менее	2	1
362	случае совершенно	1	1
363	что эта	3	1
364	является культура	1	1
365	и другое	1	1
366	или другие	2	1
367	ее с	1	1
368	на него	3	1
369	не по	2	1
370	в основе	1	1
371	чтобы стать	1	1
372	это же	2	1
373	найти в	1	1
374	не всякий	1	1
375	преимущественно в	1	1
376	именно с	1	1
377	и весь	1	1
378	явление в	1	1
379	к ней	1	1
380	более что	1	1
381	особое значение	1	1
382	дать человеку	1	1
383	доказать что	1	1
384	что на	2	1
385	или иных	1	1
386	однако это	1	1
387	вот в	1	1
388	если у	1	1
389	являются уже	1	1
390	есть только	3	1
391	могут быть	6	1
392	человека в	1	1
393	же самое	2	1
394	должны быть	1	1
395	себе черты	1	1
396	что при	1	1
397	чудо и	1	1
398	и это	1	1
399	как мы	5	1
400	с ее	1	1
401	как не	1	1
402	на нем	5	1
403	только при	1	1
404	не могло	2	1
405	совершенно ясно	2	1
406	быстро и	1	1
407	идет не	1	1
408	это для	3	1
409	в индии	1	1
410	роль в	1	1
411	на шее	1	1
412	врагом и	1	1
413	что у	3	1
414	так и	10	1
415	не за	1	1
416	те же	3	1
417	собой в	2	1
418	мог бы	1	1
419	цели мы	1	1
420	самых различных	1	1
421	по сравнению	3	1
422	в эпоху	1	1
423	иное как	3	1
424	стороны их	1	1
425	то они	1	1
426	одного из	1	1
427	себе элементы	1	1
428	можно сказать	1	1
429	там в	1	1
430	в различных	1	1
431	с другой	4	1
432	в какой-нибудь	1	1
433	которые и	1	1
434	если с	1	1
435	совершенно как	1	1
436	от них	2	1
437	помощи которых	1	1
438	переходит в	3	1
439	когда оно	1	1
440	представления о	3	1
441	в русском	1	1
442	в лице	2	1
443	существует теснейшая	1	1
