N	2gram	Losev_Prob_2	Literetu
1	а не	10	20
2	и в	35	19
3	может быть	18	17
4	то же	5	12
5	и не	37	11
6	как и	5	10
7	в том	12	10
8	но и	16	10
9	в этом	17	9
10	в то	6	9
11	не может	13	9
12	такого рода	15	9
13	не только	24	8
14	и даже	11	8
15	с другой	6	8
16	слова и	4	7
17	том что	19	7
18	так и	7	7
19	с одной	5	7
20	то что	38	7
21	и на	5	6
22	в себе	5	6
23	при этом	3	6
24	не менее	13	6
25	одной стороны	5	6
26	я не	1	5
27	столь же	1	5
28	но не	4	5
29	он не	2	5
30	одна из	3	5
31	в качестве	2	5
32	для всех	2	5
33	у нас	18	5
34	то есть	39	5
35	того что	12	5
36	вместе с	2	5
37	в сфере	1	4
38	но тем	1	4
39	мы не	7	4
40	так что	11	4
41	отнюдь не	5	4
42	в рамках	1	4
43	едва ли	9	4
44	точки зрения	2	4
45	не в	2	4
46	даже в	2	4
47	в области	6	4
48	в ней	2	4
49	еще в	2	4
50	в его	7	4
51	один из	3	4
52	каждый из	2	4
53	тем что	4	4
54	прежде всего	11	4
55	в частности	5	4
56	другой стороны	5	4
57	что в	11	4
58	речь идет	2	3
59	одним из	1	3
60	и то	10	3
61	тем же	1	3
62	во всех	2	3
63	в этой	9	3
64	то и	4	3
65	в нем	1	3
66	всех своих	1	3
67	в глазах	1	3
68	перестает быть	3	3
69	такой же	1	3
70	в их	3	3
71	тем самым	7	3
72	никогда не	1	3
73	ничего не	10	3
74	и его	1	3
75	этот путь	1	3
76	данном случае	5	3
77	и с	10	3
78	в другом	1	3
79	но с	1	3
80	а в	4	3
81	так как	7	3
82	себе и	2	3
83	этом отношении	1	3
84	и др	2	3
85	со стороны	1	3
86	не знали	1	3
87	в данном	10	3
88	а именно	6	3
89	мыслится как	1	3
90	но это	6	3
91	и для	6	3
92	и как	4	3
93	что он	4	3
94	как на	2	3
95	ту же	1	2
96	и т	6	2
97	же как	1	2
98	и до	1	2
99	той же	2	2
100	это прежде	1	2
101	что нам	1	2
102	на себя	1	2
103	с ее	1	2
104	слово не	1	2
105	к своему	1	2
106	но как	6	2
107	если в	1	2
108	есть по	2	2
109	в истории	3	2
110	все же	8	2
111	как уже	1	2
112	и наконец	3	2
113	и к	3	2
114	но в	6	2
115	то в	1	2
116	в целом	3	2
117	представляет собой	2	2
118	в нашем	3	2
119	о которой	1	2
120	и сам	2	2
121	свое время	1	2
122	подобно тому	2	2
123	на этом	1	2
124	в каждом	1	2
125	но уже	5	2
126	в них	2	2
127	все равно	3	2
128	с тем	3	2
129	и еще	1	2
130	как бы	4	2
131	в такой	2	2
132	и без	5	2
133	мысли и	2	2
134	по преимуществу	2	2
135	что было	1	2
136	тем не	12	2
137	по крайней	6	2
138	не раз	1	2
139	из нас	1	2
140	в основе	3	2
141	но только	4	2
142	не вполне	4	2
143	уже о	4	2
144	даже и	18	2
145	все еще	4	2
146	для того	3	2
147	для себя	9	2
148	в виду	8	2
149	говоря уже	4	2
150	то как	1	2
151	еще не	10	2
152	для этого	3	2
153	о том	18	2
154	и что	13	2
155	для нас	9	2
156	а также	2	2
157	и только	4	2
158	крайней мере	6	2
159	в него	2	2
160	было бы	8	2
161	и одновременно	1	2
162	тот же	4	2
163	одной из	1	2
164	в какой	1	2
165	друг друга	1	2
166	потому что	13	2
167	уже не	8	2
168	уже в	3	2
169	с другим	1	2
170	ни было	1	2
171	свидетельствует о	2	2
172	был бы	6	2
173	не так	2	2
174	ведь это	2	2
175	в одном	1	2
176	в конце	7	2
177	что и	2	2
178	вовсе не	37	2
179	как раз	8	2
180	ведь мы	2	2
181	себя и	1	2
182	что не	5	2
183	не было	3	2
184	до конца	1	2
185	мира в	1	2
186	как это	1	2
187	и каждый	1	2
188	из которых	2	2
189	а если	1	2
190	тому как	3	2
191	на свете	4	2
192	этом случае	7	2
193	и нет	1	2
194	не является	7	2
195	в результате	4	2
196	хотя бы	12	2
197	с ним	1	2
198	же в	1	2
199	не говоря	4	2
200	из тех	1	2
201	не знает	3	2
202	в свое	1	2
203	к этой	1	2
204	разговоре с	1	2
205	в своих	3	2
206	все что	3	2
207	том числе	2	2
208	отношения к	1	1
209	в движение	1	1
210	многих отношениях	1	1
211	является принципом	1	1
212	это и	3	1
213	что слово	3	1
214	здесь и	1	1
215	от самого	2	1
216	отношения между	1	1
217	нас на	2	1
218	должна быть	1	1
219	из трех	2	1
220	обойтись без	3	1
221	мы имеем	1	1
222	и само	2	1
223	это совершенно	2	1
224	как мы	5	1
225	исследования в	2	1
226	а для	1	1
227	но даже	3	1
228	ему в	1	1
229	нам о	1	1
230	к общему	1	1
231	и отражения	1	1
232	оказывается что	3	1
233	понятия в	1	1
234	он был	1	1
235	он сам	3	1
236	бы то	2	1
237	его так	1	1
238	самом деле	4	1
239	самих себя	1	1
240	то он	1	1
241	автора но	1	1
242	и будет	1	1
243	и свои	2	1
244	своей единственной	1	1
245	относится к	6	1
246	которые не	2	1
247	смысл этот	1	1
248	и вовсе	6	1
249	общего с	2	1
250	как в	1	1
251	стороны и	4	1
252	есть в	4	1
253	как нам	2	1
254	это тоже	3	1
255	и своего	1	1
256	в действительности	2	1
257	и свою	2	1
258	от этого	1	1
259	и хотя	2	1
260	для которого	1	1
261	в самом	5	1
262	и конечно	2	1
263	работников в	1	1
264	в литературном	1	1
265	что это	1	1
266	все эти	7	1
267	во многих	2	1
268	в известном	1	1
269	человек то	1	1
270	и те	1	1
271	на то	6	1
272	в случае	3	1
273	корнями в	1	1
274	с чем	1	1
275	не следует	1	1
276	порядка в	1	1
277	а скорее	2	1
278	но именно	4	1
279	одно что	1	1
280	конце концов	7	1
281	всех этих	4	1
282	с нашим	2	1
283	же это	5	1
284	никак не	11	1
285	на земле	1	1
286	что ни	1	1
287	и по	3	1
288	обстоит дело	1	1
289	таким образом	4	1
290	здесь мы	3	1
291	то ни	3	1
292	что такой	1	1
293	только не	3	1
294	в глубине	1	1
295	необходимой для	1	1
296	входя в	1	1
297	с другими	5	1
298	это не	1	1
299	он есть	1	1
300	должен был	1	1
301	реальности и	1	1
302	понятий в	2	1
303	она и	2	1
304	далеко не	4	1
305	в слове	3	1
306	х гг	1	1
307	между собою	4	1
308	его носителя	1	1
309	от языка	1	1
310	в этих	4	1
311	пока не	3	1
312	место в	1	1
313	собой все	2	1
314	что до	2	1
315	до последнего	1	1
316	от его	2	1
317	является в	2	1
318	сам же	1	1
319	но эта	3	1
320	для многих	1	1
321	не привносит	1	1
322	далека от	1	1
323	их в	4	1
324	как от	1	1
325	вещей и	1	1
326	вся земля	1	1
327	тому что	3	1
328	что есть	1	1
329	в отношении	4	1
330	различие здесь	1	1
331	но они	1	1
332	только здесь	1	1
333	например не	1	1
334	не имеет	7	1
335	не берет	1	1
336	и вместо	1	1
337	и притом	3	1
338	я буду	1	1
339	и всегда	1	1
340	казалось бы	7	1
341	этих двух	1	1
342	по своей	1	1
343	на себе	1	1
344	есть не	6	1
345	и теперь	1	1
346	со своим	1	1
347	связи с	5	1
348	мы и	6	1
349	что на	4	1
350	за ними	1	1
351	а мы	1	1
352	однако это	2	1
353	есть у	1	1
354	свое собственное	1	1
355	не станет	1	1
356	не могут	4	1
357	и вполне	4	1
358	же самое	6	1
359	числе и	2	1
360	к тому	3	1
361	случае как	1	1
362	констатировать в	1	1
363	ничего общего	3	1
364	своим языком	1	1
365	и о	4	1
366	более не	2	1
367	но по	1	1
368	того чтобы	2	1
369	на нем	2	1
370	здесь не	2	1
371	некоторые другие	1	1
372	самим собою	1	1
373	в собственном	1	1
374	мысль о	2	1
375	только то	3	1
376	в пределах	1	1
377	пока мы	1	1
378	и находится	1	1
379	на том	3	1
380	и когда	1	1
381	что может	2	1
382	можно было	5	1
383	на нее	1	1
384	каждого из	1	1
385	отождествляется с	2	1
386	мы в	3	1
387	основана на	2	1
388	поэтому в	1	1
389	эту теорию	1	1
390	аксиома не	1	1
391	в таком	11	1
392	находится в	1	1
393	и вещи	2	1
394	общения в	1	1
395	сводится к	2	1
396	с полным	1	1
397	вот почему	1	1
398	нашем случае	1	1
399	но мы	3	1
400	одного из	1	1
401	на что	1	1
402	можно сказать	6	1
403	как форма	1	1
404	времени в	1	1
405	те или	7	1
406	однако с	1	1
407	переходит в	1	1
408	и хорошо	1	1
409	бы в	3	1
410	чем и	1	1
411	в ту	1	1
412	еще только	1	1
413	в слово	1	1
414	и мы	2	1
415	в литературе	1	1
416	все на	3	1
417	же можно	1	1
418	тех пор	4	1
419	и мыслить	1	1
420	отношений есть	1	1
421	отражения в	1	1
422	такого чего	1	1
423	но зато	2	1
424	дело с	1	1
425	кстати сказать	1	1
426	которое мы	1	1
427	здесь о	2	1
428	но то	1	1
429	человека с	1	1
430	не можем	4	1
431	вопроса о	1	1
432	только на	9	1
433	тем чтобы	1	1
434	не все	4	1
435	вообще может	1	1
436	от других	1	1
437	а то	1	1
438	только ему	1	1
439	мышления и	2	1
440	ни с	2	1
441	ее отражения	1	1
442	себе в	2	1
443	слова в	1	1
444	нас только	1	1
445	в пространстве	1	1
446	не для	1	1
447	во всей	1	1
448	до тех	4	1
449	нет и	3	1
450	или иной	5	1
451	мы это	2	1
452	не просто	11	1
453	нашему мнению	1	1
454	именно в	1	1
455	и прежде	2	1
456	когда по	1	1
457	проявляющееся в	1	1
458	как же	4	1
459	еще и	5	1
460	а с	1	1
461	из таких	1	1
462	не совпадающих	1	1
463	говорит о	1	1
464	только по	2	1
465	языка в	3	1
466	однако и	1	1
467	все время	1	1
468	другим а	1	1
469	подобного рода	4	1
470	а так	1	1
471	что мы	14	1
472	которой он	4	1
473	для этой	1	1
474	по нашему	1	1
475	имея в	2	1
476	все более	1	1
