N	3gram	Propp_Russ_2	Dialekti
1	и т д	5	15
2	в том что	18	9
3	что иное как	2	8
4	не что иное	2	8
5	не может быть	3	6
6	для того чтобы	6	5
7	это и есть	1	4
8	подобно тому как	3	4
9	только тогда когда	3	4
10	и в этом	1	3
11	на то что	1	3
12	т е не	1	2
13	того или другого	1	2
14	о том как	1	2
15	т е что	1	2
16	мы не имеем	1	2
17	т е в	5	2
18	ничего общего не	1	2
19	иметь в виду	1	2
20	в свою очередь	1	2
21	тем не менее	2	2
22	в течение всего	1	2
23	не может не	1	1
24	т е на	1	1
25	дело в том	1	1
26	же как и	2	1
27	самом же деле	2	1
28	может быть только	2	1
29	и то и	1	1
30	и что с	1	1
31	не входит в	1	1
32	в этот день	10	1
33	в отличие от	3	1
34	можно сказать что	1	1
35	на самом же	2	1
36	так чтобы они	1	1
37	до некоторой степени	1	1
38	однако все эти	1	1
39	в своем исследовании	1	1
40	можно найти в	1	1
41	в это время	1	1
42	в данном случае	6	1
43	что с ними	1	1
44	того как все	1	1
45	это время не	1	1
46	в природе и	1	1
47	как и вообще	1	1
48	а именно с	1	1
49	в виду что	1	1
50	обряд и что	1	1
51	а вместе с	1	1
52	том что они	1	1
53	в этом случае	6	1
54	о том что	4	1
55	не имеет с	1	1
56	вопрос о том	1	1
57	и если она	1	1
58	с другой стороны	1	1
59	совершенно очевидно что	1	1
60	ни одна из	1	1
61	после того как	2	1
62	кроме того в	2	1
63	но это не	1	1
64	его уже не	1	1
65	т е как	1	1
66	а именно в	2	1
67	общего не имеет	1	1
68	из того что	1	1
