N	3gram	Vygotskiy__1	Myshleni
1	для того чтобы	5	14
2	в том что	9	11
3	с точки зрения	2	9
4	так же как	4	7
5	в известном смысле	1	7
6	потому что он	2	5
7	по сравнению с	1	5
8	в этом отношении	2	5
9	заключается в том	6	5
10	с самого начала	1	5
11	можно сказать что	1	5
12	не в состоянии	3	4
13	подобно тому как	5	4
14	то же самое	2	4
15	к тому чтобы	3	4
16	в сущности говоря	3	4
17	с этой точки	4	4
18	то время как	5	4
19	этой точки зрения	5	4
20	в то время	5	4
21	о том что	7	4
22	сама по себе	2	4
23	и того же	1	3
24	такой же мере	1	3
25	состоит в том	2	3
26	не то что	1	3
27	вместо того чтобы	1	3
28	до сих пор	3	3
29	с одной стороны	5	3
30	и тот же	1	3
31	так как это	1	3
32	в процессе развития	1	3
33	в такой же	1	3
34	в свою очередь	1	3
35	мере в какой	1	3
36	не может быть	8	3
37	один и тот	1	3
38	на вопрос о	1	3
39	исследование показывает что	1	3
40	не только не	3	3
41	одного и того	1	3
42	вопрос о том	1	3
43	той мере в	1	3
44	в той мере	1	3
45	и тому же	1	2
46	потому что в	1	2
47	в самом деле	7	2
48	том что он	1	2
49	в зависимости от	5	2
50	по самой своей	1	2
51	в отличие от	3	2
52	что только в	1	2
53	и то что	1	2
54	в одинаковой мере	2	2
55	что сказать что	1	2
56	вместе с тем	2	2
57	и в частности	1	2
58	так как она	1	2
59	лежит в основе	1	2
60	не до конца	1	2
61	эта точка зрения	1	2
62	то что он	1	2
63	приводит нас к	1	2
64	тем или иным	2	2
65	с другой стороны	5	2
66	не иначе как	1	2
67	от того что	2	2
68	само по себе	5	2
69	включает в себя	1	2
70	к одному и	1	2
71	именно потому что	1	2
72	самой своей природе	1	2
73	мы видим что	2	2
74	одному и тому	1	2
75	и в области	1	2
76	что иное как	1	1
77	не может не	1	1
78	этот закон и	1	1
79	что в этом	3	1
80	принадлежит к числу	1	1
81	только из неудач	1	1
82	мы должны будем	1	1
83	совершенно очевидно что	2	1
84	сказать что в	3	1
85	в прямом смысле	1	1
86	более или менее	2	1
87	равно что сказать	1	1
88	на самом деле	2	1
89	во всем ее	1	1
90	в этом смысле	2	1
91	в том числе	1	1
92	никак не может	2	1
93	те же самые	1	1
94	в том же	1	1
95	может быть совершенно	2	1
96	одной стороны и	1	1
97	же как и	1	1
98	к тем же	1	1
99	принять во внимание	1	1
100	как например в	1	1
101	если так то	1	1
102	только в том	3	1
103	между обоими этими	1	1
104	что он должен	1	1
105	должна быть взята	1	1
106	к этому что	1	1
107	независимо от того	1	1
108	а не наоборот	1	1
109	в собственном смысле	3	1
110	время как для	1	1
111	том числе и	1	1
112	совершенно так же	1	1
113	со всеми остальными	2	1
114	в направлении к	1	1
115	что он доказал	1	1
116	точка зрения была	1	1
117	и наиболее распространенная	1	1
118	то что обычно	1	1
119	бы сказать что	1	1
120	и той же	3	1
121	обоих этих моментов	1	1
122	к жизни и	1	1
123	именно то что	1	1
124	одно и то	1	1
125	эту точку зрения	1	1
126	о чем идет	1	1
127	если же мы	1	1
128	в применении к	2	1
129	если мы хотим	1	1
130	в которой он	1	1
131	чтобы понять что	1	1
132	при анализе психологии	1	1
133	все равно что	1	1
134	есть в сущности	2	1
135	не что иное	1	1
136	в этой области	1	1
137	форм и явлений	1	1
138	того что он	1	1
139	в первом случае	1	1
140	могут быть названы	1	1
141	можно легко показать	1	1
142	него могут быть	2	1
143	смысле этого слова	2	1
144	в себя и	1	1
145	потому что оно	1	1
146	и то же	1	1
147	тот и другой	1	1
148	таким образом как	1	1
149	психологической точки зрения	4	1
150	не могут быть	1	1
151	в какой степени	1	1
152	исходя из этого	1	1
153	благодаря тому что	2	1
154	необходимо включает в	1	1
155	отношение к другим	1	1
156	и каждое из	1	1
157	одни и те	1	1
158	прибавим к этому	1	1
159	в связи с	1	1
160	но вместе с	1	1
161	мы никогда не	4	1
162	следует представить себе	1	1
163	самой психологической природе	1	1
164	что вместе с	1	1
165	том чтобы понять	1	1
166	друг к другу	1	1
167	собственном смысле слова	2	1
168	во всяком случае	6	1
169	привлечь для объяснения	1	1
170	мысли так точно	1	1
171	так и в	2	1
172	которая существует между	1	1
173	в полной мере	1	1
174	не могут иметь	1	1
175	к этому вопросу	1	1
176	тем не менее	2	1
177	образом мы видим	1	1
178	и во всяком	1	1
179	не было бы	2	1
180	по себе мысль	1	1
181	в тех случаях	1	1
182	и таким образом	2	1
183	надо сказать что	3	1
184	ни в каком	1	1
185	один шаг в	1	1
186	такое же значение	1	1
187	сущности говоря это	1	1
188	развитием языка и	1	1
189	того чтобы выяснить	1	1
190	что в сущности	1	1
191	мы не можем	2	1
192	так же точно	3	1
193	в котором она	1	1
194	таким образом мы	1	1
195	в том чтобы	7	1
196	и вместе с	1	1
197	это и не	1	1
198	и в известном	1	1
199	и что следовательно	2	1
200	результате этого исследования	1	1
201	к выводу что	1	1
202	необходимо принять что	1	1
203	и те же	1	1
204	по самой психологической	1	1
205	при таком понимании	1	1
206	в готовом виде	1	1
207	в вопросе о	1	1
208	у него могут	2	1
209	одной и той	3	1
210	в большей мере	1	1
211	показывает что в	2	1
212	в результате этого	1	1
213	более простое и	1	1
214	чем идет речь	1	1
215	тех или иных	2	1
216	чтобы иметь возможность	1	1
217	слов в этом	1	1
218	что в этой	1	1
219	при этом она	1	1
220	и в процессе	1	1
