N	2gram	Trubetskoy_1	RusskieA
1	и в	23	29
2	том что	19	22
3	в том	30	22
4	что в	8	22
5	как бы	10	18
6	состоит в	1	15
7	в других	1	15
8	и другие	1	14
9	так как	7	13
10	может быть	16	13
11	в этом	12	11
12	как и	9	11
13	одна из	2	11
14	в этот	1	10
15	не только	7	10
16	и с	5	10
17	все это	11	10
18	во многих	1	9
19	а на	1	9
20	о том	7	9
21	а в	3	9
22	с в	3	8
23	его в	5	8
24	а а	1	8
25	но и	9	8
26	ее в	1	8
27	как в	1	7
28	данном случае	3	7
29	мы видели	2	7
30	мы не	1	6
31	еще не	5	6
32	и на	6	6
33	при этом	9	6
34	таким образом	31	6
35	того чтобы	8	6
36	на нее	2	6
37	для нас	3	6
38	для того	8	6
39	с тем	2	6
40	вместе с	6	6
41	в данном	3	6
42	этом случае	4	6
43	должна была	1	5
44	но не	2	5
45	но в	4	5
46	на земле	3	5
47	это не	3	5
48	не может	17	5
49	представление о	3	5
50	потому что	9	5
51	для этого	7	5
52	и что	8	5
53	будто бы	1	5
54	к жизни	1	5
55	то что	18	5
56	с ней	1	5
57	к этому	5	5
58	же как	3	4
59	то же	4	4
60	вопрос о	3	4
61	видели что	1	4
62	что по	3	4
63	уже не	1	4
64	это представление	3	4
65	их в	2	4
66	том же	4	4
67	а затем	2	4
68	в них	2	4
69	далеко не	5	4
70	а за	1	4
71	в которых	2	4
72	не в	8	4
73	тогда когда	3	4
74	у нас	3	4
75	как объяснить	1	4
76	к нему	2	4
77	так что	5	4
78	то и	2	4
79	в виде	4	4
80	из них	5	4
81	именно в	5	4
82	а не	1	4
83	так же	8	4
84	по существу	6	4
85	и все	7	4
86	в таком	4	4
87	только тогда	2	3
88	что это	5	3
89	все эти	19	3
90	в этой	6	3
91	что она	1	3
92	главным образом	1	3
93	и по	3	3
94	на этом	2	3
95	в народе	4	3
96	и других	2	3
97	с другими	1	3
98	на первый	2	3
99	в эту	2	3
100	в этих	3	3
101	в котором	2	3
102	выше мы	4	3
103	она не	2	3
104	не имеет	1	3
105	и другой	1	3
106	как мы	2	3
107	что от	1	3
108	во всех	10	3
109	а именно	1	3
110	того что	6	3
111	между тем	12	3
112	в качестве	1	3
113	за ним	1	3
114	друг друга	2	3
115	отличие от	3	3
116	связаны с	1	3
117	тем что	1	3
118	что для	4	3
119	а наоборот	3	3
120	до конца	1	3
121	или с	1	3
122	для этой	1	3
123	и там	1	3
124	и от	5	3
125	было бы	3	3
126	но если	2	3
