N	2gram	Bakhtin_Fr_2	Psycholo
1	и в	49	38
2	то что	6	35
3	в том	3	25
4	в самом	3	25
5	самом деле	1	21
6	что в	2	20
7	может быть	5	19
8	на то	2	16
9	точки зрения	6	16
10	в ней	2	15
11	то есть	32	15
12	том что	4	14
13	если бы	1	14
14	как бы	11	14
15	потому что	1	14
16	в этом	15	13
17	в этой	10	13
18	не только	17	12
19	таким образом	7	12
20	было бы	3	12
21	не в	1	12
22	мы видим	1	12
23	что он	3	11
24	то же	7	10
25	в сущности	8	10
26	и не	15	10
27	и все	3	10
28	о которых	1	9
29	с точки	5	9
30	того чтобы	2	9
31	и то	1	8
32	все же	7	8
33	и как	1	8
34	с тем	1	8
35	как и	11	8
36	в одном	3	8
37	и это	3	8
38	так что	1	8
39	вовсе не	10	8
40	как раз	1	8
41	для того	1	8
42	перед нами	1	8
43	для нас	1	8
44	мы уже	6	7
45	с другой	4	7
46	мы можем	2	7
47	не может	7	7
48	как мы	7	7
49	в ее	3	7
50	а не	1	7
51	а в	4	7
52	и на	17	6
53	к чему	1	6
54	он не	1	6
55	мы видели	3	6
56	в котором	1	6
57	она не	1	6
58	и его	17	6
59	с и	1	6
60	к тому	1	6
61	указывает на	1	6
62	с самого	1	6
63	ясно что	1	6
64	и здесь	1	6
65	о том	3	6
66	один из	7	6
67	с одной	3	6
68	из них	3	6
69	так как	6	6
70	до сих	4	6
71	там где	4	6
72	должна быть	1	5
73	я не	1	5
74	время в	1	5
75	в своем	5	5
76	в которой	1	5
77	так сказать	1	5
78	на этом	1	5
79	в другом	2	5
80	несмотря на	3	5
81	в своей	5	5
82	и когда	1	5
83	в его	18	5
84	в какой	1	5
85	но и	13	5
86	одной стороны	3	5
87	вместе с	2	5
88	сих пор	4	5
89	другой стороны	3	5
90	совершенно не	2	5
91	что эти	1	4
92	которую мы	1	4
93	во всех	6	4
94	что они	2	4
95	как в	1	4
96	в целом	1	4
97	все эти	7	4
98	в тех	2	4
99	раз в	3	4
100	в себе	4	4
101	в нем	9	4
102	при этом	5	4
103	здесь мы	1	4
104	она была	4	4
105	смысл и	2	4
106	не мог	1	4
107	но если	1	4
