N	3gram	Ircho_Kome_2	Narrotol
1	в том что	5	8
2	с одной стороны	2	7
3	о том что	4	6
4	по отношению к	3	6
5	в том числе	3	6
6	в отличие от	2	5
7	не может быть	1	5
8	том числе и	1	4
9	к тому же	10	4
10	с другой стороны	1	4
11	той или иной	1	4
12	но все же	1	4
13	на себя внимание	5	3
14	бы то ни	2	3
15	как будто он	1	3
16	обращает на себя	5	3
17	то ни было	2	3
18	тем не менее	1	3
19	то же время	3	3
20	в свою очередь	1	3
21	в то же	3	3
22	мы имеем дело	1	2
23	более или менее	1	2
24	так и не	1	2
25	с точки зрения	1	2
26	можно было бы	2	2
27	точно так же	1	2
28	в первом случае	1	2
29	не только в	1	2
30	в связи с	3	2
31	того или иного	1	2
32	речь идет о	2	2
33	так или иначе	3	2
34	не в состоянии	1	1
35	только потому что	2	1
36	и столь же	3	1
37	прежде всего они	1	1
38	одной из этих	1	1
39	в самом деле	1	1
40	в этом смысле	2	1
41	этих двух наиболее	1	1
42	в том же	1	1
43	что у нее	1	1
44	до сих пор	2	1
45	исходя из опыта	1	1
46	и в то	1	1
47	может быть сформулирована	1	1
48	в первую очередь	3	1
49	независимо от того	2	1
50	том что именно	1	1
51	на фоне которых	1	1
52	как это было	1	1
53	в последние десятилетия	3	1
54	из них в	1	1
55	а то и	1	1
56	тому же в	3	1
57	себя внимание что	1	1
58	почти полное забвение	1	1
59	до нас в	1	1
60	имеем дело с	1	1
61	всю свою жизнь	1	1
62	то что он	2	1
63	в нем не	2	1
64	так и для	1	1
65	чего нельзя сказать	1	1
66	мере в какой	1	1
67	нельзя сказать о	1	1
68	имело место в	1	1
69	но уже в	1	1
70	не имеет значения	1	1
71	так и в	1	1
72	какую бы то	1	1
73	само по себе	1	1
74	на протяжении всего	1	1
75	не в его	1	1
76	лет тому назад	1	1
77	друг от друга	1	1
78	тем более что	1	1
79	с другом и	1	1
80	друг с другом	2	1
81	в соответствии с	1	1
82	в столь же	1	1
83	как мы видели	1	1
