N	2gram	Propp_Isto_7	StatiiOP
1	и в	24	44
2	в том	7	36
3	и т	17	30
4	что в	13	30
5	том что	10	29
6	в этом	12	21
7	т д	16	21
8	вовсе не	4	19
9	не только	21	18
10	то что	7	18
11	было бы	2	17
12	о том	9	17
13	а в	10	17
14	а не	8	16
15	и не	4	16
16	может быть	14	15
17	т е	16	15
18	в данном	4	14
19	как в	12	13
20	можно было	1	13
21	не в	9	12
22	самом деле	1	11
23	в этой	1	11
24	точки зрения	4	11
25	но в	5	10
26	ясно что	1	10
27	для того	1	10
28	что он	21	10
29	только в	6	10
30	но и	11	10
31	как и	6	9
32	в то	2	9
33	так и	5	9
34	во второй	1	9
35	если бы	1	9
36	того что	6	9
37	в его	1	9
38	т п	1	9
39	с другой	9	9
40	например в	3	8
41	во всех	7	8
42	все же	9	8
43	это не	10	8
44	из них	2	8
45	с точки	1	8
46	и его	3	8
47	не может	14	8
48	я не	1	7
49	что они	3	7
50	в самом	2	7
51	так например	2	7
52	таким образом	7	7
53	другой стороны	8	7
54	для нас	6	7
55	до сих	2	7
56	прежде всего	2	7
57	сих пор	3	7
58	сказать что	2	7
59	со стороны	2	6
60	из этих	3	6
61	в своей	1	6
62	потому что	9	6
63	данном случае	3	6
64	что и	8	6
65	так что	3	6
66	именно в	1	6
67	дело в	1	6
68	что же	1	6
69	но это	3	6
70	хотя бы	1	6
71	и то	1	5
72	то же	8	5
73	в целом	1	5
74	все эти	2	5
75	в нем	6	5
76	и по	3	5
77	такой же	1	5
78	в котором	2	5
79	в которых	1	5
80	не менее	5	5
81	вплоть до	2	5
82	никогда не	4	5
83	так как	8	5
84	тем что	6	5
85	и даже	3	5
86	там где	5	5
87	что мы	3	5
88	все это	8	5
89	жизни и	1	5
90	так же	6	5
91	как это	2	4
92	в которой	2	4
93	вопрос о	3	4
94	что это	6	4
95	на то	3	4
96	что она	5	4
97	но все	4	4
98	но если	1	4
99	том как	1	4
100	случае в	1	4
101	представление о	3	4
102	можно ли	1	4
103	дело не	5	4
104	не имеет	4	4
105	как будто	1	4
106	за что	1	4
107	в ее	2	4
108	что у	4	4
109	на вопрос	4	4
110	и что	10	4
111	д но	1	4
112	этот вопрос	2	4
113	в качестве	3	4
114	никто не	1	4
115	в частности	1	4
116	как бы	4	4
117	тем более	2	4
118	еще более	1	4
119	это в	1	4
120	же как	4	3
121	того же	2	3
122	и без	1	3
123	должна быть	1	3
124	и за	1	3
125	то это	5	3
126	в ней	1	3
127	еще не	8	3
128	он был	1	3
129	в чем	5	3
130	из двух	1	3
131	своего рода	4	3
132	но не	6	3
133	не все	3	3
134	ответ на	6	3
135	по отношению	1	3
136	с этим	2	3
137	е с	1	3
138	эпохи и	1	3
139	во многих	2	3
140	в чужую	2	3
141	в каждом	1	3
142	связанные с	2	3
143	в другом	1	3
144	и с	1	3
145	и тем	2	3
146	кажется что	3	3
147	ни в	2	3
148	что не	2	3
149	тому что	2	3
150	во время	6	3
151	в конце	3	3
152	а на	1	3
153	не по	2	3
154	в основе	2	3
155	очень мало	1	3
156	очень часто	1	3
157	здесь совершенно	1	3
158	должны быть	3	3
159	должен быть	1	3
160	для себя	1	3
161	об этом	6	3
162	которых в	1	3
163	и только	1	3
164	значит что	1	3
165	но с	1	3
166	в какой	1	3
167	и так	2	3
168	по этому	2	3
169	с одной	5	3
170	если это	2	3
171	в виде	1	3
172	в начале	1	3
173	ни с	2	3
174	возможно что	3	3
175	а именно	6	3
176	а с	1	3
177	говорит о	2	3
178	на этот	2	3
179	в тех	5	3
180	с этой	6	3
181	видно что	5	3
182	отношению к	1	3
183	в таком	1	3
184	отношения к	1	2
185	дело что	1	2
186	не хочет	1	2
187	по его	2	2
188	а как	1	2
189	мы имеем	12	2
190	мы не	4	2
191	бы что	1	2
192	время как	2	2
193	иных случаях	1	2
194	совсем не	1	2
195	отношение к	5	2
196	иногда и	1	2
197	в своем	1	2
198	вот несколько	1	2
199	от этого	1	2
200	ни один	1	2
201	думать что	2	2
202	но он	2	2
203	не могла	1	2
204	в наших	1	2
205	вообще не	2	2
206	при этом	4	2
207	но именно	1	2
208	он не	6	2
209	всех этих	6	2
210	этого вопроса	1	2
211	и более	1	2
212	что ни	1	2
213	при помощи	3	2
214	его в	3	2
215	должен был	2	2
216	ни одной	1	2
217	не всегда	4	2
218	и уже	1	2
219	в первую	7	2
220	можно найти	2	2
221	знает и	1	2
222	всякий раз	1	2
223	которые в	1	2
224	надо сказать	1	2
225	уже выше	6	2
226	тем самым	1	2
227	а иногда	1	2
228	как можно	1	2
229	что эта	1	2
230	она не	2	2
231	на него	2	2
232	вытекает из	2	2
233	ничего не	5	2
234	больше чем	1	2
235	имеем дело	1	2
236	тем не	4	2
237	в сознании	1	2
238	нет даже	1	2
239	начиная с	1	2
240	такие случаи	2	2
241	и такие	2	2
242	что при	2	2
243	и это	2	2
244	однако ни	1	2
245	без всякого	2	2
246	то время	2	2
247	и сам	1	2
248	для этого	1	2
249	только у	1	2
250	а также	1	2
251	другом месте	1	2
252	в пользу	1	2
253	должно было	2	2
254	и все	6	2
255	все в	2	2
256	и во	1	2
257	именно такое	2	2
258	к нему	7	2
259	что здесь	7	2
260	на которой	1	2
261	д и	1	2
262	из которого	1	2
263	оказывается в	1	2
264	конечно не	2	2
265	и у	2	2
266	гл ii	1	2
267	уже в	3	2
268	если в	2	2
269	а то	1	2
270	не для	1	2
271	у него	10	2
272	в других	4	2
273	даже и	1	2
274	превращается в	3	2
275	одной стороны	5	2
276	не знаю	3	2
277	если не	4	2
278	что во	2	2
279	и потому	1	2
280	в иных	1	2
281	и их	1	2
282	а если	2	2
283	по существу	4	2
284	неизвестно почему	1	2
285	в свое	1	2
286	этом случае	1	2
287	между прочим	3	2
288	но для	2	2
289	что то	1	2
290	ли в	1	2
291	и перед	1	2
292	то не	4	2
293	в этих	13	2
294	е в	2	2
295	что этот	2	2
296	дело с	1	2
297	не знает	1	2
298	можно назвать	1	2
299	не должны	1	1
300	увидим ниже	1	1
301	эти случаи	7	1
302	не имел	1	1
303	случае есть	1	1
304	как известно	1	1
305	и общественного	1	1
306	и есть	1	1
307	здесь и	2	1
308	чего не	1	1
309	из его	1	1
310	что эти	2	1
311	этого он	1	1
312	видеть в	3	1
313	кости и	2	1
314	в зависимости	1	1
315	его не	2	1
316	очень далеко	1	1
317	если я	1	1
318	который был	1	1
319	историческое явление	1	1
320	и другая	1	1
321	как я	1	1
322	один пример	1	1
323	дают возможность	1	1
324	зависимости от	1	1
325	и на	2	1
326	между собой	1	1
327	бы то	1	1
328	не хотелось	1	1
329	с его	3	1
330	но почему-то	1	1
331	не исчерпываются	1	1
332	видит в	2	1
333	особенно интересный	1	1
334	а только	1	1
335	нет не	1	1
336	должны были	3	1
337	очевидно что	1	1
338	случай в	1	1
339	в свои	1	1
340	другой же	1	1
341	во что	1	1
342	мы стали	1	1
343	является к	2	1
344	в одной	2	1
345	под его	1	1
346	показать что	1	1
347	стороны и	2	1
348	этой стороны	3	1
349	перед нами	2	1
350	кроме того	3	1
351	на анализе	1	1
352	хотя и	3	1
353	что по	2	1
354	это тоже	1	1
355	и к	1	1
356	которые являлись	1	1
357	или иную	1	1
358	итак и	1	1
359	не приходится	1	1
360	бы с	1	1
361	он в	2	1
362	или во	1	1
363	так в	4	1
364	право на	5	1
365	в известном	1	1
366	им в	2	1
367	он делает	1	1
368	за кого	1	1
369	как он	6	1
370	если он	3	1
371	за рамки	1	1
372	от которого	1	1
373	и вот	1	1
374	довольно часто	1	1
375	так часто	1	1
376	но дело	1	1
377	в одну	2	1
378	в работе	1	1
379	могла бы	1	1
380	являются и	1	1
381	эти материалы	2	1
382	в таких	2	1
383	а по	1	1
384	на все	1	1
385	где оно	2	1
386	с целью	2	1
387	входит в	1	1
388	на протяжении	1	1
389	только красоты	1	1
390	нечего и	1	1
391	если при	1	1
392	известно что	2	1
393	и соответствующие	1	1
394	здесь нет	3	1
395	в ином	12	1
396	по всему	1	1
397	он является	1	1
398	в них	3	1
399	это положение	2	1
400	о которых	1	1
401	объяснение того	1	1
402	далеко не	1	1
403	показывает что	8	1
404	на основании	1	1
405	с тем	1	1
406	которой он	3	1
407	только во	1	1
408	выйти за	1	1
409	можно считать	1	1
410	и было	1	1
411	действительно не	1	1
412	в один	2	1
413	на себя	2	1
414	когда в	1	1
415	бы на	1	1
416	царя в	4	1
417	от своего	1	1
418	и при	1	1
419	будет в	1	1
420	что такое	2	1
421	нас не	2	1
422	не столько	3	1
423	оказывается что	2	1
424	от себя	1	1
425	что я	1	1
426	две стороны	1	1
427	несомненно что	1	1
428	том чтобы	3	1
429	не его	2	1
430	доказывает что	5	1
431	через лет	1	1
432	и наоборот	1	1
433	не должно	1	1
434	превратилось в	1	1
435	истории о	1	1
436	объяснения в	1	1
437	по себе	1	1
438	же мы	1	1
439	нас к	2	1
440	вытекает и	2	1
441	таких случаях	1	1
442	но они	3	1
443	мы пока	2	1
444	и другое	2	1
445	хотелось бы	1	1
446	в русской	5	1
447	тогда когда	3	1
448	одна из	7	1
449	что их	1	1
450	в науке	1	1
451	не вытекает	1	1
452	что ей	1	1
453	то получается	1	1
454	же значение	1	1
455	в разных	1	1
456	того как	3	1
457	они являются	1	1
458	но очень	1	1
459	того в	1	1
460	ему и	1	1
461	и после	2	1
462	и делает	1	1
463	ему не	1	1
464	мы встречаем	1	1
465	один раз	1	1
466	не могут	2	1
467	другой и	1	1
468	отличается от	2	1
469	показывающих что	1	1
470	и другим	1	1
471	к тому	1	1
472	в наши	1	1
473	то ни	1	1
474	как мы	3	1
475	и о	2	1
476	но при	2	1
477	не могу	1	1
478	на основе	1	1
479	мысль о	1	1
480	можно сделать	1	1
