N	3gram	Tiupa_Disk_2	Narrotol
1	в данном случае	6	8
2	даме с собачкой	1	6
3	в даме с	1	5
4	в том что	6	5
5	в соответствии с	2	4
6	то же время	5	4
7	той или иной	3	4
8	в то же	4	4
9	не может быть	3	4
10	по отношению к	4	3
11	подобно тому как	2	3
12	в этом отношении	4	3
13	по большей части	2	3
14	тем не менее	1	3
15	речь идет о	1	3
16	о том что	3	2
17	состоит в том	2	2
18	мы имеем дело	1	2
19	в самом деле	1	2
20	в равной степени	1	2
21	своего и чужого	2	2
22	в отличие от	12	2
23	друг на друга	1	2
24	присутствия в мире	2	2
25	заключает в себе	2	2
26	одно и то	2	2
27	свидетеля и судии	1	2
28	в своего рода	1	2
29	[...] в нем	2	2
30	не сводится к	2	2
31	и то же	2	2
32	картины мира в	1	2
33	не только от	1	2
34	дело в том	2	2
35	и все же	3	2
36	во всяком случае	1	2
37	но и от	1	2
38	можно сказать что	1	2
39	в строгом значении	2	1
40	строго отграниченная система	1	1
41	и того же	2	1
42	один голос [...]	1	1
43	ни о чем	1	1
44	по сути дела	1	1
45	не о смерти	1	1
46	претендовать на статус	1	1
47	и столь же	1	1
48	в полном его	1	1
49	и строго отграниченная	1	1
50	строгом значении этого	2	1
51	жизни то есть	1	1
52	готовом стабильно дифференцированном	1	1
53	[...] оно живет	1	1
54	в том числе	1	1
55	в е гг	1	1
56	с другой стороны	1	1
57	с точки зрения	2	1
58	дифференцированном и оцененном	1	1
59	по мысли поля	1	1
60	и не может	2	1
61	в нем осуществляется	1	1
62	человеческого присутствия в	1	1
63	отличается от предыдущих	1	1
64	и в то	1	1
65	до известной степени	1	1
66	осуществляется прямолинейная оценка	1	1
67	жизни и смерти	1	1
68	но в данном	2	1
69	бы то ни	1	1
70	случае мы имеем	1	1
71	с той или	1	1
72	только то что	1	1
73	и то что	2	1
74	события тогда как	1	1
75	но и здесь	1	1
76	в его событийной	1	1
77	одна из них	1	1
78	голос [...] оно	1	1
79	по крайней мере	1	1
80	именно в этом	1	1
81	полном его составе	1	1
82	в повестях белкина	2	1
83	жизни но и	1	1
84	в предыдущей главе	1	1
85	а стало быть	1	1
86	человеческого я в	1	1
87	как и в	5	1
88	на рецептивные возможности	1	1
89	дело не с	1	1
90	то ни было	1	1
91	с одной стороны	4	1
92	мысли поля рикёра	1	1
93	но при этом	2	1
94	завершенная и строго	1	1
95	в значительной степени	1	1
96	стабильно дифференцированном и	1	1
97	нем осуществляется прямолинейная	1	1
98	как правило не	1	1
99	а с другой	1	1
100	оно живет в	1	1
101	и как бы	2	1
102	потому что в	1	1
103	может быть однозначно	1	1
104	к одному из	1	1
105	чеховский рассказ как	1	1
106	места времени и	1	1
107	но в контексте	1	1
108	в той или	1	1
109	живет в готовом	1	1
110	к однозначности [...]	1	1
111	времени и действия	1	1
112	со стороны читателя	2	1
113	при всей своей	3	1
114	лишь в одном	1	1
115	могло бы стать	1	1
116	содержит в себе	2	1
117	стремится к однозначности	1	1
118	можно признать общим	1	1
119	я в мире	2	1
120	нем звучит один	1	1
121	прямолинейная оценка [...]	1	1
122	и т.п в	1	1
123	так и его	1	1
124	рассказ в рассказе	1	1
125	оценка [...] в	1	1
126	в конечном счете	1	1
127	существенную роль в	1	1
128	но в этом	1	1
129	отграниченная система смыслов	1	1
130	в русской литературе	2	1
131	том числе и	1	1
132	одного и того	2	1
133	друг от друга	1	1
134	в творчестве чехова	2	1
135	предполагает со стороны	1	1
136	во втором случае	1	1
137	в готовом стабильно	1	1
138	и оцененном мире	1	1
139	которая состоит в	1	1
140	в случаях же	1	1
141	звучит один голос	1	1
142	при этом выступает	1	1
143	быть и не	1	1
144	однозначности [...] в	1	1
145	может претендовать на	3	1
146	в нем звучит	1	1
147	обратим внимание на	1	1
148	значении этого термина	1	1
149	слово стремится к	1	1
