N	2gram	Tiupa_Vved_1	Formalny
1	и не	12	30
2	вовсе не	1	28
3	и в	13	27
4	может быть	18	25
5	не может	7	24
6	так и	8	21
7	и его	5	19
8	в этом	21	18
9	таким образом	4	18
10	а не	15	17
11	самом деле	3	16
12	точки зрения	1	16
13	то же	5	15
14	в нем	5	15
15	в процессе	1	15
16	между ними	1	15
17	на самом	4	14
18	как и	11	14
19	не в	6	12
20	если бы	7	12
21	в самом	2	11
22	в жизни	4	11
23	и от	2	11
24	место в	2	10
25	но и	19	10
26	не только	20	9
27	лишь в	2	9
28	как его	2	9
29	так же	1	9
30	отнюдь не	7	8
31	с помощью	1	8
32	как бы	4	8
33	при этом	26	8
34	входит в	1	8
35	как мы	3	8
36	в пределах	2	8
37	только в	6	8
38	как раз	2	8
39	то что	6	8
40	и все	4	8
41	что в	3	8
42	тем же	1	7
43	с тем	1	7
44	не менее	4	7
45	же время	3	7
46	потому что	5	7
47	между тем	1	7
48	в его	4	7
49	в том	10	7
50	для них	3	7
51	если мы	1	7
52	все это	1	7
53	в то	4	7
54	в искусстве	1	7
55	еще не	7	6
56	и понимания	2	6
57	но в	6	6
58	все эти	1	6
59	произведение как	1	6
60	в своей	5	6
61	и ее	1	6
62	всяком случае	1	6
63	и теперь	1	6
64	произведения как	1	6
65	было бы	4	6
66	в литературе	2	6
67	что он	1	6
68	с другой	5	6
69	вместе с	1	6
70	в данном	13	6
71	все же	6	6
72	и для	3	6
73	бы в	3	6
74	хотя бы	1	6
75	в своих	2	6
76	во всяком	1	6
77	в зависимости	1	5
78	зависимости от	1	5
79	но не	5	5
80	в истории	1	5
81	в одной	2	5
82	в художественном	1	5
83	так сказать	2	5
84	без исключения	2	5
85	того чтобы	1	5
86	сводится к	4	5
87	в направлении	2	5
88	если же	1	5
89	в ней	4	5
90	что они	1	5
91	никогда не	4	5
92	и понимание	1	5
93	связи с	1	5
94	и их	1	5
95	тем что	2	5
96	и потому	1	5
97	тому как	2	5
98	что же	3	5
99	не является	3	5
100	в результате	3	5
101	другой стороны	2	5
102	мы не	4	4
103	как в	4	4
104	в целом	3	4
105	в корне	1	4
106	подобно тому	2	4
107	данном случае	6	4
108	в ее	1	4
109	в слове	3	4
110	том что	7	4
111	по себе	2	4
112	мы можем	2	4
113	в роман	1	4
114	могут быть	4	4
115	к тому	6	4
116	роль в	1	4
117	о том	5	4
118	его смысла	2	4
119	уже в	1	4
120	только на	1	4
121	литературного произведения	1	4
122	со стороны	5	4
123	прежде всего	7	4
124	до конца	3	4
125	произведение в	2	4
126	в связи	1	4
127	мы видели	2	4
128	как это	1	4
129	да и	1	4
130	слова и	1	4
131	между собой	2	4
132	обстоит дело	1	4
133	в романе	6	4
134	из этого	1	4
135	жизни и	7	4
136	они не	1	4
137	одним из	5	3
138	того же	1	3
139	должна быть	2	3
140	той же	1	3
141	мы и	2	3
142	в виду	1	3
143	и на	3	3
144	в которых	1	3
145	столь же	1	3
146	во всех	2	3
147	то он	2	3
148	иначе обстоит	1	3
149	бы и	4	3
150	что это	1	3
151	в себе	5	3
152	сливаются в	2	3
153	вследствие этого	3	3
154	не следует	3	3
155	и с	2	3
156	те же	2	3
157	это не	6	3
158	и тем	2	3
159	он и	2	3
160	как таковой	1	3
161	в этих	3	3
162	высказывания как	3	3
163	от его	1	3
164	и более	3	3
165	по отношению	7	3
166	тому что	1	3
167	между жизнью	1	3
168	в основе	3	3
169	для нас	2	3
170	все без	1	3
171	что жизнь	1	3
172	этом отношении	4	3
173	же самое	1	3
174	а что	1	3
175	оно не	1	3
176	в произведении	1	3
177	еще в	2	3
178	никак не	2	3
179	и что	1	3
180	можно сказать	4	3
181	их в	2	3
182	в них	2	3
183	в него	1	3
184	дело с	2	3
185	в какой	4	3
186	уже не	5	3
187	его и	1	3
188	в конце	1	3
189	не о	2	3
190	у нас	1	3
191	не на	1	3
192	на фоне	2	3
193	к его	3	3
