N	3gram	Tiupa_Anal_3	Istorich
1	с другой стороны	5	7
2	в этом случае	1	5
3	до сих пор	1	5
4	в том что	7	5
5	тем не менее	2	5
6	что иное как	1	3
7	здесь мы имеем	1	3
8	в данном случае	3	3
9	в связи с	1	3
10	не что иное	1	3
11	к этому же	1	2
12	по отношению к	7	2
13	и здесь мы	1	2
14	что и в	1	2
15	с одной стороны	2	2
16	во всяком случае	2	2
17	мы имеем не	1	2
18	о том что	5	2
19	в одном из	1	2
20	не только не	3	2
21	так что она	1	2
22	как и в	4	2
23	к тому же	3	2
24	должны были бы	1	1
25	хотя и не	1	1
26	мы имеем дело	4	1
27	и той же	2	1
28	из этих трех	1	1
29	подобно тому как	2	1
30	как если бы	1	1
31	с точки зрения	2	1
32	что он ничего	1	1
33	принимает на себя	1	1
34	случае мы имеем	1	1
35	в таком случае	1	1
36	он притворяется что	1	1
37	и не всегда	1	1
38	с тех пор	1	1
39	но в таком	1	1
40	не только в	1	1
41	заключается в том	1	1
42	в себя и	1	1
43	и должно было	1	1
44	имеем дело с	1	1
45	так или иначе	1	1
46	и каждое из	1	1
47	что они хотят	1	1
48	не входил в	1	1
49	в тех случаях	1	1
50	есть не что	1	1
51	но они не	1	1
52	не говорит и	1	1
53	в свою очередь	4	1
54	и прежде всего	2	1
55	на самом деле	1	1
56	а не с	1	1
57	не может быть	1	1
58	в связь с	1	1
59	можно сказать что	2	1
60	и вступает в	1	1
61	это далеко не	1	1
62	друг от друга	1	1
63	тех случаях когда	1	1
64	в большинстве случаев	1	1
65	одной и той	2	1
66	здесь не только	1	1
67	на этот вопрос	1	1
