N	2gram	Voloshinov_2	DiskursI
1	в себе	4	19
2	при этом	9	17
3	в этом	15	16
4	как и	9	16
5	и в	19	16
6	в качестве	3	16
7	может быть	28	16
8	и не	19	15
9	а не	9	14
10	отличие от	3	12
11	то есть	2	12
12	в отличие	3	12
13	и т.п	10	12
14	но в	7	11
15	но и	10	11
16	со стороны	1	10
17	не только	13	10
18	том что	10	10
19	так и	10	9
20	не может	18	9
21	как в	1	8
22	в том	7	8
23	но не	2	7
24	в данном	5	7
25	в нем	11	7
26	ни в	6	7
27	не менее	1	7
28	прежде всего	7	7
29	то же	16	6
30	еще не	3	6
31	с его	8	6
32	себя в	2	6
33	отнюдь не	8	6
34	все же	5	6
35	в своей	3	6
36	и на	5	5
37	в своем	2	5
38	в то	8	5
39	с другой	3	5
40	же время	8	5
41	что в	2	5
42	для него	9	5
43	то что	4	5
44	а с	2	5
45	ни к	1	5
46	и то	3	4
47	по отношению	8	4
48	в этой	3	4
49	роль в	1	4
50	человека в	1	4
51	в основе	9	4
52	потому что	1	4
53	этом отношении	1	4
54	о том	3	4
55	в пределах	10	4
56	с одной	3	4
57	одно из	1	4
58	в одном	1	4
59	не сводится	1	4
60	одной стороны	3	4
61	как бы	19	4
62	не является	8	4
63	точки зрения	17	4
64	к его	2	4
65	к этому	5	4
66	отношению к	8	4
67	можно назвать	1	4
68	также и	1	3
69	например в	1	3
70	и ее	4	3
71	в становлении	3	3
72	принадлежит к	1	3
73	столь же	3	3
74	к жизни	1	3
75	перед нами	3	3
76	и как	6	3
77	и наконец	1	3
78	все эти	3	3
79	из этих	1	3
80	он не	3	3
81	внутренней речи	7	3
82	не следует	2	3
83	подход к	2	3
84	в другом	3	3
85	его в	7	3
86	это не	4	3
87	однако при	1	3
88	соответствии с	1	3
89	одного и	4	3
90	в этих	3	3
91	в котором	3	3
92	не столько	1	3
93	не в	10	3
94	в русской	1	3
95	могут быть	3	3
96	об одном	2	3
97	той или	4	3
98	мысль о	1	3
99	приводит к	2	3
100	еще в	1	3
101	в его	5	3
102	но она	1	3
103	только в	8	3
104	и его	16	3
105	уже не	1	3
106	из них	1	3
107	в них	1	3
108	в исторической	1	3
109	или иной	5	3
110	здесь в	2	3
111	не было	3	3
112	не знает	2	3
113	было в	1	3
114	в контексте	5	3
115	можно сказать	1	3
116	но это	1	3
117	и того	5	3
118	и все	6	3
119	жизни в	1	3
120	жизни и	2	3
121	как на	2	3
122	того же	5	2
123	и это	3	2
124	той же	3	2
125	место в	2	2
126	совпадает с	1	2
127	говорить о	1	2
128	в ней	3	2
129	в сочетании	1	2
130	установку на	1	2
131	время в	1	2
132	к которой	1	2
133	из важнейших	2	2
134	стремясь к	1	2
135	стороны и	2	2
136	в целом	1	2
137	должна быть	4	2
138	в первую	1	2
139	не к	3	2
140	является не	5	2
141	одно и	3	2
142	же касается	1	2
143	и с	2	2
144	входит в	1	2
145	на почве	9	2
146	но уже	1	2
147	должно быть	3	2
148	все это	1	2
149	действие и	1	2
150	этом случае	1	2
151	сочетании с	1	2
152	с точки	13	2
153	речи в	10	2
154	дело в	1	2
155	никогда не	7	2
156	собою не	1	2
157	и чужого	2	2
158	сводится к	2	2
159	не столь	1	2
160	интонации и	3	2
161	с их	1	2
162	для себя	4	2
163	но при	1	2
164	здесь не	1	2
165	это еще	1	2
166	в себя	1	2
167	не с	2	2
168	отсюда и	1	2
169	ситуации и	1	2
170	неотделим от	2	2
171	первую очередь	1	2
172	в переживании	1	2
173	между тем	6	2
174	русской литературе	1	2
175	в языке	7	2
176	что и	3	2
177	другого в	1	2
178	и всякое	2	2
179	себя с	2	2
180	есть в	1	2
181	в большинстве	5	2
182	не о	1	2
183	общения и	2	2
184	не подлежит	1	2
185	именно в	2	2
186	с той	1	2
187	далеко не	2	2
188	и прежде	2	2
189	в соответствии	1	2
190	стремится к	2	2
191	не на	2	2
192	ценностные тона	1	2
193	вместе с	2	2
194	о чем	2	2
195	в той	5	2
196	или иного	2	2
197	что же	1	2
198	в формах	4	2
199	и для	7	2
200	интерес к	1	2
201	на языке	2	2
202	ключом к	1	2
203	а в	3	2
204	другой стороны	1	2
205	что он	4	2
206	значение не	1	2
207	и оценкой	2	1
208	речь идет	1	1
209	является для	2	1
210	одним из	2	1
211	бытия а	1	1
212	самом деле	9	1
213	это и	1	1
214	слова эта	1	1
215	к другому	5	1
216	можно говорить	1	1
217	к сигналу	1	1
218	проникает в	1	1
219	между ним	1	1
220	к созданию	1	1
221	и могут	1	1
222	к чему	1	1
223	на материале	3	1
224	мы не	2	1
225	вопрос о	2	1
226	сведена к	1	1
227	не была	1	1
228	высказывания в	7	1
229	он как	1	1
230	риторические вопросы	1	1
231	в сущности	14	1
232	общения всякое	1	1
233	и со	1	1
234	общения в	3	1
235	из ее	1	1
236	может так	1	1
237	и определяется	1	1
238	он был	2	1
239	бы то	4	1
240	во всех	6	1
241	там и	1	1
242	и реплики	1	1
243	в ее	3	1
244	как система	3	1
245	точка зрения	1	1
246	между внутренним	2	1
247	если в	1	1
248	эта особенность	1	1
249	в русле	1	1
250	конечном счете	1	1
251	ответ на	2	1
252	а через	1	1
253	быть сведена	1	1
254	друг от	1	1
255	за пределы	3	1
256	в истории	3	1
257	в одной	2	1
258	экспрессивной интонации	2	1
259	и выражения	3	1
260	чужого слова	13	1
261	что приводит	1	1
262	однако не	1	1
263	совершается на	1	1
264	хотя и	1	1
265	в круг	1	1
266	себе не	1	1
267	в этот	1	1
268	рассказов и	1	1
269	то в	1	1
270	в самом	6	1
271	истины и	1	1
272	в которой	1	1
273	нет дела	1	1
274	исторической ситуации	2	1
275	в нашем	2	1
276	бы не	2	1
277	так в	1	1
278	но без	1	1
279	ни одна	1	1
280	значение так	2	1
281	высказыванием и	1	1
282	внутренним и	1	1
283	к выводу	1	1
284	не имеют	3	1
285	к миру	1	1
286	но именно	1	1
287	так сказать	14	1
288	и только	1	1
289	о которой	1	1
290	и именно	2	1
291	к одному	1	1
