N	3gram	Vinokur_Vv_1	Istorich
1	и т д	37	16
2	в этих случаях	2	10
3	с другой стороны	5	8
4	не только в	4	5
5	о том что	12	5
6	так же как	1	4
7	с одной стороны	4	4
8	мы имеем в	1	4
9	тем не менее	8	4
10	в том что	12	4
11	этой точки зрения	1	3
12	мы уже знаем	1	3
13	с этой точки	1	3
14	с этой стороны	1	3
15	не может быть	8	3
16	в данном случае	4	3
17	дело не в	1	3
18	точно так же	2	2
19	совершенно то же	1	2
20	но и в	1	2
21	т д в	2	2
22	после того как	2	2
23	на этот вопрос	3	2
24	до сих пор	5	2
25	в том чтобы	5	2
26	ответ на вопрос	2	2
27	т е в	4	2
28	а в том	1	2
29	в том-то и	1	2
30	но все же	3	2
31	но в том-то	1	2
32	и в конце	1	1
33	на том что	2	1
34	только потому что	1	1
35	сказать что в	1	1
36	с точки зрения	2	1
37	состоит в том	2	1
38	и дело что	1	1
39	по вопросу о	1	1
40	по отношению к	4	1
41	в самом деле	5	1
42	и в особенности	4	1
43	ее задачи и	1	1
44	никак не может	1	1
45	дело не только	1	1
46	т д и	1	1
47	в этом случае	6	1
48	в своей работе	1	1
49	он мог бы	1	1
50	то же самое	2	1
51	что по его	1	1
52	только в том	2	1
53	прямо говорит о	1	1
54	в зависимости от	1	1
55	в другом месте	2	1
56	сама по себе	3	1
57	бы то ни	1	1
58	т д но	5	1
59	а так как	2	1
60	не представляют собой	1	1
61	и т п	5	1
62	вовсе не вытекает	1	1
63	можно было бы	3	1
64	как мы уже	1	1
65	как если бы	1	1
66	и не в	1	1
67	и что это	1	1
68	вместе с тем	3	1
69	том что такое	5	1
70	то ни было	1	1
71	так как не	1	1
72	в качестве примера	1	1
73	не имеет своего	1	1
74	заключается не только	1	1
75	т е с	1	1
76	образом связана с	1	1
77	как он выражается	2	1
78	имеем дело с	1	1
79	в связи с	2	1
80	может быть названо	4	1
81	том-то и дело	1	1
82	на вопрос что	1	1
83	в них не	1	1
84	на вопрос о	4	1
85	до наших дней	1	1
86	условий в которых	1	1
87	а именно в	1	1
88	принять участие в	1	1
89	в котором можно	1	1
90	но уже в	1	1
91	ответ на этот	1	1
92	но с другой	1	1
93	ничего не может	1	1
94	одним из самых	1	1
95	но дело не	2	1
96	приводят к тому	1	1
97	и другого рода	1	1
98	вопрос о том	5	1
99	ту или иную	1	1
100	во второй половине	2	1
101	т д эти	1	1
102	к тому что	1	1
103	но не может	1	1
104	все это не	1	1
105	не в этом	1	1
106	не просто как	1	1
107	и в каждом	1	1
108	как мы видели	2	1
