N	3gram	Losev_Dial_3	PoTuStor
1	с точки зрения	14	6
2	на самом деле	1	4
3	до сих пор	1	3
4	по крайней мере	5	3
5	во всяком случае	2	3
6	не может быть	6	3
7	и пр и	1	3
8	ни в чем	1	3
9	друг на друга	1	2
10	в нем нет	1	2
11	так же как	2	2
12	в самом деле	5	2
13	не могут быть	2	2
14	о том что	5	2
15	в конечном счете	1	2
16	и к отцу	1	2
17	пр и пр	1	2
18	и в этом	2	2
19	все что угодно	1	1
20	а иногда и	1	1
21	ничего не говорит	3	1
22	мы имеем в	1	1
23	имеем в виду	1	1
24	подобно тому как	4	1
25	но даже и	2	1
26	то же самое	1	1
27	другими словами мы	1	1
28	же как и	1	1
29	на первый план	4	1
30	есть в сущности	2	1
31	ни в коем	3	1
32	в основе их	1	1
33	бы то ни	1	1
34	и та же	1	1
35	в этом отношении	1	1
36	одна на другую	1	1
37	и говорить о	1	1
38	конечно с точки	1	1
39	может быть только	1	1
40	с этой точки	2	1
41	в коем случае	3	1
42	внешний мир в	1	1
43	не чем иным	1	1
44	в данном случае	1	1
45	то ни было	1	1
46	с одной стороны	3	1
47	и в чем	2	1
48	в связи с	1	1
49	в применении к	1	1
50	и пр это	2	1
51	указать только на	1	1
52	даже не на	1	1
53	в том что	3	1
54	этой точки зрения	2	1
55	и таким образом	1	1
56	и ни в	1	1
57	и к ним	1	1
58	чем иным как	1	1
59	и пр в	1	1
60	самом деле есть	1	1
61	мы не можем	2	1
62	только одна из	1	1
63	на наших глазах	1	1
64	это и есть	2	1
65	связи с этим	1	1
66	одна и та	1	1
67	и даже более	1	1
68	и прежде всего	3	1
69	несводимы одна на	1	1
70	что иное как	6	1
71	и притом чисто	2	1
72	в том смысле	1	1
73	не что иное	6	1
74	и что он	1	1
75	что в них	1	1
76	случае не может	1	1
77	к отцу и	2	1
78	той или иной	2	1
