N	2gram	Propp_Isto_1	PoTuStor
1	может быть	25	17
2	и в	28	16
3	и пр	4	12
4	в этом	8	9
5	таким образом	8	9
6	и только	2	9
7	мы можем	1	9
8	прежде всего	10	9
9	и с	4	8
10	и его	3	8
11	не может	15	8
12	совершенно не	1	8
13	не только	12	7
14	сказать что	5	7
15	конечно не	2	6
16	при этом	3	6
17	и это	1	6
18	для него	2	6
19	и к	1	6
20	еще не	7	5
21	все эти	4	5
22	что такое	2	5
23	только для	2	5
24	как бы	2	5
25	на самом	1	4
26	и ее	1	4
27	и на	4	4
28	отнюдь не	1	4
29	но в	8	4
30	в этой	6	4
31	в нем	2	4
32	его в	6	4
33	в один	1	4
34	все это	4	4
35	самого начала	2	4
36	как мы	3	4
37	с самого	2	4
38	так и	9	4
39	но мы	2	4
40	в его	5	4
41	только в	11	4
42	для всех	2	4
43	и их	3	4
44	так как	6	4
45	и даже	4	4
46	но и	10	4
47	и не	9	4
48	и все	1	4
49	хотя бы	4	4
50	отношения к	2	3
51	тех же	1	3
52	едва ли	1	3
53	во всех	2	3
54	и есть	1	3
55	и как	2	3
56	и вот	2	3
57	их в	5	3
58	на этом	3	3
59	этом смысле	1	3
60	том что	7	3
61	во время	3	3
62	сих пор	5	3
63	в одном	5	3
64	и притом	1	3
65	в основе	4	3
66	до сих	5	3
67	и оно	1	3
68	те же	1	3
69	по сравнению	1	3
70	в конечном	2	3
71	и она	2	3
72	в том	9	3
73	в большинстве	4	3
74	только на	1	3
75	большинстве случаев	4	3
76	мы знаем	4	3
77	даже не	2	3
78	в области	2	3
79	и др	7	3
80	но оно	4	3
81	вместе с	6	3
82	и потому	2	3
83	как это	3	3
84	могут быть	4	3
85	в основном	2	3
86	что в	12	3
87	в этих	7	3
88	а в	7	3
89	то что	9	3
90	между ними	2	3
91	только как	1	3
92	во всяком	1	3
93	ту же	1	2
94	же как	2	2
95	и этот	1	2
96	мы уже	1	2
97	мы не	10	2
98	говорить о	1	2
99	и говорить	1	2
100	на них	2	2
101	между собой	4	2
102	из этих	1	2
103	совсем не	1	2
104	но как	1	2
105	друг на	1	2
106	с этим	4	2
107	в этот	1	2
108	что это	8	2
109	но ведь	1	2
110	он не	2	2
111	и по	3	2
112	то же	12	2
113	связанные с	2	2
114	связанных с	1	2
115	и мы	2	2
116	было бы	7	2
117	в жизни	1	2
118	кажется что	1	2
119	по всему	1	2
120	в них	1	2
121	как и	4	2
122	между собою	1	2
123	на первый	2	2
124	в своей	1	2
125	почти не	3	2
126	знаем что	1	2
127	войти в	1	2
128	и вся	1	2
129	не менее	6	2
130	никогда не	14	2
131	сводится к	1	2
132	здесь же	2	2
133	в каком	1	2
134	не могут	2	2
135	и всех	1	2
136	что оно	1	2
137	на основе	5	2
138	и этим	2	2
139	только то	1	2
140	в пределах	4	2
141	как с	1	2
142	для этого	3	2
143	с ним	2	2
144	находится в	4	2
145	о том	9	2
146	другими словами	4	2
147	для нас	13	2
148	путь к	1	2
149	что и	6	2
150	во всей	2	2
151	может иметь	1	2
152	один из	4	2
153	сделать это	2	2
154	образов и	2	2
155	мы видим	11	2
156	что он	10	2
157	и так	1	2
158	не можем	3	2
159	если мы	3	2
160	в начале	3	2
161	к ним	4	2
162	у него	1	2
163	момент в	1	2
164	оно не	1	2
165	что не	2	2
166	смерти но	2	2
167	на друга	1	2
168	не на	2	2
169	что мы	7	2
170	они-то и	1	2
171	в частности	2	2
172	так же	7	2
173	но это	4	2
174	к другим	1	2
175	и для	4	2
176	не существует	2	2
177	не удается	1	2
178	ни было	2	2
179	не есть	2	2
180	это делает	1	2
181	не знает	5	2
182	а может	1	2
183	ее в	5	2
184	к этому	2	2
185	можно назвать	2	2
