N	2gram	Vygotskiy__5	RusskieA
1	и в	16	36
2	не только	16	22
3	том что	15	19
4	что в	16	19
5	в том	18	17
6	но и	6	16
7	так как	16	15
8	и другие	2	13
9	в этом	25	12
10	в других	1	11
11	и на	6	10
12	в этот	2	10
13	это не	4	10
14	как и	8	10
15	как мы	10	10
16	вместе с	4	10
17	потому что	21	10
18	об этом	1	9
19	а в	3	9
20	состоит в	6	8
21	и по	4	8
22	с тем	3	8
23	у нас	2	8
24	о том	8	8
25	один из	1	8
26	мы увидим	1	8
27	из них	2	8
28	может быть	9	8
29	как это	8	8
30	что они	5	7
31	так и	7	7
32	между тем	3	7
33	что и	3	7
34	и других	1	7
35	представляют собой	2	7
36	полагает что	1	6
37	мы не	3	6
38	в виде	1	6
39	таким образом	19	6
40	при этом	4	6
41	не имеет	4	6
42	это делалось	1	6
43	в них	2	6
44	и не	12	6
45	все это	2	6
46	для нас	1	6
47	то что	26	6
48	как в	5	5
49	все же	3	5
50	показывает что	5	5
51	того как	5	5
52	как будто	2	5
53	с ними	1	5
54	как бы	5	5
55	этом случае	3	5
56	мы имеем	1	4
57	еще не	4	4
58	во всех	2	4
59	следующим образом	1	4
60	представляет собой	7	4
61	после этого	1	4
62	входит в	1	4
63	их на	1	4
64	в их	3	4
65	что этот	1	4
66	тому что	5	4
67	связи с	3	4
68	что на	1	4
69	к тому	6	4
70	еще в	3	4
71	и что	12	4
72	и их	4	4
73	тем что	5	4
74	а с	2	4
75	в тех	1	4
76	того что	16	4
77	по существу	3	4
78	но это	3	4
79	в связи	1	4
80	как уже	3	4
81	не может	18	4
82	только в	10	4
83	к этому	3	4
84	их и	2	3
85	представление о	1	3
86	как правило	1	3
87	если в	3	3
88	которые не	2	3
89	в своем	5	3
90	не можем	1	3
91	что это	1	3
92	думать что	1	3
93	и те	1	3
94	связанные с	6	3
95	в основном	1	3
96	на этом	3	3
97	то же	8	3
98	но все	2	3
99	совпадают с	1	3
100	несмотря на	1	3
101	в этих	3	3
102	точки зрения	18	3
103	к тем	1	3
104	таким же	3	3
105	с точки	9	3
106	она в	1	3
107	тем не	1	3
108	но они	2	3
109	их в	2	3
110	не менее	3	3
111	ничего не	5	3
112	и другой	1	3
113	вывод что	2	3
114	приводит к	7	3
115	к жизни	3	3
116	не с	2	3
117	начиная с	1	3
118	или на	1	3
119	связаны с	1	3
120	как например	1	3
121	в качестве	4	3
122	только на	2	3
123	в одном	3	3
124	к ним	2	3
125	в области	12	3
126	и из	2	3
127	на этот	4	3
128	о чем	2	3
129	так же	15	3
130	этого слова	1	3
131	в целях	1	3
132	и к	2	3
133	в свою	4	3
134	но эти	1	3
135	как известно	4	2
136	например в	1	2
137	переход от	7	2
138	но тем	1	2
139	между двумя	3	2
140	к другому	1	2
141	но она	1	2
142	что иное	1	2
143	в ней	2	2
144	он был	1	2
145	иное как	1	2
146	друг к	1	2
147	на самом	1	2
148	но не	10	2
149	значение и	1	2
150	тогда как	1	2
151	как по	1	2
152	независимо от	1	2
153	что именно	1	2
154	с этим	3	2
155	мы можем	6	2
156	и как	3	2
157	но в	6	2
158	в целом	4	2
159	все эти	4	2
160	в нашем	1	2
161	выводу что	1	2
162	как он	6	2
163	для обозначения	1	2
164	к выводу	1	2
165	что она	2	2
166	в нем	7	2
167	в силу	10	2
168	в каждом	1	2
169	главным образом	1	2
170	и с	3	2
171	к другу	1	2
172	разница между	1	2
173	в жизни	2	2
174	многие другие	1	2
175	такой же	4	2
176	далее в	1	2
177	должны были	2	2
178	и более	3	2
179	том же	1	2
