N	3gram	Propp_Isto_4	Marksizm
1	не может быть	4	13
2	и не может	1	9
3	до сих пор	5	8
4	в связи с	2	7
5	одни и те	1	5
6	с другой стороны	4	5
7	и те же	1	5
8	этот вопрос мы	1	3
9	в этом случае	3	3
10	то же самое	2	3
11	на этот вопрос	2	3
12	может быть и	1	3
13	но все же	4	3
14	можно сказать что	1	3
15	в большинстве случаев	1	3
16	же как и	4	2
17	в том числе	1	2
18	таким образом между	1	2
19	как и все	1	2
20	в узком смысле	1	2
21	так же как	12	2
22	смысле этого слова	2	2
23	не могут быть	1	2
24	это и есть	1	2
25	тем не менее	2	2
26	ничего общего с	1	2
27	только с помощью	1	1
28	ни к каким	1	1
29	между прочим и	1	1
30	подобно тому как	1	1
31	бы они были	1	1
32	друг друга дополняют	1	1
33	тогда он может	1	1
34	таким образом к	1	1
35	но и в	1	1
36	нужно прибавить что	1	1
37	независимо от того	1	1
38	совершенно так же	6	1
39	в основе своей	1	1
40	но уже в	1	1
41	так и с	1	1
42	может быть только	1	1
43	может быть уже	1	1
44	но и это	1	1
45	а не только	1	1
46	и в большинстве	1	1
47	как мы увидим	1	1
48	был связан с	1	1
49	в широком смысле	1	1
50	мы уже знаем	1	1
51	и пр есть	1	1
52	с переходом на	2	1
53	между собой и	1	1
54	вовсе не в	1	1
55	так и в	2	1
56	но в одном	1	1
57	она и не	1	1
58	не только в	2	1
59	о чем речь	2	1
60	и как мы	1	1
61	как мы видим	1	1
62	этом как мы	1	1
63	в другом случае	2	1
64	имеется в виду	1	1
65	таким образом и	1	1
66	к тому что	1	1
67	здесь входить в	1	1
68	друг за другом	1	1
69	или же они	1	1
70	как мы видели	3	1
