N	2gram	Propp_Isto_6	Formalny
1	и в	26	38
2	в этом	12	27
3	т е	22	26
4	может быть	11	23
5	и его	7	21
6	и пр	1	21
7	таким образом	12	20
8	и не	10	20
9	не в	3	15
10	прежде всего	4	15
11	и т	10	14
12	не может	6	14
13	в нем	8	13
14	но и	9	13
15	с его	4	11
16	с тем	4	11
17	в том	12	11
18	вовсе не	2	11
19	в его	5	10
20	в связи	1	10
21	не только	10	9
22	при этом	3	9
23	и с	6	9
24	как и	5	9
25	все же	8	8
26	точки зрения	1	8
27	так и	5	8
28	что и	4	8
29	тем что	5	8
30	как мы	4	7
31	для него	1	7
32	в своей	3	7
33	язык и	1	7
34	уже не	7	7
35	в других	4	7
36	не могут	1	7
37	по существу	1	7
38	что в	12	7
39	и ее	3	6
40	в ней	5	6
41	в истории	1	6
42	все эти	8	6
43	в этой	2	6
44	то же	5	6
45	было бы	2	6
46	он не	2	6
47	могут быть	3	6
48	все время	2	6
49	только в	5	6
50	то что	6	6
51	не было	3	6
52	вместе с	8	6
53	а не	2	6
54	а в	3	6
55	должна быть	3	5
56	во всех	1	5
57	т д	8	5
58	в то	5	5
59	в основе	1	5
60	если бы	3	5
61	сводится к	2	5
62	говорит он	2	5
63	и только	3	5
64	что он	9	5
65	всяком случае	2	5
66	если мы	1	5
67	именно в	1	5
68	с этим	2	5
69	что же	2	5
70	и для	1	5
71	бы в	1	5
72	во всяком	2	5
73	здесь и	2	4
74	что оно	4	4
75	что они	2	4
76	независимо от	3	4
77	как в	6	4
78	и наконец	3	4
79	и к	1	4
80	не как	1	4
81	от нее	2	4
82	как они	1	4
83	мы видели	11	4
84	не столько	1	4
85	как о	1	4
86	ничего не	2	4
87	к тому	2	4
88	здесь не	2	4
89	того или	1	4
90	но в	7	4
91	что не	2	4
92	так как	18	4
93	в особенности	1	4
94	именно как	1	4
95	и даже	1	4
96	в некоторых	2	4
97	другой стороны	8	4
98	там где	5	4
99	как бы	4	4
100	оно не	1	4
101	к этому	3	4
102	они не	3	4
103	например в	7	3
104	же как	3	3
105	и до	2	3
106	в зависимости	1	3
107	а как	1	3
108	мы не	6	3
109	между этими	1	3
110	то это	5	3
111	зависимости от	2	3
112	и на	12	3
113	бы она	1	3
114	однако не	1	3
115	хотя и	1	3
116	и как	2	3
117	от этого	3	3
118	что это	2	3
119	в целом	1	3
120	из этих	4	3
121	главным образом	3	3
122	и может	1	3
123	его в	5	3
124	в ином	6	3
125	он и	2	3
126	такой же	3	3
127	однако и	1	3
128	не видели	1	3
129	следует отметить	1	3
130	не является	1	3
131	в области	1	3
132	но все	2	3
133	его с	3	3
134	не есть	2	3
135	того чтобы	1	3
136	так в	6	3
137	и здесь	1	3
138	одного из	1	3
