N	3gram	Trubetskoy_1	Psycholo
1	для того чтобы	6	19
2	в том что	7	12
3	о том что	2	10
4	в самом деле	1	7
5	то же самое	1	6
6	на то что	4	6
7	к тому что	2	5
8	на самом деле	6	5
9	с самого начала	1	5
10	с точки зрения	9	4
11	что он не	2	4
12	можно было бы	3	4
13	друг с другом	14	4
14	совершенно ясно что	1	3
15	к тому чтобы	4	3
16	точно так же	2	3
17	и что в	1	3
18	так же как	1	3
19	в том чтобы	1	3
20	в конце концов	3	3
21	смысле этого слова	1	3
22	так как это	1	3
23	и в этом	1	3
24	во всяком случае	6	3
25	заключается в том	1	3
26	говорить о том	1	3
27	это и есть	1	3
28	до сих пор	5	3
29	за то что	1	3
30	сама по себе	2	3
31	уже знаем что	1	2
32	сводится к тому	1	2
33	с другом и	2	2
34	с ним в	1	2
35	во всех этих	1	2
36	вместе с тем	3	2
37	и в частности	1	2
38	речь идет о	1	2
39	мы уже знаем	1	2
40	к тому же	1	2
41	никак не могла	1	1
42	или хотя бы	1	1
43	точки зрения житейской	1	1
44	совершенно очевидно что	1	1
45	с необычайной ясностью	1	1
46	прежде всего на	1	1
47	все это вдруг	1	1
48	по отношению к	1	1
49	это то же	1	1
50	в том и	2	1
51	чтобы сделать эти	1	1
52	было бы показать	1	1
53	бы то ни	4	1
54	речи быть не	1	1
55	только то что	1	1
56	и таким образом	1	1
57	то же время	10	1
58	свидетельствуют о том	1	1
59	и не может	3	1
60	на этот вопрос	1	1
61	что все это	1	1
62	если бы такой	1	1
63	никогда не был	1	1
64	только для того	1	1
65	при таком взгляде	1	1
66	и в некоторых	1	1
67	бы показать что	1	1
68	то что оно	1	1
69	в противоречие с	2	1
70	то ни было	1	1
71	и с точки	1	1
72	на первый взгляд	1	1
73	тот факт что	2	1
74	из нее все	1	1
75	и в своем	1	1
76	что ни одна	1	1
77	в свою очередь	1	1
78	дело в том	1	1
79	друг к другу	1	1
80	потому что они	1	1
81	не может быть	4	1
82	но по существу	1	1
83	и вместе с	2	1
84	смотреть как на	1	1
85	потому что и	1	1
86	когда речь идет	1	1
87	ни одна из	2	1
88	так же и	1	1
89	в то же	10	1
90	с совершенной ясностью	1	1
91	быть не может	1	1
92	о том чтобы	2	1
93	в согласии с	1	1
94	том что для	1	1
95	но совершенно очевидно	1	1
96	несмотря на все	1	1
97	она не может	2	1
98	что оно является	1	1
