N	3gram	Losev_Prob_3	Istorich
1	и т д	13	22
2	не может быть	5	7
3	тем не менее	10	6
4	более или менее	1	5
5	с другой стороны	5	5
6	до сих пор	2	5
7	с одной стороны	1	4
8	на то что	1	4
9	в том что	9	4
10	дело в том	3	3
11	то же самое	7	3
12	точно так же	3	3
13	то время как	4	3
14	что это за	3	3
15	в то время	4	3
16	в связи с	7	3
17	т д все	1	3
18	о том что	3	3
19	мы не будем	2	3
20	можно было бы	3	3
21	в чистом виде	2	2
22	этот вопрос мы	1	2
23	то ясно что	1	2
24	в таких случаях	2	2
25	в этих случаях	1	2
26	бы то ни	4	2
27	но и в	2	2
28	на этот вопрос	1	2
29	и тем не	3	2
30	так же как	1	2
31	если бы мы	1	2
32	сих пор мы	1	2
33	то ни было	3	2
34	на первый взгляд	2	2
35	как будто бы	3	2
36	в отличие от	2	2
37	то мы не	1	2
38	все же не	1	2
39	однако это не	1	2
40	мы не можем	1	2
41	само по себе	3	2
42	эту точку зрения	1	2
43	для нас не	3	2
44	если бы он	1	1
45	не содержат в	1	1
46	но это конечно	1	1
47	то что обычно	1	1
48	читатель поймет что	1	1
49	дело уже не	1	1
50	что в этом	1	1
51	мы хотели бы	1	1
52	когда мы в	1	1
53	и здесь не	1	1
54	из которых мы	1	1
55	в прямом смысле	1	1
56	все дело в	1	1
57	это так то	1	1
58	здесь можно было	1	1
59	на котором он	1	1
60	иметь в виду	1	1
61	имеется и в	1	1
62	это означает что	1	1
63	ни к каким	1	1
64	не сами по	1	1
65	это было бы	1	1
66	равно как и	1	1
67	пор мы рассматривали	1	1
68	дело здесь в	1	1
69	никак не может	2	1
70	о том как	2	1
71	в этом случае	5	1
72	только тогда когда	1	1
73	же как и	2	1
74	нет необходимости приводить	1	1
75	и больше ничего	2	1
76	но если это	1	1
77	сами по себе	6	1
78	но оно не	1	1
79	сказать что и	1	1
80	а может быть	1	1
81	на самом же	4	1
82	только то что	2	1
83	к тому или	1	1
84	но он не	1	1
85	только тем что	1	1
86	указанием на то	1	1
87	просто как таковое	1	1
88	д все это	1	1
89	является не чем	1	1
90	еще не есть	2	1
91	при таком положении	1	1
92	не чем иным	1	1
93	именно потому что	3	1
94	в том чтобы	1	1
95	не только в	2	1
96	тому или иному	1	1
97	всего мы должны	1	1
98	таким образом и	1	1
99	ответ на этот	1	1
100	во многих местах	1	1
101	по существу своему	1	1
102	нечто целое и	2	1
103	как мы это	1	1
104	в себе как	1	1
105	связаны между собой	1	1
106	если это так	1	1
107	в одном случае	1	1
108	уже по одному	1	1
109	это не значит	1	1
110	но и с	1	1
111	уже видели что	1	1
112	нет ничего нового	1	1
113	самом же деле	4	1
114	происходит в мифе	1	1
115	и для нас	1	1
116	мы уже видели	1	1
117	по себе не	1	1
118	мы могли бы	3	1
119	если мы будем	1	1
120	что они не	1	1
121	есть не что	4	1
122	только в связи	1	1
123	таким образом в	1	1
124	чем иным как	1	1
125	в такой форме	1	1
126	и что такое	1	1
127	и к другим	1	1
128	в первом случае	1	1
129	того или иного	3	1
130	содержат в себе	1	1
131	что иное как	4	1
132	виде и что	1	1
133	относится и к	1	1
134	смысле этого слова	1	1
135	содержит в себе	3	1
136	что здесь мы	1	1
137	по себе но	1	1
138	к тому что	1	1
139	не значит что	2	1
140	не что иное	4	1
141	прежде всего мы	1	1
142	бы мы захотели	1	1
143	тех или иных	4	1
144	то же что	1	1
145	дело не в	2	1
146	и в этом	6	1
147	приводит нас к	1	1
148	для того чтобы	1	1
149	при помощи которого	1	1
150	что и в	3	1
151	к тому же	1	1
152	по себе а	3	1
153	том что и	1	1
154	можно сколько угодно	1	1
155	мы еще не	1	1
