N	2gram	Tiupa_Vved_1	Hudozhes
1	том что	7	16
2	и в	13	14
3	у чехова	1	13
4	так и	8	13
5	не только	20	12
6	при этом	26	12
7	о том	5	12
8	в том	10	12
9	а не	15	12
10	в себе	5	11
11	в этом	21	11
12	прежде всего	7	11
13	в рассказе	6	11
14	в своей	5	10
15	для него	3	10
16	то же	5	9
17	как и	11	9
18	чеховского рассказа	3	9
19	что он	1	9
20	в качестве	8	9
21	у него	1	9
22	по отношению	7	8
23	в этой	1	8
24	как в	4	8
25	то что	6	8
26	же время	3	8
27	в его	4	8
28	между тем	1	8
29	отношению к	7	8
30	в то	4	8
31	еще не	7	7
32	тогда как	10	7
33	это не	6	7
34	своего рода	10	7
35	не в	6	7
36	к тому	6	7
37	уже не	5	7
38	не может	7	7
39	как бы	4	7
40	а в	6	7
41	как правило	6	6
42	в концовке	2	6
43	в первой	1	6
44	человека в	1	6
45	было бы	4	6
46	читателя в	1	6
47	никогда не	4	6
48	рассказа в	1	6
49	жизни в	4	6
50	что в	3	6
51	самом деле	3	5
52	перед нами	6	5
53	но в	6	5
54	об этом	4	5
55	точки зрения	1	5
56	не менее	4	5
57	и его	5	5
58	потому что	5	5
59	к себе	1	5
60	и он	1	5
61	можно было	2	5
62	только в	6	5
63	может быть	18	5
64	но и	19	5
65	в частности	13	5
66	в аспекте	2	5
67	интерес к	1	5
68	в этих	3	5
69	героя и	3	5
70	жизни и	7	5
71	художественного целого	1	4
72	и о	1	4
73	в ней	4	4
74	столь же	1	4
75	а только	1	4
76	в центре	2	4
77	в своем	5	4
78	и к	2	4
79	то в	1	4
80	в самом	2	4
81	всего лишь	5	4
82	та же	1	4
83	на то	1	4
84	что она	1	4
85	он не	3	4
86	картины мира	5	4
87	и с	2	4
88	несмотря на	1	4
89	тем не	3	4
90	тому что	1	4
91	с ним	3	4
92	по своей	3	4
93	связи с	1	4
94	как будто	4	4
95	в духе	1	4
96	картина мира	12	4
97	можно сказать	4	4
98	того что	6	4
99	один из	3	4
100	уединенного сознания	1	4
101	себя в	1	4
102	из них	1	4
103	в конце	1	4
104	как раз	2	4
105	не было	2	4
106	и все	4	4
107	человеческой жизни	3	4
108	мы узнаем	1	4
