N	4gram	Losev_Prob_1	Istorich
1	точно так же и	2	3
2	не что иное как	2	2
3	и т д и	4	2
4	во всех этих случаях	1	2
5	мы здесь не будем	1	1
6	ни один из них	1	1
7	и т д все	1	1
8	не сам по себе	1	1
9	то это значит что	1	1
10	а может быть даже	1	1
11	о том как он	1	1
12	в связи с этим	1	1
13	только с одним условием	1	1
14	и т д здесь	1	1
15	в связи с ее	1	1
16	как мы увидим ниже	2	1
17	с тем что в	1	1
18	до сих пор мы	2	1
19	сих пор мы рассматривали	1	1
20	иметь в виду то	1	1
21	мы уже видели что	1	1
22	один из них не	1	1
23	есть не что иное	2	1
