N	4gram	Vygotskiy__4	Psycholo
1	заключается в том что	13	4
2	одно и то же	6	3
3	одним и тем же	3	3
4	не что иное как	1	2
5	в самом деле если	1	2
6	состоит в том что	3	2
7	о котором мы говорили	1	2
8	мы могли бы сказать	2	2
9	одного и того же	5	2
10	а с другой стороны	1	2
11	одной и той же	4	2
12	могли бы сказать что	2	2
13	мы имеем дело с	1	1
14	что оно может быть	1	1
15	принять во внимание что	1	1
16	остановиться на этом вопросе	1	1
17	видим таким образом что	4	1
18	в том что мы	1	1
19	можно было бы назвать	2	1
20	заключается в том чтобы	1	1
21	в то время как	1	1
22	с этой точки зрения	4	1
23	мы видим таким образом	4	1
24	в том что он	1	1
25	в противоречие с собственной	1	1
26	указанием на то что	1	1
27	с объективной точки зрения	1	1
28	если принять во внимание	1	1
29	что с точки зрения	1	1
30	в том что в	1	1
31	с одной стороны и	2	1
32	друг с другом мы	1	1
33	в себе два противоположных	1	1
34	с другой стороны мы	2	1
35	один и тот же	7	1
36	но вместе с тем	2	1
37	в том виде как	1	1
38	в собственном смысле слова	1	1
39	на то что в	1	1
40	так же как и	4	1
41	не только то что	1	1
42	ту же самую мысль	1	1
43	по одному тому что	1	1
44	это означает что в	1	1
