N	2gram	Bakhtin_fo_2	Formalny
1	и не	9	30
2	вовсе не	13	28
3	и в	46	27
4	может быть	7	25
5	не может	2	24
6	так и	7	21
7	и его	12	19
8	в этом	22	18
9	таким образом	3	18
10	а не	4	17
11	самом деле	1	16
12	точки зрения	10	16
13	то же	8	15
14	в нем	5	15
15	и пр	2	15
16	между ними	2	15
17	на самом	1	14
18	как и	8	14
19	с точки	8	14
20	не в	9	12
21	если бы	1	12
22	и т	14	11
23	в самом	1	11
24	и от	2	11
25	не могут	1	10
26	место в	4	10
27	но и	9	10
28	не только	11	9
29	лишь в	2	9
30	как его	2	9
31	так как	6	9
32	так же	2	9
33	отнюдь не	4	8
34	с помощью	3	8
35	как бы	10	8
36	при этом	6	8
37	ни в	1	8
38	как мы	6	8
39	в пределах	5	8
40	только в	11	8
41	то что	7	8
42	и все	6	8
43	что в	5	8
44	тем же	2	7
45	с тем	2	7
46	же время	4	7
47	потому что	8	7
48	его в	6	7
49	между тем	1	7
50	в его	8	7
51	в том	10	7
52	там где	2	7
53	все это	6	7
54	совершенно не	1	7
55	в то	5	7
56	здесь и	1	6
57	действительности и	1	6
58	еще не	6	6
59	но в	10	6
60	все эти	5	6
61	т д	3	6
62	в своей	1	6
63	и ее	1	6
64	было бы	2	6
65	в литературе	2	6
66	что он	3	6
67	с другой	2	6
68	более того	1	6
69	вместе с	9	6
70	в данном	2	6
71	все же	6	6
72	и для	9	6
73	бы в	1	6
74	истории литературы	1	6
75	во всяком	2	6
76	совсем не	2	5
77	но не	5	5
78	в истории	4	5
79	в одной	2	5
80	так сказать	7	5
81	в каждом	1	5
82	войти в	1	5
83	материала в	1	5
84	того чтобы	8	5
85	сводится к	1	5
86	если же	1	5
87	в ней	1	5
88	что они	4	5
89	в дальнейшем	5	5
90	никогда не	6	5
91	в плоскости	2	5
92	говорит он	1	5
93	в литературу	2	5
94	связи с	8	5
95	большинстве случаев	3	5
96	и их	4	5
97	т п	11	5
98	тем что	3	5
99	и потому	2	5
100	в реальном	3	5
101	не является	3	5
102	в результате	1	5
103	другой стороны	1	5
104	можно говорить	1	4
105	мы не	1	4
106	смысл и	1	4
107	он был	2	4
108	менее всего	1	4
109	как в	4	4
110	и как	3	4
111	и те	1	4
112	а вовсе	1	4
113	на ее	1	4
114	бы ни	1	4
115	в корне	2	4
116	данном случае	1	4
117	в ее	1	4
118	том что	4	4
119	по себе	2	4
120	она не	2	4
121	в смысле	5	4
122	мы можем	1	4
123	и является	1	4
124	в роман	2	4
125	могут быть	2	4
126	к тому	3	4
127	роль в	3	4
128	следовательно и	3	4
129	о том	4	4
130	конечно не	4	4
131	уже в	4	4
132	в большинстве	3	4
133	видения и	2	4
134	для того	8	4
135	прежде всего	14	4
136	смысла и	2	4
137	до конца	2	4
138	в связи	8	4
139	мы видели	2	4
140	как это	2	4
141	да и	1	4
142	слова и	3	4
143	между собой	1	4
144	произведения можно	1	4
145	обстоит дело	1	4
146	в романе	13	4
147	от всех	1	4
148	жизни и	8	4
149	они не	1	4
150	формы и	1	3
151	того же	3	3
152	должна быть	1	3
153	мы уже	9	3
154	в виду	3	3
155	и на	7	3
156	в которых	3	3
157	время в	1	3
158	во всех	11	3
159	нет и	3	3
160	бы и	1	3
161	формы в	1	3
162	в себе	4	3
163	вследствие этого	1	3
164	и с	6	3
165	те же	6	3
166	это не	2	3
167	и тем	1	3
168	ее в	3	3
169	он и	1	3
170	раз и	1	3
171	в этих	3	3
172	от его	1	3
173	и более	2	3
174	тому что	1	3
175	в основе	6	3
176	этом отношении	2	3
177	же самое	3	3
178	оно не	1	3
179	в произведении	1	3
180	еще в	1	3
181	жизнь и	3	3
182	в эпоху	4	3
183	видение и	1	3
184	никак не	1	3
185	и что	1	3
186	можно сказать	2	3
187	их в	4	3
188	в них	7	3
189	романа в	2	3
190	и следовательно	1	3
191	в него	1	3
192	дело с	1	3
193	уже не	3	3
194	в поэзии	2	3
195	нуждается в	1	3
196	в конце	2	3
197	души и	1	3
198	у нас	2	3
199	не на	3	3
200	тристрама шенди	1	3
201	в той	2	3
202	того что	3	3
203	дело идет	2	3
204	реальном времени	1	3
205	в условиях	1	3
206	лишь как	1	3
207	жизни в	4	3
208	сказать что	1	3
209	равно как	2	3
210	имеет место	3	3
211	этого романа	2	2
212	смысле слова	2	2
213	ту же	2	2
214	отношения к	4	2
215	чтобы не	1	2
216	человека и	4	2
217	ее роль	1	2
218	это и	1	2
219	в котором	4	2
220	это делают	1	2
221	что уже	1	2
222	в сущности	2	2
223	говорить о	2	2
224	в полной	1	2
225	же что	1	2
226	так называемые	1	2
227	всех сторон	1	2
228	проявляется в	1	2
229	с его	1	2
230	жизни с	2	2
