N	3gram	Vygotskiy__2	Istorich
1	и т д	2	18
2	с другой стороны	2	8
3	в этом случае	1	7
4	с одной стороны	1	7
5	вместе с тем	1	6
6	о том что	4	4
7	в связи с	1	4
8	мы знаем что	4	4
9	мы видим что	2	4
10	тем не менее	4	4
11	так же как	4	3
12	здесь мы имеем	1	3
13	не может быть	8	3
14	за тридевять земель	1	3
15	после того как	1	3
16	для того чтобы	13	3
17	том что при	1	2
18	потому что он	1	2
19	так как в	2	2
20	о том как	1	2
21	же как и	1	2
22	он не может	2	2
23	до сих пор	5	2
24	в данном случае	4	2
25	в том чтобы	3	2
26	но и в	1	2
27	но так как	2	2
28	это значит что	2	2
29	и таким образом	2	2
30	друг с другом	1	2
31	в том что	17	2
32	на то что	6	2
33	как и в	2	2
34	что и в	3	2
35	и здесь он	1	1
36	объясняется тем что	1	1
37	по себе не	1	1
38	это было бы	2	1
39	на самом деле	5	1
40	никак не может	1	1
41	свидетельствует о том	1	1
42	он не только	1	1
43	может быть отнесена	1	1
44	это делается для	1	1
45	и целый ряд	1	1
46	случаев в которых	1	1
47	с точки зрения	10	1
48	только в том	4	1
49	в зависимости от	1	1
50	сам по себе	4	1
51	и тем что	2	1
52	что он не	2	1
53	в отличие от	1	1
54	и тем не	1	1
55	что не только	1	1
56	с тем что	3	1
57	то же время	2	1
58	орудием в руках	1	1
59	точно так же	3	1
60	что все это	2	1
61	с этой точки	1	1
62	указывает на то	2	1
63	в ней не	1	1
64	то время как	2	1
65	ясно показывает что	1	1
66	в которых может	1	1
67	не в том	2	1
68	может быть не	1	1
69	явно указывают на	1	1
70	и что он	1	1
71	состоит в том	2	1
72	ту же роль	1	1
73	и превращение в	1	1
74	потому что в	1	1
75	мы имеем только	1	1
76	в одном случае	1	1
77	целый ряд других	1	1
78	во всяком случае	2	1
79	мы увидим что	1	1
80	мы опять имеем	1	1
81	и в других	1	1
82	т д с	1	1
83	как в данном	1	1
84	этой точки зрения	2	1
85	и в таком	1	1
86	же роль что	1	1
87	таким образом в	2	1
88	то обстоятельство что	1	1
89	в то время	3	1
90	может быть это	1	1
91	в свою очередь	2	1
92	само по себе	3	1
93	мы имели бы	1	1
94	и тем самым	1	1
95	и приходит к	1	1
96	с самого начала	1	1
97	в самом деле	11	1
98	подобно тому как	2	1
99	можно сказать что	1	1
100	совершенно очевидно что	1	1
101	по себе но	1	1
102	в то же	2	1
103	так что он	1	1
104	делается для того	1	1
105	в том смысле	1	1
106	вне всякого сомнения	1	1
107	то же что	2	1
108	ясно что это	1	1
