N	3gram	Vygotskiy__4	DiskursI
1	в отличие от	2	12
2	в данном случае	2	6
3	в том что	31	6
4	как и в	1	5
5	по отношению к	1	4
6	в этом отношении	7	4
7	с одной стороны	9	4
8	не может быть	1	3
9	о том что	3	3
10	и того же	5	2
11	одной стороны и	2	2
12	в обоих случаях	3	2
13	состоит в том	3	2
14	подобно тому как	2	2
15	в этом случае	3	2
16	с точки зрения	11	2
17	в первую очередь	4	2
18	заключает в себе	1	2
19	одно и то	6	2
20	и то что	4	2
21	содержит в себе	2	2
22	так и на	1	2
23	и то же	6	2
24	и как бы	1	2
25	в свое время	2	2
26	одного и того	5	2
27	по своей природе	1	1
28	том что в	1	1
29	не в состоянии	1	1
30	такой же мере	1	1
31	при переходе от	1	1
32	не является ни	1	1
33	мы имеем дело	1	1
34	потому что в	1	1
35	прежде всего в	1	1
36	в самом деле	6	1
37	но в той	1	1
38	друг от друга	1	1
39	с другой стороны	8	1
40	одних и тех	1	1
41	которое возникает в	1	1
42	друг на друга	5	1
43	бы то ни	1	1
44	и т.п но	1	1
45	приходит к выводу	1	1
46	только то что	1	1
47	данном случае не	2	1
48	то что в	1	1
49	при этом не	1	1
50	на каждом шагу	6	1
51	а с другой	2	1
52	одном и том	1	1
53	и тех же	1	1
54	в своем значении	1	1
55	и в частности	1	1
56	в целом и	2	1
57	между ним и	1	1
58	в такой же	1	1
59	то ни было	1	1
60	и том же	1	1
61	говоря уже о	1	1
62	а также и	1	1
63	не могут быть	2	1
64	во всяком случае	3	1
65	и той же	4	1
66	возникает в результате	1	1
67	решающую роль в	1	1
68	только в качестве	1	1
69	между тем как	3	1
70	в переходе от	1	1
71	равно как и	1	1
72	с самого начала	1	1
73	можно сказать что	1	1
74	на всем протяжении	2	1
75	что на деле	1	1
76	в том числе	2	1
77	одной и той	4	1
78	тем не менее	1	1
79	связи и отношения	1	1
80	том числе и	2	1
81	речь идет о	3	1
82	не говоря уже	1	1
