N	2gram	Voloshinov_1	Marksizm
1	точки зрения	1	34
2	может быть	1	26
3	и не	1	26
4	не может	4	24
5	с точки	1	20
6	и в	3	19
7	языка как	1	17
8	абстрактного объективизма	1	16
9	социального общения	2	12
10	связи с	1	11
11	для него	1	9
12	не только	1	8
13	но и	1	8
14	язык как	1	7
15	то же	1	7
16	в каждом	1	7
17	а не	1	7
18	в его	1	6
19	общения и	2	5
20	и все	1	5
21	и на	1	4
22	нет и	1	4
23	так называемая	1	4
24	не менее	1	4
25	в ней	1	4
26	в языке	1	4
27	этой проблемы	1	4
28	в лингвистике	1	4
29	в то	1	3
30	же время	1	3
31	с другими	1	3
32	вполне понятно	1	3
33	в конкретном	1	2
34	вопросов мы	1	2
35	из этих	1	2
36	бы в	1	2
37	лучше всего	1	2
38	тому что	1	2
39	к тому	1	2
40	если бы	1	2
41	ситуации и	1	2
42	себя от	1	2
43	речь и	1	2
44	фосслера и	1	2
45	как среды	1	2
46	речевых форм	1	1
47	при анализе	1	1
48	о формах	1	1
49	и предварительно	1	1
50	ни один	1	1
51	направления абстрактного	1	1
52	и социальной	1	1
53	в школе	1	1
54	школы фосслера	1	1
55	форм становится	1	1
56	конкретного осуществления	1	1
57	с теми	1	1
58	науку о	1	1
59	его от	1	1
60	первая часть	1	1
61	называемая женевская	1	1
62	школе фосслера	1	1
63	в особенности	1	1
64	на нее	1	1
65	социальной борьбы	1	1
66	подхода к	1	1
67	и должно	1	1
68	вторая половина	1	1
69	этого общения	1	1
70	мы видим	1	1
71	влияния на	1	1
72	бы на	1	1
73	в системе	1	1
74	женевская школа	1	1
75	можно назвать	1	1
