N	3gram	Losev_Dial_1	Istorich
1	и т д	19	15
2	в этих случаях	1	7
3	с другой стороны	4	7
4	до сих пор	2	5
5	в том что	7	5
6	тем не менее	1	5
7	что иное как	1	3
8	в связи с	1	3
9	не что иное	1	3
10	точно так же	2	2
11	таким образом и	1	2
12	с одной стороны	2	2
13	то время как	1	2
14	мы уже знаем	1	2
15	во всяком случае	2	2
16	в то время	1	2
17	о том что	2	2
18	но все же	1	2
19	к тому же	1	2
20	уже знаем что	1	1
21	хотя и не	1	1
22	мы найдем что	1	1
23	в чем же	1	1
24	мы имеем дело	1	1
25	и той же	1	1
26	это мы видим	1	1
27	с этим я	1	1
28	т е не	1	1
29	то же можно	1	1
30	она или не	1	1
31	можно найти много	1	1
32	что в данном	1	1
33	с точки зрения	12	1
34	что человек и	1	1
35	сами по себе	1	1
36	есть частный случай	1	1
37	как мы увидим	1	1
38	на самом же	1	1
39	только то что	3	1
40	из того что	1	1
41	ничего не говорят	1	1
42	что в нем	3	1
43	можно было бы	4	1
44	может быть и	3	1
45	в них нет	1	1
46	можно сказать о	1	1
47	не говорят о	1	1
48	так или иначе	1	1
49	сих пор не	1	1
50	однако это не	1	1
51	есть не что	1	1
52	же можно сказать	2	1
53	не с живыми	1	1
54	вступить в брак	1	1
55	чтобы убедиться что	1	1
56	мы должны считать	2	1
57	не говорит и	1	1
58	это и есть	2	1
59	на самом деле	2	1
60	а не с	1	1
61	ничего общего с	3	1
62	не может быть	3	1
63	т д или	1	1
64	с самого начала	1	1
65	мы должны поставить	1	1
66	при известных условиях	1	1
67	и даже не	2	1
68	можно сказать что	3	1
69	к своему собственному	1	1
70	на то что	4	1
71	это далеко не	1	1
72	друг от друга	1	1
73	заметить что в	1	1
74	одной и той	1	1
75	было у него	1	1
76	друг с другом	1	1
77	самом же деле	1	1
78	если бы это	1	1
79	что там где	1	1
80	т д в	1	1
81	именно так и	1	1
82	она не может	1	1
