N	2gram	Tiupa_Lite_2	Formalny
1	и в	19	38
2	в этом	9	27
3	может быть	17	23
4	и его	3	21
5	таким образом	1	20
6	и не	11	20
7	в самом	1	16
8	не в	4	15
9	прежде всего	4	15
10	и т	2	14
11	не может	9	14
12	в нем	3	13
13	связи с	1	13
14	но и	10	13
15	в пределах	1	12
16	в поэзии	3	12
17	с тем	2	11
18	в том	10	11
19	вовсе не	2	11
20	с другими	1	10
21	в его	4	10
22	не только	8	9
23	при этом	6	9
24	и с	3	9
25	как и	10	9
26	языка в	1	9
27	т п	2	9
28	самом деле	1	8
29	отнюдь не	4	8
30	все же	2	8
31	точки зрения	4	8
32	так и	7	8
33	что и	2	8
34	тем что	4	8
35	в первом	1	7
36	как мы	1	7
37	для него	4	7
38	в своей	1	7
39	с точки	3	7
40	во втором	1	7
41	уже не	2	7
42	этом отношении	3	7
43	в других	1	7
44	не могут	1	7
45	по существу	3	7
46	слова и	7	7
47	что в	4	7
48	в ней	4	6
49	в истории	2	6
50	все эти	1	6
51	в этой	3	6
52	то же	12	6
53	было бы	2	6
54	он не	5	6
55	в их	3	6
56	могут быть	2	6
57	все время	1	6
58	то что	7	6
59	не было	2	6
60	вместе с	5	6
61	а не	20	6
62	как раз	2	6
63	в результате	2	6
64	хотя бы	2	6
65	а в	3	6
66	это и	1	5
67	по преимуществу	2	5
68	должна быть	1	5
69	в первый	2	5
70	во всех	3	5
71	в слове	1	5
72	в то	9	5
73	в основе	2	5
74	же время	9	5
75	сводится к	1	5
76	и только	2	5
77	идеологического кругозора	1	5
78	что он	3	5
79	именно в	1	5
80	что же	1	5
81	более того	1	5
82	и для	3	5
83	бы в	1	5
84	еще более	1	5
85	здесь и	1	4
86	в сущности	3	4
87	как в	1	4
88	и наконец	2	4
89	и к	2	4
90	не следует	1	4
91	в статье	1	4
92	мы видели	1	4
93	не столько	3	4
94	ничего не	3	4
95	к тому	1	4
96	здесь не	1	4
97	но в	2	4
98	и теперь	1	4
99	что не	2	4
100	из них	2	4
101	так как	3	4
102	даже и	2	4
103	лишь для	1	4
104	в особенности	1	4
105	и даже	8	4
106	другой стороны	4	4
107	на фоне	5	4
108	мы говорим	1	4
109	как бы	2	4
110	к этому	1	4
111	они не	1	4
112	же как	2	3
113	тем же	3	3
114	и до	2	3
115	мы не	4	3
116	общения в	1	3
117	и на	6	3
118	если в	2	3
119	как к	3	3
120	однако не	1	3
121	и как	3	3
122	от этого	1	3
123	что это	1	3
124	в целом	2	3
125	только на	1	3
126	но именно	1	3
127	всех этих	1	3
128	искусство как	1	3
129	его в	1	3
130	он и	2	3
131	такой же	3	3
132	место в	1	3
133	однако и	1	3
134	только и	1	3
135	не является	2	3
136	в области	4	3
137	можно и	1	3
138	того чтобы	1	3
139	так в	5	3
140	в годы	2	3
141	одного из	1	3
142	должно было	1	3
143	того что	5	3
144	в какой	2	3
145	то и	3	3
146	слова в	1	3
147	каждый из	4	3
148	для того	2	3
149	с другой	8	3
150	и прежде	1	3
151	и др	3	3
152	он становится	1	3
153	на самом	1	3
154	и все	1	3
155	о литературе	1	3
156	жизни и	4	3
157	в такой	2	2
158	и то	3	2
159	идет о	3	2
160	поэтическое творчество	1	2
161	едва ли	4	2
162	его не	1	2
163	исследования в	1	2
164	он был	1	2
165	столь же	5	2
166	его здесь	1	2
167	но не	5	2
168	но как	2	2
169	очевидно что	2	2
170	он пишет	1	2
171	отличие от	1	2
172	в художественном	2	2
173	то в	2	2
174	со своей	2	2
175	уже в	2	2
176	в единстве	1	2
177	же это	1	2
178	состоит в	9	2
179	не к	2	2
180	и по	1	2
181	на этом	2	2
182	без исключения	1	2
183	то ни	1	2
184	и иных	2	2
185	должен был	1	2
186	от него	1	2
187	в развитии	1	2
188	том что	7	2
189	в этих	1	2
190	не так	2	2
191	во второй	1	2
192	себе а	1	2
193	в отличие	1	2
194	от его	1	2
195	их в	1	2
196	для этого	2	2
197	даже в	4	2
198	тому что	1	2
199	тем самым	3	2
200	не имеет	1	2
201	не по	2	2
202	находится в	1	2
203	никогда не	3	2
204	этих двух	1	2
205	всего в	1	2
206	что на	1	2
207	и о	1	2
208	на нем	1	2
209	в ее	2	2
210	и от	1	2
211	приводит к	1	2
212	мы в	1	2
213	с ним	2	2
214	в виду	2	2
215	произведения как	1	2
216	является в	1	2
217	произведение искусства	1	2
218	во всей	1	2
219	это не	1	2
220	один из	4	2
221	тем путем	1	2
222	потому что	2	2
223	в качестве	5	2
224	вопроса о	1	2
225	в школе	1	2
226	и других	4	2
227	в конце	2	2
228	образом не	1	2
229	не просто	1	2
230	понятия в	1	2
231	со стороны	3	2
232	а именно	3	2
233	до конца	2	2
234	есть лишь	1	2
235	конце концов	1	2
236	произведения искусства	2	2
237	все более	1	2
238	к его	1	2
239	как это	2	2
240	из этого	1	2
241	но это	3	2
242	в чем	1	2
243	а к	2	2
244	совершенно иной	1	2
245	ее и	1	2
246	с сыном	1	2
247	от всех	1	2
248	ее в	1	2
249	в искусстве	4	2
250	в таком	1	2
251	литературы а	1	1
252	совершенно справедливо	1	1
253	и хотя	1	1
254	того же	4	1
255	и без	2	1
256	поэтической речи	1	1
257	но тем	4	1
258	на деле	1	1
259	что слово	1	1
260	мыслится им	1	1
261	мышления но	1	1
262	обойтись без	1	1
263	поэзии и	2	1
264	той же	2	1
265	есть не	1	1
266	мы имеем	1	1
267	и само	1	1
268	мотива с	1	1
269	на место	1	1
270	из своих	2	1
271	начинается с	1	1
272	не вполне	2	1
273	из того	2	1
274	но даже	1	1
275	или сам	1	1
276	слово не	2	1
277	меньшей степени	1	1
278	бы то	1	1
279	художественном творчестве	1	1
280	иного рода	1	1
281	словами как	1	1
282	то он	1	1
283	прошлого не	2	1
284	в эти	1	1
285	органической связи	1	1
286	с лица	1	1
287	общего с	1	1
288	в своем	1	1
289	и нет	2	1
290	художественным творчеством	1	1
291	бы лишь	1	1
292	и где	1	1
293	в круг	1	1
294	в действительности	1	1
295	в этот	1	1
296	за собой	1	1
297	где все	1	1
298	в литературном	1	1
299	в нашем	2	1
300	особое место	1	1
301	но он	1	1
302	с художественной	1	1
303	как он	2	1
304	на то	1	1
305	тем не	2	1
306	сегодняшний день	1	1
307	и еще	2	1
308	он должен	1	1
309	в принципе	5	1
