N	2gram	Medvedev_F_1	Hudozhes
1	том что	1	16
2	и в	24	14
3	так и	18	13
4	не только	7	12
5	при этом	5	12
6	в том	6	12
7	а не	10	12
8	и т	12	11
9	в себе	3	11
10	в этом	15	11
11	прежде всего	22	11
12	в своей	11	10
13	для него	3	10
14	то же	10	9
15	как и	11	9
16	что он	3	9
17	у него	1	9
18	по отношению	4	8
19	в этой	6	8
20	как в	8	8
21	то что	8	8
22	т п	4	8
23	же время	8	8
24	ничего не	2	8
25	в его	23	8
26	между тем	2	8
27	отношению к	4	8
28	в то	9	8
29	еще не	6	7
30	тогда как	1	7
31	это не	2	7
32	своего рода	1	7
33	не в	8	7
34	к тому	3	7
35	уже не	2	7
36	именно в	8	7
37	не может	16	7
38	как бы	6	7
39	а в	6	7
40	в первой	1	6
41	было бы	6	6
42	никогда не	4	6
43	жизни в	2	6
44	что в	4	6
45	самом деле	6	5
46	с его	4	5
47	перед нами	1	5
48	но в	5	5
49	ни в	2	5
50	точки зрения	16	5
51	не менее	11	5
52	и его	10	5
53	потому что	1	5
54	во второй	1	5
55	только в	2	5
56	по мнению	1	5
57	друг друга	4	5
58	может быть	14	5
59	но и	7	5
60	в частности	4	5
61	в этих	1	5
62	одновременно и	1	5
63	жизни и	7	5
64	художественного целого	2	4
65	мы уже	1	4
66	и о	1	4
67	в ней	10	4
68	а только	2	4
69	в своем	11	4
70	и к	4	4
71	в действительности	2	4
72	то в	1	4
73	в самом	5	4
74	та же	1	4
75	на то	1	4
76	он не	3	4
77	и с	8	4
78	несмотря на	1	4
79	тем не	1	4
80	тому что	1	4
81	с ним	2	4
82	она не	6	4
83	в русской	1	4
84	по своей	1	4
85	связи с	3	4
86	в духе	1	4
87	и это	2	4
88	можно сказать	1	4
89	того что	5	4
90	один из	3	4
91	себя в	1	4
92	из них	1	4
93	как раз	2	4
94	не было	3	4
95	и все	6	4
96	только что	1	4
97	т е	34	4
98	и от	7	4
99	по преимуществу	1	3
100	с точки	13	3
101	едва ли	1	3
102	говорить о	1	3
103	в мире	4	3
104	и на	8	3
105	в ее	8	3
106	отнюдь не	6	3
107	идет о	2	3
108	в б	1	3
109	как к	3	3
110	все же	3	3
111	друга не	1	3
112	но он	1	3
113	в нем	14	3
114	т д	8	3
115	и по	1	3
116	на этом	1	3
117	лишь в	8	3
118	его в	3	3
119	первой главе	1	3
120	в предыдущей	2	3
121	с этим	2	3
122	в своих	2	3
123	ничем не	3	3
124	такой же	1	3
