N	2gram	Berdyaev_M_1	RusskieA
1	и в	28	29
2	т е	2	24
3	том что	3	22
4	в том	6	22
5	что в	10	22
6	как бы	2	18
7	так как	3	13
8	может быть	30	13
9	в землю	1	13
10	во время	1	12
11	в этом	20	11
12	как и	5	11
13	в этот	2	10
14	не только	29	10
15	и с	3	10
16	все это	6	10
17	во многих	1	9
18	а на	1	9
19	о том	2	9
20	а в	4	9
21	его в	3	8
22	но и	25	8
23	как в	2	7
24	мы имеем	1	6
25	мы не	1	6
26	еще не	1	6
27	и на	6	6
28	того чтобы	2	6
29	для нас	3	6
30	для того	2	6
31	с тем	9	6
32	вместе с	6	6
33	и т	1	5
34	но не	8	5
35	но в	7	5
36	на земле	2	5
37	это не	5	5
38	не может	28	5
39	потому что	16	5
40	и что	2	5
41	будто бы	3	5
42	к земле	1	5
43	земли и	1	5
44	к жизни	1	5
45	то что	5	5
46	с ней	2	5
47	к этому	2	5
48	вопрос о	2	4
49	не все	2	4
50	уже не	4	4
51	в них	4	4
52	в которых	4	4
53	не в	16	4
54	земле и	1	4
55	у нас	5	4
56	к нему	7	4
57	так что	1	4
58	то и	1	4
59	а не	25	4
60	о чем	2	4
61	так же	1	4
62	и все	10	4
63	и через	1	3
64	и о	1	3
65	в ее	3	3
66	все эти	2	3
67	в этой	6	3
68	что она	1	3
69	и по	4	3
70	на этом	3	3
71	живет в	2	3
72	должен был	4	3
73	церковь и	2	3
74	в этих	4	3
75	в котором	8	3
76	в отличие	1	3
77	но он	9	3
78	она не	4	3
79	не имеет	3	3
80	и после	1	3
81	во всех	1	3
82	в свете	3	3
83	а именно	1	3
84	того что	7	3
85	между тем	1	3
86	отличие от	1	3
87	связаны с	1	3
88	тем что	4	3
89	до конца	14	3
90	пишет в	1	3
91	и там	4	3
92	и от	2	3
93	было бы	10	3
94	но если	3	3
95	вряд ли	3	2
96	также что	1	2
97	одним из	2	2
98	и то	1	2
99	на самом	1	2
100	переход от	1	2
101	это и	4	2
102	и несут	1	2
103	но она	1	2
104	что иное	1	2
105	иное как	1	2
106	не был	7	2
107	природы и	1	2
108	иногда и	1	2
109	с этим	3	2
110	ней в	1	2
111	все же	2	2
112	и как	2	2
113	не было	18	2
114	перед ней	1	2
115	та же	1	2
116	в которой	6	2
117	под ним	2	2
118	если он	5	2
119	после этого	1	2
120	не к	4	2
121	людей и	2	2
122	в образе	1	2
123	об этом	1	2
124	для них	3	2
125	должно быть	3	2
126	многие другие	1	2
127	и еще	3	2
128	так в	1	2
129	в своей	15	2
130	в их	4	2
131	не столько	1	2
132	должны были	1	2
133	не менее	1	2
134	а иногда	1	2
135	в то	2	2
136	когда они	1	2
137	никогда не	14	2
138	к ней	4	2
139	на природу	2	2
140	во всем	1	2
141	в момент	3	2
142	все то	1	2
143	когда мы	2	2
144	говорит о	1	2
145	должен быть	2	2
146	в виду	2	2
147	то время	2	2
148	можно было	1	2
149	еще в	2	2
150	жизнь и	1	2
151	а к	1	2
152	своей книге	1	2
153	в глаза	1	2
154	влияние на	1	2
155	все в	6	2
156	что и	4	2
157	также в	1	2
158	в него	3	2
159	бросается в	1	2
160	один из	4	2
161	сразу же	1	2
162	в новой	1	2
163	этот вопрос	1	2
164	и ее	1	2
165	одно из	3	2
166	связано с	2	2
167	чем в	2	2
168	человека а	3	2
169	прежде всего	10	2
170	нет никаких	2	2
171	в европе	1	2
172	в течение	1	2
173	могут быть	2	2
174	с этой	4	2
175	вокруг него	1	2
176	и для	2	2
177	решить вопрос	2	2
178	за этим	1	2
179	жизни в	2	2
180	не что	1	2
181	в своих	1	2
182	ту же	1	1
183	отношение к	4	1
184	человека и	14	1
185	через которые	1	1
186	к этой	2	1
187	и есть	14	1
188	из самых	8	1
189	и до	1	1
190	похожее на	1	1
191	с таким	1	1
192	мы уже	1	1
193	она в	1	1
194	под ними	1	1
195	уверен что	1	1
196	не во	1	1
197	в первый	1	1
198	не была	3	1
199	есть царство	1	1
200	то это	1	1
201	тут все	2	1
202	в ней	15	1
203	на нем	1	1
204	смотрят на	1	1
205	тем как	1	1
206	если в	1	1
207	ответ на	1	1
208	он пишет	1	1
209	теории он	1	1
210	нет и	5	1
211	что они	1	1
212	относится к	2	1
213	в своем	10	1
214	в различные	1	1
215	к новому	2	1
216	человек на	1	1
217	когда он	3	1
218	он признает	1	1
219	и наконец	1	1
220	увидим что	4	1
221	от этого	2	1
222	в самом	11	1
223	этот случай	2	1
224	этот иной	1	1
225	уже в	4	1
226	он в	2	1
227	тем он	2	1
228	только один	2	1
229	ее как	1	1
230	в мышлении	1	1
231	как он	2	1
232	вообще не	2	1
233	что без	2	1
234	в нем	13	1
235	вера в	3	1
236	этим связано	1	1
237	видел в	1	1
238	всех этих	1	1
239	он должен	3	1
240	есть та	1	1
241	только в	6	1
242	человек с	1	1
243	от нее	5	1
244	значение в	1	1
245	и чтобы	1	1
246	имеет с	1	1
247	на все	1	1
248	из себя	1	1
249	а как	2	1
250	знает что	1	1
251	входит в	2	1
252	дома и	1	1
253	от одного	1	1
254	связанным с	1	1
255	выходя из	1	1
256	только одно	3	1
257	на первую	1	1
258	как живой	1	1
259	нет в	4	1
260	можно найти	1	1
261	не раскрывает	1	1
262	этой связи	1	1
263	в такой	1	1
264	и вокруг	1	1
265	место в	2	1
266	не от	1	1
267	был русским	2	1
268	и этой	1	1
269	мир и	1	1
270	ищут в	1	1
271	только для	1	1
272	как от	1	1
273	из одного	1	1
274	возвращается к	2	1
275	человеку не	1	1
276	что есть	5	1
277	стоит в	1	1
278	этот был	1	1
279	с которой	2	1
280	в русской	1	1
281	и угасание	1	1
282	в основе	2	1
283	это еще	1	1
284	существо не	1	1
285	есть уже	4	1
286	до самой	4	1
287	ничего не	3	1
288	них идет	1	1
289	с одним	1	1
290	многих отношениях	1	1
291	по своей	2	1
292	такая же	1	1
293	и его	9	1
294	же он	1	1
295	как будто	2	1
296	же до	1	1
297	и оно	1	1
298	в духе	1	1
299	и всех	1	1
300	оно не	1	1
301	быть назван	1	1
302	и это	12	1
303	разные стороны	1	1
304	из всего	1	1
305	себе в	1	1
306	указывали на	1	1
307	не могу	1	1
308	и этим	1	1
309	в пределах	1	1
310	приводит к	2	1
311	стороны его	1	1
312	и когда	2	1
313	иной мир	4	1
314	с собой	3	1
315	так и	1	1
316	мог бы	4	1
317	к тем	1	1
318	но у	1	1
319	он был	14	1
320	если бы	2	1
321	с ним	2	1
322	означает что	1	1
323	находится в	1	1
324	и поэтому	1	1
325	с того	2	1
326	может не	2	1
327	и во	2	1
328	нас в	1	1
329	этот момент	1	1
330	в его	9	1
331	но нет	1	1
332	это нужно	1	1
333	во всей	1	1
334	которая должна	1	1
335	в середине	4	1
336	все время	1	1
337	и мир	2	1
338	же можно	2	1
339	уходит в	1	1
340	быть и	1	1
341	с той	1	1
342	на которой	1	1
343	как соответствующие	1	1
344	о двух	1	1
345	к свету	1	1
346	что он	10	1
347	пришел к	1	1
348	для русских	1	1
349	мы увидим	3	1
350	ли он	1	1
351	и действительно	1	1
352	те которые	9	1
353	стоящего на	1	1
354	от них	1	1
355	в эти	1	1
356	человека с	2	1
357	же и	1	1
358	с нею	1	1
359	он очень	1	1
360	так называемый	2	1
361	ни с	4	1
362	мир в	3	1
363	к растерзанию	1	1
364	был бы	10	1
365	не так	3	1
366	для него	11	1
367	корней но	1	1
368	всяком случае	1	1
369	в одном	1	1
370	в конце	7	1
371	в состоянии	1	1
372	себя от	1	1
373	ее не	1	1
374	к ним	1	1
375	как его	1	1
376	такова концепция	1	1
377	встречаемся с	1	1
378	свои границы	1	1
379	рядом с	1	1
380	рост и	1	1
381	время как	2	1
382	в другой	1	1
383	в это	1	1
384	нужно было	1	1
385	и даже	1	1
386	как у	1	1
387	по своим	1	1
388	и др	1	1
389	на поверхности	5	1
390	близко к	1	1
391	притом не	1	1
392	и возвращается	1	1
393	не на	1	1
394	быть принята	2	1
395	в христианской	1	1
396	этом основании	1	1
397	него не	2	1
398	под влиянием	1	1
399	есть одно	2	1
400	человек или	1	1
401	имея в	1	1
402	эти слова	2	1
403	исходит от	1	1
404	в одной	1	1
405	и потому	10	1
406	в иных	3	1
407	к себе	1	1
408	природа в	1	1
409	напоминает так	1	1
410	по своему	2	1
411	если человек	1	1
412	как конец	1	1
413	западной европе	1	1
414	ко всему	1	1
415	был в	4	1
416	который он	1	1
417	и более	1	1
418	и жизнь	2	1
419	быть не	2	1
420	по ним	1	1
421	и не	11	1
422	в огне	1	1
423	на пути	4	1
424	но это	1	1
425	это выражение	1	1
426	в царстве	1	1
427	он видел	1	1
428	она может	2	1
429	от него	4	1
430	тем более	1	1
431	и преследовала	1	1
432	христианства к	1	1
433	к ее	1	1
434	его к	1	1
435	он же	1	1
436	только с	1	1
437	все еще	1	1
438	в период	1	1
439	в свою	2	1
440	более поздний	1	1
441	сказать что	2	1
442	есть и	3	1
443	и состоит	1	1
444	быть признана	1	1
445	во всяком	1	1
446	и эта	1	1
447	все что	2	1
