N	2gram	Nazirov_Vr_1	Istorich
1	и в	8	22
2	в этом	8	17
3	т е	3	16
4	что в	7	15
5	не только	9	14
6	но и	7	12
7	и не	5	12
8	попадает в	1	11
9	в этих	1	11
10	может быть	4	11
11	но в	6	10
12	таким образом	2	10
13	еще не	2	10
14	в нем	6	9
15	в том	3	9
16	что он	4	9
17	вместе с	2	9
18	что они	1	8
19	не знаю	1	8
20	с этим	1	8
21	том что	3	8
22	но не	1	7
23	то что	7	7
24	уже не	2	7
25	из них	2	7
26	с другой	1	7
27	другой стороны	1	7
28	предположить что	1	7
29	к этому	3	7
30	то же	5	6
31	не все	1	6
32	это не	4	6
33	во время	2	6
34	как указывает	1	6
35	ничего не	1	6
36	связи с	3	6
37	так в	2	6
38	в них	2	6
39	друг друга	1	6
40	а в	2	6
41	все же	6	5
42	он не	3	5
43	в этой	2	5
44	тем не	1	5
45	не менее	2	5
46	могут быть	1	5
47	живет в	1	5
48	к нему	1	5
49	в свете	1	5
50	того что	1	5
51	один из	1	5
52	до сих	1	5
53	в частности	1	5
54	или по	1	5
55	этот мотив	1	5
56	сих пор	1	5
57	одним из	3	4
58	отношение к	2	4
59	и с	6	4
60	не всегда	1	4
61	можно найти	1	4
62	но он	3	4
63	и его	3	4
64	тем что	3	4
65	в другой	1	4
66	его и	2	4
67	они не	1	4
68	для нас	4	4
69	в свою	2	4
70	не может	2	4
71	в русских	2	3
72	их и	1	3
73	я не	3	3
74	представление о	1	3
75	и ее	2	3
76	не совсем	1	3
77	в чем	3	3
78	некоторое время	1	3
79	целый ряд	4	3
80	и как	3	3
81	в целом	1	3
82	их в	2	3
83	его в	3	3
84	дома и	1	3
85	было бы	1	3
86	все равно	1	3
87	далеко не	3	3
88	как и	6	3
89	одном из	1	3
90	не будем	1	3
91	в русской	3	3
92	никогда не	2	3
93	потому что	1	3
94	он и	1	3
95	о том	4	3
96	что у	3	3
97	на нее	1	3
98	этому же	1	3
99	от них	1	3
100	в его	3	3
101	можно проследить	1	3
102	никого не	1	3
103	и у	3	3
104	при помощи	2	3
105	прежде всего	1	3
106	у него	5	3
107	в связи	3	3
108	если это	1	3
109	о себе	3	3
110	так же	4	3
111	быть и	1	3
112	но это	2	3
113	между прочим	1	3
114	и от	1	3
115	и все	7	3
116	равно как	1	3
117	все что	1	3
118	и то	2	2
119	говорилось выше	1	2
120	и есть	1	2
121	в котором	6	2
122	и пошел	1	2
123	той же	1	2
124	же как	2	2
125	и он	2	2
126	в ней	4	2
127	как правило	1	2
128	в сторону	1	2
129	в качестве	1	2
130	на стол	1	2
131	независимо от	1	2
132	его на	2	2
133	как в	1	2
134	в своем	3	2
135	хотя и	1	2
136	в этот	3	2
137	то время	1	2
138	во многих	1	2
139	и и	1	2
140	тому же	1	2
141	не могла	1	2
142	при этом	4	2
143	всех этих	1	2
144	никому не	1	2
145	так и	1	2
146	же не	2	2
147	об этой	2	2
148	следить за	1	2
149	он у	1	2
150	и уже	3	2
151	после этого	2	2
152	такой же	1	2
153	ряд деталей	2	2
154	не мог	2	2
155	точки зрения	2	2
156	но они	1	2
157	в то	5	2
158	не имеет	1	2
159	который был	3	2
160	одна из	2	2
161	ли это	1	2
162	во все	1	2
163	на это	2	2
164	и это	2	2
165	и о	3	2
166	роль в	1	2
167	не с	1	2
168	связан с	1	2
169	нам уже	1	2
170	и что	8	2
171	за это	1	2
172	в силу	1	2
173	а также	2	2
174	там же	2	2
175	и большой	1	2
176	между тем	5	2
177	в него	2	2
178	же в	2	2
179	характерно для	1	2
180	из которого	1	2
181	в жизни	1	2
182	мы знаем	2	2
183	всяком случае	1	2
184	в одном	1	2
185	никто не	1	2
186	в особенности	1	2
187	и даже	6	2
188	после смерти	2	2
189	что им	1	2
190	не было	5	2
191	говорит я	1	2
192	всю жизнь	1	2
193	уже давно	1	2
194	матери и	3	2
195	да и	1	2
196	ко мне	2	2
197	с очень	1	2
198	еще более	1	2
199	за него	1	2
200	нет ничего	1	2
201	жизни и	1	2
202	точно так	1	2
203	только не	1	2
204	во всяком	1	2
205	к людям	1	1
206	также что	1	1
207	также и	1	1
208	доступ в	1	1
209	начинается с	1	1
210	он весьма	1	1
211	ясно что	1	1
212	не хочет	1	1
213	и этот	1	1
214	смерти отца	1	1
215	из всех	1	1
216	на место	2	1
217	человека и	1	1
218	это отношение	1	1
219	один пример	1	1
220	на них	1	1
221	столь же	2	1
222	но как	2	1
223	всего он	1	1
224	а одна	1	1
225	к ним	2	1
226	ответ на	2	1
227	некоторые черты	1	1
228	тут же	1	1
229	не просто	1	1
230	к сожалению	1	1
231	отнюдь не	2	1
232	выясняется что	1	1
233	как говорит	1	1
234	по которому	1	1
235	что как	1	1
236	что ее	1	1
237	на губах	1	1
238	хочет сделать	1	1
239	к этой	1	1
240	каким-то образом	1	1
241	что это	1	1
242	потребовать чтобы	1	1
243	на то	3	1
244	этот процесс	1	1
245	одному из	1	1
246	прочим и	1	1
247	по всем	1	1
248	из него	1	1
249	этот период	1	1
250	он тогда	1	1
251	всего то	1	1
252	человека в	3	1
253	по своему	1	1
254	не будет	1	1
255	из-за этого	1	1
256	в мире	2	1
257	отца героя	1	1
258	об этом	5	1
259	в глубине	1	1
260	и руки	1	1
261	заключается в	1	1
262	был очень	1	1
263	вопрос и	1	1
264	его дом	1	1
265	соответствии с	1	1
266	а за	1	1
267	которой он	1	1
268	сообщается о	1	1
269	он сказал	1	1
270	этот материал	1	1
271	в эту	2	1
272	в своей	2	1
273	ясно отношение	1	1
274	с точки	2	1
275	могли иметь	1	1
276	нет необходимости	1	1
277	своего рода	1	1
278	вышел из	1	1
279	что никто	1	1
280	второй раз	1	1
281	через несколько	1	1
282	не могли	1	1
283	в меня	2	1
284	что этот	1	1
285	на востоке	1	1
286	а от	1	1
287	вплоть до	1	1
288	к царю	1	1
289	того как	1	1
290	в плане	1	1
291	рублей а	1	1
292	правда в	1	1
293	это то	1	1
294	он оказался	1	1
295	как при	1	1
296	такая же	1	1
297	во всем	1	1
298	свою мать	1	1
299	до того	1	1
300	в каком	1	1
301	хотел было	2	1
302	начиная с	2	1
303	героев и	1	1
304	это конечно	1	1
305	отличается от	1	1
306	об одном	1	1
307	по характеру	1	1
308	за что	1	1
309	не есть	1	1
310	в одну	2	1
311	ничего общего	1	1
312	вы не	1	1
313	с ее	1	1
314	свою очередь	1	1
315	меня в	1	1
316	в ее	1	1
317	чем говорилось	1	1
318	на той	1	1
319	и сам	1	1
320	это можно	1	1
321	во второй	1	1
322	имеется в	1	1
323	он сам	2	1
324	с ним	4	1
325	можно бы	1	1
326	мне и	2	1
327	из своего	1	1
328	также в	1	1
329	предполагать что	1	1
330	тех пор	1	1
331	постепенно выясняется	1	1
332	героини и	1	1
333	оказалось что	1	1
334	не хотят	1	1
335	пришел к	2	1
336	ему и	1	1
337	с нею	2	1
338	уже в	4	1
339	чтобы он	3	1
340	тем чтобы	1	1
341	в нашей	2	1
342	и разнообразны	1	1
343	в начале	6	1
344	предположение что	1	1
345	так это	1	1
346	к своим	1	1
347	искать в	1	1
348	и их	1	1
349	пока не	1	1
350	обычно не	1	1
351	мы находим	1	1
352	же сообщается	1	1
353	тогда как	2	1
354	от того	1	1
355	так не	1	1
356	и несомненно	1	1
357	нас в	1	1
358	такое же	1	1
359	говорит о	1	1
360	однако в	1	1
361	в соответствии	1	1
362	он отличается	1	1
363	на этот	1	1
364	о чем	2	1
365	враждебное отношение	1	1
366	хотя он	1	1
367	под влиянием	1	1
368	человека как	1	1
369	за тем	1	1
370	д в	1	1
371	к себе	2	1
372	каковы же	1	1
373	что за	1	1
374	для создания	1	1
375	в грязь	3	1
376	в разгар	1	1
377	с тех	1	1
378	по которой	1	1
379	как бы	4	1
380	что же	1	1
381	в основном	1	1
382	в рощу	1	1
383	оба они	1	1
384	все это	4	1
385	но для	1	1
386	б в	1	1
