N	4gram	Vygotskiy__6	Dialekti
1	не с точки зрения	1	2
2	несмотря на то что	2	2
3	можно было бы показать	1	1
4	с точки зрения своей	1	1
5	ясным и убедительным если	1	1
6	в этом и заключается	1	1
7	одной и той же	3	1
8	не что иное как	1	1
9	в то время как	5	1
10	заключается только в том	1	1
11	это не значит что	1	1
12	друг к другу как	2	1
13	есть не что иное	1	1
14	не содержат в себе	1	1
15	друг с другом в	1	1
16	была бы невозможна никакая	1	1
17	когда мы говорим что	2	1
18	в связи с этим	1	1
19	на самом деле не	1	1
