N	2gram	Vygotskiy__2	Hudozhes
1	и в	32	28
2	том что	21	19
3	в ее	2	18
4	и не	10	18
5	в том	37	15
6	а не	7	14
7	в этом	13	13
8	не в	8	13
9	о том	6	12
10	не только	12	11
11	при этом	13	11
12	как и	10	11
13	в его	2	11
14	у нее	1	10
15	уже не	1	10
16	в себе	2	9
17	но и	10	9
18	так и	3	8
19	между тем	4	8
20	что он	13	8
21	в жизни	4	8
22	может быть	18	8
23	казалось что	1	7
24	что она	16	7
25	состоит в	3	7
26	об этом	3	7
27	к тому	7	7
28	в частности	3	7
29	как это	4	7
30	и все	4	7
31	в котором	1	6
32	то же	13	6
33	не было	2	6
34	и с	4	6
35	в глазах	1	6
36	в своей	3	6
37	в то	5	6
38	тем что	9	6
39	казалось бы	2	6
40	для себя	1	6
41	если бы	6	6
42	сводится к	2	6
43	можно сказать	1	6
44	это не	2	6
45	человеческой жизни	1	6
46	а в	4	6
47	то что	21	6
48	жизни и	4	6
49	с его	2	5
50	в этой	6	5
51	как в	9	5
52	в самом	12	5
53	что это	8	5
54	не могла	1	5
55	не менее	8	5
56	никогда не	9	5
57	ничего не	4	5
58	и его	7	5
59	в детстве	1	5
60	она не	2	5
61	и сам	4	5
62	его жизни	2	5
63	только на	5	5
64	для него	1	5
65	наряду с	4	5
66	как бы	6	5
67	с ее	3	5
68	что в	20	5
69	и другие	1	5
70	а между	1	4
71	и т	10	4
72	но не	2	4
73	в художественном	6	4
74	то в	1	4
75	подобно тому	2	4
76	он не	6	4
77	и уже	1	4
78	в других	2	4
79	тем не	4	4
80	для нее	2	4
81	тому что	4	4
82	же время	2	4
83	как будто	7	4
84	и о	1	4
85	того чтобы	14	4
86	в конечном	3	4
87	вслед за	5	4
88	что они	7	4
89	только в	7	4
90	в качестве	1	4
91	что и	17	4
92	как раз	5	4
93	для того	13	4
94	говорит о	2	4
95	не может	17	4
96	тому как	3	4
97	бы и	3	4
98	была бы	2	3
99	чтобы не	1	3
100	человека и	1	3
101	по преимуществу	1	3
102	едва ли	4	3
103	с толстым	1	3
104	и он	3	3
105	в ней	5	3
106	но при	1	3
107	еще не	2	3
108	и на	5	3
109	столь же	4	3
110	всякий раз	2	3
111	для других	1	3
112	со стороны	1	3
113	следующим образом	1	3
114	бы не	2	3
115	как он	2	3
116	в нем	4	3
117	и читателя	1	3
118	можно было	7	3
119	что все	9	3
120	с другими	2	3
