N	3gram	Trubetskoy_1	Istorich
1	с другой стороны	1	8
2	о том что	4	5
3	так же как	3	4
4	с одной стороны	7	4
5	мы имеем в	1	4
6	тем не менее	3	4
7	в том что	3	4
8	этой точки зрения	2	3
9	начинается с того	1	3
10	характер состязания в	1	3
11	с этой точки	2	3
12	мы видим что	1	3
13	не может быть	1	3
14	в данном случае	1	3
15	даже там где	1	2
16	точно так же	3	2
17	после того как	1	2
18	до сих пор	5	2
19	но тем не	1	2
20	так и в	1	2
21	а в том	1	2
22	в то время	1	2
23	но все же	4	2
24	что и в	1	2
25	о том как	1	1
26	сказать что в	1	1
27	тесную связь между	1	1
28	с точки зрения	6	1
29	состоит в том	1	1
30	сам он не	1	1
31	по отношению к	1	1
32	в самом деле	1	1
33	не совсем так	1	1
34	с тех пор	2	1
35	очень много но	1	1
36	то же самое	2	1
37	но далеко не	1	1
38	мы должны признать	2	1
39	но при ближайшем	1	1
40	физическая сила и	1	1
41	бы то ни	2	1
42	а так как	3	1
43	но все это	2	1
44	что мы знаем	1	1
45	магической силы и	1	1
46	совершенно так же	1	1
47	вместе с тем	8	1
48	то ни было	2	1
49	и что он	1	1
50	при ближайшем рассмотрении	1	1
51	и тот же	1	1
52	ни один из	1	1
53	друг на друга	2	1
54	и даже там	1	1
55	в связи с	3	1
56	то что он	2	1
57	как бы то	2	1
58	и потому что	2	1
59	ближайшем рассмотрении оказывается	1	1
60	один и тот	1	1
61	она живет в	1	1
62	более или менее	5	1
63	но с другой	1	1
64	похожи друг на	1	1
65	рассмотрении оказывается что	1	1
66	а после смерти	1	1
67	с тем и	2	1
68	мы видели что	1	1
