N	2gram	Losev_Prob_5	Vladivir
1	и в	30	31
2	в году	5	30
3	не только	18	24
4	но и	13	19
5	то что	18	18
6	и не	12	17
7	и даже	14	15
8	у него	11	15
9	соловьева в	1	15
10	в этом	17	14
11	том что	17	14
12	и с	5	14
13	он был	2	14
14	что в	5	14
15	но в	9	12
16	в его	12	12
17	что он	7	12
18	по поводу	2	12
19	с его	1	11
20	о том	12	11
21	в том	12	11
22	философии и	1	11
23	между прочим	1	11
24	потому что	13	11
25	и то	5	10
26	также и	12	10
27	он не	3	10
28	так что	11	10
29	как мы	2	9
30	никогда не	7	9
31	в конце	8	9
32	только в	9	9
33	даже и	4	9
34	а в	6	9
35	в те	2	8
36	и по	1	8
37	в то	4	8
38	в дальнейшем	7	8
39	так как	6	8
40	тут же	6	7
41	кроме того	2	7
42	мы уже	1	7
43	как это	1	7
44	и его	6	7
45	об этом	4	7
46	уже в	2	7
47	как раз	5	7
48	еще и	4	7
49	сказать что	9	7
50	того же	4	6
51	то же	2	6
52	и был	2	6
53	не без	1	6
54	то он	1	6
55	и к	4	6
56	он и	5	6
57	в котором	2	6
58	иной раз	2	6
59	у нас	7	6
60	и сам	4	6
61	так и	7	6
62	разного рода	4	6
63	и что	6	6
64	его жизни	1	6
65	можно сказать	6	6
66	в качестве	4	6
67	может быть	7	6
68	и потому	1	6
69	не может	5	6
70	к этому	2	6
71	те времена	2	5
72	не был	1	5
73	в лондоне	1	5
74	когда он	2	5
75	это был	1	5
76	на то	2	5
77	и если	1	5
78	не в	7	5
79	со своим	1	5
80	что и	6	5
81	вовсе не	8	5
82	но он	5	5
83	не было	1	5
84	а с	4	5
85	все это	1	5
86	видно что	1	5
87	и от	1	5
88	а также	3	5
89	с ним	3	5
90	в период	4	5
91	жизни и	2	5
92	в своих	1	5
93	из его	1	4
94	я не	2	4
95	мы и	2	4
96	что его	3	4
97	совсем не	3	4
98	в этой	10	4
99	в своем	11	4
100	хотя и	8	4
101	и как	6	4
102	в этот	1	4
103	в которой	5	4
104	в нашем	1	4
105	в себе	4	4
106	в нем	6	4
107	главным образом	1	4
108	что у	5	4
109	этом смысле	3	4
110	как и	7	4
111	несмотря на	6	4
112	еще в	5	4
113	в своей	22	4
114	и вообще	9	4
115	не раз	1	4
116	дело в	2	4
117	можно судить	1	4
118	же время	1	4
119	к ней	1	4
120	во всем	1	4
121	да и	2	4
122	никак не	8	4
123	к нему	3	4
124	по своей	2	4
125	один из	2	4
126	и у	5	4
127	в я	1	4
128	что для	1	4
129	и все	9	4
130	такого рода	2	4
131	для нас	10	4
132	увидим ниже	1	3
133	на себя	1	3
134	и он	4	3
135	это время	2	3
136	и на	6	3
137	нам представляется	1	3
138	то мы	1	3
139	но не	7	3
140	отношение к	2	3
141	он пишет	2	3
142	и речи	2	3
143	что они	3	3
144	отнюдь не	4	3
145	как в	2	3
146	все же	9	3
147	он в	3	3
148	все эти	2	3
149	но на	1	3
150	едва ли	4	3
151	и вот	1	3
152	на его	2	3
153	это конечно	2	3
154	здесь мы	1	3
155	то есть	21	3
156	не мог	4	3
157	что касается	3	3
158	но это	1	3
159	что этот	5	3
