N	2gram	Propp_Russ_2	Problema
1	и не	1	28
2	не только	10	24
3	только в	1	23
4	в виде	4	22
5	и в	29	20
6	в том	22	20
7	не просто	1	16
8	все эти	3	16
9	то что	5	15
10	потому что	5	15
11	у нас	4	14
12	было бы	3	14
13	но и	8	14
14	перед нами	1	13
15	не в	4	13
16	том что	22	12
17	прежде всего	2	11
18	как будто	1	11
19	отнюдь не	1	10
20	тем не	2	10
21	и его	1	10
22	не менее	2	10
23	так и	1	10
24	в качестве	3	10
25	при помощи	1	10
26	не является	1	10
27	в этом	11	9
28	может быть	13	9
29	и даже	1	9
30	все это	10	9
31	но в	5	8
32	таким образом	6	8
33	если бы	1	8
34	что он	1	8
35	и все	4	8
36	во всяком	1	8
37	то же	4	7
38	мы не	6	7
39	в ней	1	7
40	еще не	6	7
41	и с	10	7
42	это не	5	7
43	здесь не	1	7
44	есть в	2	7
45	с другой	2	7
46	именно в	4	7
47	сказать что	1	7
48	а не	4	7
49	и потому	1	7
50	мы имеем	6	6
51	как символ	1	6
52	при этом	6	6
53	всех этих	1	6
54	об этом	2	6
55	как и	11	6
56	в данном	6	6
57	но если	3	6
58	в виду	2	6
59	и вообще	1	6
60	а также	4	6
61	что здесь	3	6
62	так что	4	6
63	в одно	1	6
64	по своему	1	6
65	но это	1	6
66	и от	3	6
67	для нас	6	6
68	другой стороны	1	6
69	в таком	4	6
70	на самом	2	5
71	но не	5	5
72	как в	7	5
73	хотя и	1	5
74	и если	1	5
75	в нем	1	5
76	те или	1	5
77	в них	4	5
78	в этих	3	5
79	и очень	1	5
80	когда мы	2	5
81	и о	3	5
82	в ее	3	5
83	данном случае	7	5
84	о том	9	5
85	можно сказать	1	5
86	уже не	4	5
87	так как	13	5
88	случае не	1	5
89	здесь в	2	5
90	то и	4	5
91	не может	5	5
92	вместе с	6	5
93	так же	4	5
94	или в	7	5
95	в целях	2	5
96	ничего общего	1	5
97	и т	5	4
98	это и	2	4
99	что его	1	4
100	без всякого	1	4
101	кроме того	2	4
102	и есть	1	4
103	и наконец	1	4
104	уже в	1	4
105	в этой	3	4
106	что она	3	4
107	с тем	6	4
108	несмотря на	1	4
109	в своей	2	4
110	всяком случае	1	4
111	в одном	1	4
112	не имеет	3	4
113	как знак	1	4
114	можно было	2	4
115	жизнь и	2	4
116	с ним	1	4
117	и во	1	4
118	во всех	3	4
119	тем более	1	4
120	и ее	2	4
121	или даже	3	4
122	ни с	1	4
123	с этим	2	4
124	как бы	18	4
125	как раз	1	4
126	и для	2	4
127	же в	6	4
128	а в	9	4
129	в то	2	4
130	в какой	1	4
131	но она	2	3
132	то это	1	3
133	и на	6	3
134	он был	1	3
135	явлений и	1	3
136	же и	1	3
137	в своем	1	3
138	вообще не	1	3
139	т д	5	3
140	но все	1	3
141	в другом	1	3
142	того или	1	3
143	с другими	3	3
144	из них	4	3
145	в новое	1	3
146	здесь нет	1	3
147	как это	4	3
148	связи с	2	3
149	как о	1	3
150	дело не	2	3
151	не всякий	1	3
152	в коем	1	3
153	и является	1	3
154	себе в	1	3
155	как мы	3	3
156	с собой	1	3
157	все в	2	3
158	к нему	4	3
159	в ряд	2	3
160	в его	1	3
161	что и	2	3
162	а это	1	3
163	здесь мы	2	3
164	не так	1	3
165	для него	1	3
166	тем что	3	3
167	само собой	1	3
168	для того	6	3
169	не было	2	3
170	которые как	1	3
171	тем больше	1	3
172	независимо от	1	3
173	из которых	2	3
174	и более	1	3
175	только для	1	3
176	и как	2	3
177	мы должны	1	3
178	в мифе	1	3
179	совершенно не	2	3
180	из этого	2	3
181	что в	22	3
182	мы здесь	2	2
183	и то	2	2
184	в которой	2	2
185	они могут	1	2
186	так чтобы	2	2
187	время как	1	2
188	говорить о	1	2
189	которое в	2	2
190	нет в	1	2
191	между собой	2	2
192	иное как	2	2
193	нет и	1	2
194	что они	1	2
195	относится к	1	2
196	что именно	1	2
197	так называемая	1	2
198	стороны и	1	2
199	все же	2	2
200	и где	1	2
201	не являются	1	2
202	более или	1	2
203	ясно и	1	2
204	что это	3	2
205	ни одна	1	2
206	что к	1	2
207	только один	1	2
208	тому же	1	2
209	если он	2	2
210	что без	1	2
211	с основной	1	2
212	не к	2	2
213	том чтобы	2	2
214	на земле	5	2
215	а вместе	1	2
216	не будет	1	2
217	этого дерева	2	2
218	на все	1	2
219	на этой	1	2
220	его в	8	2
221	для них	2	2
222	далеко не	4	2
223	что чем	1	2
224	и тогда	1	2
225	или менее	1	2
226	в котором	3	2
227	она в	1	2
228	но эта	1	2
229	не будем	3	2
230	ее для	1	2
231	однако в	1	2
232	но они	1	2
233	друг друга	3	2
234	дело в	1	2
235	как таковых	1	2
236	того чтобы	6	2
237	силой в	1	2
238	и по	3	2
239	и притом	1	2
240	к ней	2	2
241	во всем	2	2
242	буквальном смысле	1	2
243	до того	1	2
244	во все	1	2
245	и всех	1	2
246	для его	1	2
247	и это	1	2
248	в пределах	1	2
249	идет речь	1	2
250	и совершенно	1	2
251	и когда	1	2
252	дерева и	2	2
253	живого существа	1	2
254	можно только	1	2
255	для этого	5	2
256	петр i	1	2
257	будем здесь	2	2
258	и что	5	2
259	учения о	1	2
260	там же	12	2
261	вся эта	2	2
262	теперь уже	1	2
263	в литературе	1	2
264	но так	1	2
265	том как	1	2
266	тот же	1	2
267	с ними	1	2
268	очень много	1	2
269	дерева в	2	2
270	по этому	2	2
271	только на	1	2
272	за ним	3	2
273	в конце	1	2
274	то время	2	2
275	в других	15	2
276	же деле	2	2
277	без всякой	1	2
278	в самом	1	2
279	а именно	3	2
280	что иное	2	2
281	говорит о	2	2
282	а наоборот	3	2
283	все время	1	2
284	в это	1	2
285	или по	1	2
286	был в	1	2
287	в человеческом	1	2
288	самом же	2	2
289	из себя	1	2
290	солнца в	1	2
291	будто бы	5	2
292	только что	1	2
293	жизни в	2	2
294	под него	1	2
295	с ней	5	2
296	всех других	1	2
297	не что	2	2
298	и жизнь	1	2
299	а может	1	2
300	без этих	1	1
301	можно говорить	1	1
302	также что	2	1
303	одним из	2	1
304	человека и	1	1
305	смысл этого	1	1
306	и до	1	1
307	что эти	1	1
308	таком виде	2	1
309	и должен	1	1
310	в году	3	1
311	когда уже	1	1
312	с теорией	1	1
313	же как	4	1
314	собой как	1	1
315	что между	1	1
316	что если	1	1
317	вопрос о	4	1
318	здесь вполне	1	1
319	и местами	1	1
320	не была	1	1
321	нас это	1	1
322	новой и	1	1
323	на себя	2	1
324	на свою	1	1
325	мы и	1	1
