N	3gram	Bakhtin_Fr_6	Vladivir
1	о том что	5	7
2	в том что	2	7
3	то что он	1	5
4	дело в том	1	4
5	что же касается	1	4
6	то же время	5	4
7	и то что	2	4
8	в то же	5	4
9	том что в	1	3
10	более или менее	1	3
11	в эти годы	1	3
12	в конце концов	1	3
13	с другой стороны	2	3
14	не может быть	1	3
15	как мы уже	6	3
16	один и тот	1	2
17	на первый план	3	2
18	как мы увидим	2	2
19	не только в	1	2
20	в то время	1	2
21	и тот же	2	2
22	мы уже сказали	3	2
23	можно сказать что	1	2
24	для того чтобы	1	2
25	том что он	1	2
26	что и в	1	2
27	не только во	2	1
28	а за ними	1	1
29	по этому вопросу	1	1
30	в самом деле	4	1
31	и в особенности	2	1
32	в настоящее время	1	1
33	в этой области	1	1
34	свидетельствует о том	1	1
35	несколько слов о	1	1
36	самом же деле	1	1
37	у него были	1	1
38	как это было	1	1
39	и для всех	1	1
40	было для него	1	1
41	к концу века	1	1
42	с ним в	1	1
43	на самом же	1	1
44	только то что	1	1
45	за ними и	1	1
46	в значительной мере	1	1
47	не мог найти	1	1
48	вместе с тем	1	1
49	как раз в	1	1
50	у него в	1	1
51	но в то	1	1
52	с одной стороны	4	1
53	смысле этого слова	1	1
54	в связи с	1	1
55	а также и	2	1
56	в одной плоскости	2	1
57	а с другой	1	1
58	что уже в	1	1
59	притом не только	1	1
60	на первом плане	1	1
61	со всеми его	2	1
62	он был также	1	1
63	до настоящего времени	1	1
64	что касается до	1	1
65	это конечно не	1	1
66	на языке самого	1	1
67	рассуждение о том	1	1
68	был самый настоящий	1	1
69	заключается в том	1	1
70	и все это	1	1
71	и непосредственное влияние	1	1
72	мы не будем	1	1
73	но и для	1	1
74	него были и	1	1
75	за то что	1	1
76	в этой же	1	1
77	и в литературе	2	1
78	чувствует себя в	1	1
79	в особенности же	1	1
80	и столько же	1	1
81	и с его	2	1
82	потому что когда	1	1
83	выдвигает на первый	1	1
84	в этом отношении	3	1
