N	2gram	Medvedev_F_1	FransuaR
1	и в	24	49
2	прежде всего	22	19
3	в его	23	18
4	и на	8	17
5	не только	7	17
6	и его	10	17
7	в этом	15	15
8	и не	20	15
9	в году	2	13
10	в них	3	13
11	только в	2	13
12	но и	7	13
13	как и	11	11
14	как бы	6	11
15	в этой	6	10
16	вовсе не	10	10
17	в нем	14	9
18	для него	3	9
19	и др	5	9
20	все это	9	9
21	отношение к	3	8
22	то же	10	7
23	все же	3	7
24	все эти	6	7
25	таким образом	13	7
26	как мы	5	7
27	один из	3	7
28	не может	16	7
29	о мире	2	7
30	жизни и	7	7
31	мы уже	1	6
32	именно в	8	6
33	во всех	5	6
34	в истории	4	6
35	с их	1	6
36	так и	18	6
37	и с	8	6
38	точки зрения	16	6
39	но он	1	6
40	в то	9	6
41	же время	8	6
42	в литературе	5	6
43	то что	8	6
44	здесь в	2	6
45	так как	1	6
46	сказать что	1	6
47	с точки	13	5
48	с его	4	5
49	из этих	1	5
50	но не	3	5
51	в своем	11	5
52	при этом	5	5
53	в эту	2	5
54	в своей	11	5
55	никогда не	4	5
56	роль в	1	5
57	может быть	14	5
58	в особенности	3	5
59	и потому	9	5
60	в основном	3	5
61	отношения к	6	4
62	и до	5	4
63	и к	4	4
64	но в	5	4
65	в себе	3	4
66	этот процесс	1	4
67	но все	2	4
68	лишь в	8	4
69	в жизни	3	4
70	в этих	1	4
71	и более	2	4
72	с ним	2	4
73	одна из	2	4
74	в области	3	4
75	характер и	1	4
76	она была	2	4
77	с другой	5	4
78	и во	1	4
79	и мировоззрения	1	4
80	и чисто	2	4
81	а в	6	4
82	в форме	1	4
83	до сих	6	4
84	не было	3	4
85	там где	1	4
86	и о	1	4
87	сих пор	6	4
88	том что	1	4
89	в духе	1	4
90	в своих	2	4
91	значение в	3	4
92	как на	4	4
93	также и	1	3
94	в самом	5	3
95	на первом	1	3
96	место в	7	3
97	почти все	1	3
98	и со	2	3
99	не был	1	3
100	точка зрения	2	3
101	менее всего	2	3
102	всех этих	3	3
103	и вот	2	3
104	на все	3	3
105	и других	3	3
106	было бы	6	3
107	из них	1	3
108	ни в	2	3
109	далеко не	1	3
110	несмотря на	1	3
111	мы видели	2	3
112	в г	1	3
113	во всем	2	3
114	направлен на	1	3
115	в одном	2	3
116	его целом	8	3
117	этих последних	1	3
118	к этим	1	3
119	только с	1	3
120	и это	2	3
121	с ее	7	3
122	в ее	8	3
123	культуры и	3	3
124	так в	1	3
125	в последующих	1	3
126	связанных с	1	3
127	но здесь	1	3
128	другими словами	1	3
129	к нему	1	3
130	наконец в	3	3
131	же в	3	3
132	что он	3	3
133	мире и	1	3
134	с одной	4	3
135	не дает	2	3
136	и нового	1	3
137	этом отношении	1	3
138	и обряды	1	3
139	и особенно	2	3
140	связан с	1	3
141	что для	1	3
142	нужно сказать	1	3
143	одной стороны	4	3
144	первом плане	1	3
145	и все	6	3
146	в том	6	3
147	жизни в	2	3
148	другой стороны	1	3
149	мы здесь	1	2
150	в эстетике	2	2
151	на самом	7	2
152	тех же	2	2
153	по преимуществу	1	2
154	и значение	1	2
155	на материале	1	2
156	но даже	1	2
157	в ней	10	2
158	литературы и	2	2
159	меньше чем	1	2
160	еще не	6	2
161	это и	3	2
162	за пределы	2	2
163	что они	1	2
164	и вовсе	1	2
165	как к	3	2
166	понять и	1	2
167	целый ряд	3	2
168	метод в	4	2
169	литературы в	8	2
170	та же	1	2
171	в нашем	2	2
172	учение о	4	2
173	думать что	3	2
174	отчасти и	4	2
175	на то	1	2
176	мы наблюдаем	1	2
177	на его	2	2
178	перестает быть	3	2
179	в понимании	5	2
180	так например	3	2
181	в мире	4	2
182	на этой	1	2
183	второй половины	1	2
184	в художественном	3	2
185	должен был	1	2
186	смысл и	1	2
187	по поводу	1	2
188	не во	1	2
189	можно найти	1	2
190	в отношении	3	2
191	и без	1	2
192	что касается	1	2
193	в их	11	2
194	жизнь и	3	2
195	на фоне	3	2
196	в условиях	1	2
197	нельзя понять	3	2
198	и эти	1	2
199	на языке	2	2
200	что в	4	2
201	мире в	1	2
202	эти формы	1	2
203	того чтобы	1	2
204	ничего не	2	2
205	связанное с	1	2
206	в самой	2	2
207	к ней	2	2
208	связи с	3	2
209	своей статье	3	2
210	своей книге	2	2
211	могут быть	1	2
212	свое значение	1	2
213	здесь не	3	2
214	миром и	1	2
215	на основе	6	2
216	в пределах	6	2
217	притом в	1	2
218	особенно в	3	2
219	еще в	2	2
220	не были	1	2
221	по сравнению	1	2
222	понятно что	1	2
223	громадное значение	3	2
224	в произведении	2	2
225	в другом	1	2
226	одного из	1	2
227	можно сказать	1	2
228	во все	1	2
229	на литературу	6	2
230	в формах	4	2
231	одной из	2	2
232	проникнуть в	1	2
233	очень много	1	2
234	страх перед	1	2
235	всяком случае	4	2
236	именно на	1	2
237	со всеми	3	2
238	в новое	2	2
239	за счет	1	2
240	себе в	1	2
241	никто не	1	2
242	очень характерно	1	2
243	таковы основные	1	2
244	у него	1	2
245	даже и	2	2
246	и даже	3	2
247	литературу и	1	2
248	в предисловии	1	2
249	связано с	1	2
250	смысла и	1	2
251	до конца	7	2
252	на авторитет	1	2
253	одну из	1	2
254	под влиянием	2	2
255	в связи	4	2
256	для них	1	2
257	вместе с	2	2
258	так же	4	2
259	в него	2	2
260	xix века	1	2
261	сравнению с	1	2
262	по существу	2	2
263	эти два	1	2
264	но это	3	2
265	в смысле	1	2
266	форм и	6	2
267	не подлежит	1	2
268	сознания и	1	2
269	хотя и	1	2
270	лишь как	5	2
271	и смысл	1	2
272	и другие	1	2
273	метода в	6	2
274	совершенно не	1	2
275	вполне понятно	2	2
276	ее в	1	2
277	и эта	1	2
278	это в	1	2
279	во всяком	4	2
280	литературы а	3	1
281	например в	1	1
282	не индивидуального	1	1
283	существенное влияние	1	1
284	достаточно вспомнить	1	1
285	художественном произведении	3	1
286	новое время	1	1
287	самом деле	6	1
288	он может	1	1
289	сил и	1	1
290	художественных произведений	4	1
291	между всеми	1	1
292	в котором	1	1
293	в нашу	1	1
294	должна быть	7	1
295	и этот	1	1
296	входящих в	2	1
297	той же	1	1
298	литературы но	2	1
299	это совершенно	1	1
300	которую мы	1	1
301	единство и	2	1
302	время от	1	1
303	время здесь	1	1
304	и стиль	1	1
305	все здесь	1	1
306	этого прежде	1	1
307	мы и	1	1
308	xvii веку	1	1
309	но напротив	2	1
310	значения это	1	1
311	всех сторон	1	1
312	литературой в	2	1
313	знаем что	1	1
314	время в	3	1
315	в чем	1	1
316	в создании	2	1
317	глаза на	1	1
318	могло быть	1	1
319	внутренняя форма	1	1
320	в противовес	2	1
321	значение и	3	1
322	по отношению	4	1
323	в общем	3	1
324	понимали что	1	1
325	иногда и	1	1
326	и речи	1	1
327	связи и	1	1
328	его развития	1	1
329	так что	1	1
330	чем же	2	1
331	независимо от	4	1
332	как в	8	1
333	направленная против	1	1
334	стороны и	4	1
335	более и	2	1
336	однако не	2	1
337	перед нами	1	1
338	она переносит	1	1
339	и наконец	3	1
340	и чистых	1	1
341	конечно не	4	1
342	от этого	2	1
343	в которой	4	1
344	тел и	1	1
345	с самого	1	1
346	в целом	6	1
347	он в	2	1
348	еще далеко	1	1
349	сущности и	1	1
350	таковы три	1	1
351	явлений не	1	1
352	нами в	1	1
353	эпохи и	2	1
354	и те	2	1
355	перевести его	1	1
356	не могла	2	1
357	их а	1	1
358	так сказать	3	1
359	изобразительных искусствах	1	1
360	быть только	1	1
361	развиваться в	1	1
362	главным образом	4	1
363	придаток к	1	1
364	оно было	2	1
365	к миру	2	1
366	он не	3	1
367	являются лишь	2	1
368	и художественно	1	1
369	эту задачу	1	1
370	действительности и	3	1
371	господствующий класс	1	1
372	в силу	1	1
373	том чтобы	2	1
374	так часто	1	1
375	свою силу	1	1
376	влияние на	3	1
377	его от	1	1
378	и по	1	1
379	на этом	1	1
380	всех своих	1	1
381	людей и	1	1
382	в борьбе	1	1
383	в нее	1	1
384	резко отличает	1	1
385	касается до	1	1
386	могла бы	2	1
387	в единстве	7	1
388	этих форм	1	1
389	его в	3	1
390	входит в	6	1
391	это не	2	1
392	важно лишь	1	1
393	и философий	1	1
394	с начала	2	1
395	в итоге	1	1
396	она и	1	1
397	разобранные нами	1	1
398	в самую	2	1
399	но лишь	1	1
400	с этой	4	1
401	место и	1	1
402	основные линии	2	1
403	строгом смысле	2	1
404	хотя здесь	1	1
405	элемента в	1	1
406	их на	2	1
407	не мог	1	1
408	со всей	3	1
409	вполне допускает	1	1
410	общем не	1	1
411	места в	2	1
412	таким же	2	1
413	определяется прежде	1	1
414	на таком	1	1
415	в такой	1	1
416	не становится	1	1
417	идеологической жизни	2	1
418	почти не	2	1
419	своих моментах	1	1
420	в первый	1	1
421	это резко	1	1
422	значение для	2	1
423	приложенная к	1	1
424	не менее	11	1
425	страх и	2	1
426	вышедшая в	1	1
427	последующего развития	1	1
428	литературы как	3	1
429	совершенно иначе	1	1
430	не понимает	1	1
431	не в	8	1
432	времени не	1	1
433	творчества и	1	1
434	и пытаться	1	1
435	неправильно в	1	1
436	и почти	1	1
437	и единого	1	1
438	мог иметь	1	1
439	и вся	1	1
440	и есть	1	1
441	она не	6	1
442	из которых	1	1
443	случае в	1	1
444	литературной среде	1	1
445	он пытается	1	1
446	действительности от	1	1
447	иной раз	1	1
448	как о	4	1
449	здесь на	1	1
450	было не	1	1
451	в изобразительных	1	1
452	и отдельных	1	1
453	чтобы стать	2	1
454	для всего	1	1
455	только не	2	1
456	самой жизни	1	1
457	на язык	3	1
458	текста и	1	1
459	формы очень	1	1
460	совершенно неправильно	1	1
461	как она	3	1
462	и ценности	1	1
463	нам важно	2	1
464	потому что	1	1
465	же он	1	1
466	со сменой	1	1
467	с тем	2	1
468	однако это	1	1
469	не существовало	1	1
470	и ограничивает	1	1
471	глубокое миросозерцательное	1	1
472	доверие к	1	1
473	не могут	1	1
474	есть только	1	1
475	этой истории	1	1
476	к тому	3	1
477	жизни этих	1	1
478	понять что	1	1
479	они и	1	1
480	не есть	2	1
481	но из	1	1
482	в строгом	2	1
483	оно не	4	1
484	должен быть	5	1
485	значение это	1	1
486	правда не	1	1
487	века особенно	1	1
488	всем миром	1	1
489	значения и	2	1
490	этого целого	1	1
491	метода но	1	1
492	то она	1	1
493	связи со	3	1
