N	3gram	Propp_Isto_6	Vladivir
1	в том что	5	9
2	во всяком случае	2	6
3	в то время	3	6
4	тем не менее	1	6
5	и то что	1	5
6	более или менее	1	3
7	точно так же	2	3
8	так или иначе	1	3
9	у него в	1	3
10	о том что	4	3
11	на то что	1	2
12	том что он	1	2
13	нам кажется что	1	2
14	на первый план	2	2
15	можно было бы	2	2
16	в данном случае	3	2
17	не только в	4	2
18	так как это	3	2
19	а именно к	1	2
20	несмотря на все	1	2
21	после того как	2	2
22	как мы видели	2	2
23	что иное как	1	1
24	мы видели и	1	1
25	в этом не	1	1
26	не было ни	1	1
27	но то что	1	1
28	в том числе	1	1
29	в этом случае	6	1
30	в своей работе	1	1
31	с представлением о	2	1
32	до сих пор	4	1
33	наряду с этим	1	1
34	только то что	2	1
35	что в нем	2	1
36	кроме того что	1	1
37	и сказал я	1	1
38	так же в	1	1
39	с этим в	2	1
40	на этот вопрос	1	1
41	вместе с тем	3	1
42	и тем не	1	1
43	о его существовании	1	1
44	можно сказать о	1	1
45	с ним не	1	1
46	как он говорит	1	1
47	а также и	1	1
48	все больше и	2	1
49	он ссылается на	1	1
50	то время как	3	1
51	но вместе с	1	1
52	к концу этого	1	1
53	и в том	1	1
54	не может быть	3	1
55	в свое время	1	1
56	сих пор не	1	1
57	вместе с ним	1	1
58	казалось бы что	1	1
59	или как говорит	1	1
60	здесь как и	1	1
61	на первых порах	1	1
62	я знаю что	1	1
63	не забудем что	1	1
64	к выводу что	1	1
65	это значит что	1	1
66	также и с	1	1
67	но все же	2	1
68	с этой стороны	1	1
69	можно сказать что	1	1
70	ему во сне	1	1
71	не так просто	1	1
72	больше и больше	2	1
73	но это не	1	1
74	не что иное	1	1
75	в него и	1	1
76	в сравнении с	1	1
77	для того чтобы	1	1
78	при всех его	1	1
79	этот не может	1	1
80	и т д	8	1
