N	2gram	Propp_Isto_6	Analitik
1	не только	10	22
2	тогда как	2	20
3	и в	26	18
4	как и	5	14
5	так и	5	14
6	в этом	12	14
7	и его	7	13
8	но и	9	13
9	том что	10	12
10	в качестве	3	12
11	и не	10	12
12	в частности	3	12
13	при этом	3	11
14	то есть	1	10
15	а в	3	10
16	как бы	4	10
17	что в	12	9
18	может быть	11	9
19	со стороны	3	9
20	а не	2	9
21	в том	12	9
22	с его	4	8
23	своего рода	2	8
24	не случайно	1	8
25	и даже	1	8
26	по отношению	2	7
27	в русской	6	7
28	в его	5	7
29	с другой	10	7
30	но не	2	7
31	отношению к	2	7
32	еще не	9	6
33	в этой	2	6
34	он не	2	6
35	не в	3	6
36	к тому	2	6
37	для него	1	6
38	о том	7	6
39	того же	2	5
40	мы имеем	14	5
41	как правило	1	5
42	как нам	1	5
43	в случае	1	5
44	однако в	2	5
45	в мире	1	5
46	что и	4	5
47	между тем	1	5
48	уже не	7	5
49	никогда не	13	5
50	в свою	1	5
51	прежде всего	4	5
52	не является	1	5
53	другой стороны	8	5
54	представляет собой	2	5
55	и на	12	4
56	что он	9	4
57	в своем	2	4
58	и как	2	4
59	и к	1	4
60	таким образом	12	4
61	приводит к	1	4
62	тем самым	2	4
63	в одном	3	4
64	не менее	1	4
65	и сам	2	4
66	можно сказать	2	4
67	не есть	2	4
68	однако что	1	4
69	далеко не	3	4
70	о чем	2	4
71	в данном	3	4
72	все же	8	4
73	перед нами	2	4
74	с новыми	1	3
75	здесь и	2	3
76	его не	2	3
77	мы не	6	3
78	в целом	1	3
79	уже в	1	3
80	здесь не	2	3
81	о смерти	9	3
82	но как	4	3
83	что они	2	3
84	как говорит	1	3
85	как в	6	3
86	с этим	2	3
87	что касается	2	3
88	из этих	4	3
89	ключ к	1	3
90	подобно тому	1	3
91	то же	5	3
92	не будет	5	3
93	его в	5	3
94	точки зрения	1	3
95	не столько	1	3
96	все это	1	3
97	в то	5	3
98	ничего не	2	3
99	с ее	1	3
100	в ее	1	3
101	данном случае	3	3
102	так в	6	3
103	жизнь и	1	3
104	восходит к	1	3
105	именно в	1	3
106	было бы	2	3
107	дело с	1	3
108	на языке	1	3
109	были бы	1	3
110	в особенности	1	3
111	еще и	1	3
112	что не	2	3
113	не было	3	3
114	однако и	1	3
115	не всегда	4	3
116	он и	2	3
117	вступает в	1	3
118	его как	1	3
119	как это	5	3
120	к этому	3	3
121	во сне	3	3
122	отношения к	1	2
123	например в	7	2
124	мере в	1	2
125	в литературу	1	2
126	есть не	1	2
127	власть над	7	2
128	и он	4	2
129	в ней	5	2
130	не от	1	2
131	во всех	1	2
132	отличие от	1	2
133	более чем	1	2
134	не видно	1	2
135	нам кажется	2	2
136	когда он	3	2
137	как уже	1	2
138	но в	7	2
139	в противоположность	1	2
140	все эти	8	2
141	в тех	3	2
142	в себе	3	2
143	после чего	6	2
144	на его	4	2
145	что она	3	2
146	в нем	8	2
147	не как	1	2
148	и вот	3	2
149	о его	1	2
150	свое время	1	2
151	и по	4	2
152	этом он	1	2
153	это не	4	2
154	в жизни	1	2
155	в них	3	2
156	о которых	1	2
157	с тем	4	2
158	несмотря на	1	2
159	от его	1	2
160	тем не	1	2
161	даже в	2	2
162	чистом виде	1	2
163	все три	1	2
164	одна из	2	2
165	по своей	1	2
166	сводится к	2	2
167	могут быть	3	2
168	сравнении с	1	2
169	те же	1	2
170	не с	1	2
171	в борьбе	1	2
172	всех частей	1	2
173	с героем	1	2
174	об этом	1	2
175	и здесь	1	2
176	на примере	1	2
177	в форме	2	2
178	один из	3	2
179	но с	1	2
180	с появлением	6	2
181	только в	5	2
182	и ее	3	2
183	тот или	1	2
184	с одной	7	2
185	всяком случае	2	2
186	мы можем	7	2
187	на меня	1	2
188	тем что	5	2
189	указание на	1	2
190	одной стороны	7	2
191	чем речь	1	2
192	одну из	4	2
193	на эту	1	2
194	там где	5	2
195	что мы	2	2
196	приобщения к	1	2
197	связь с	11	2
198	не может	6	2
199	вместе с	8	2
200	когда мы	2	2
201	тому как	1	2
202	этого слова	1	2
203	и для	1	2
204	и от	3	2
205	мира и	2	2
206	хотя и	1	2
207	не должен	1	2
208	в сравнении	1	2
209	же в	1	2
210	то что	6	2
211	о своем	1	2
212	сказать что	3	2
213	в иной	1	2
214	в свое	2	2
215	а также	4	2
216	во всяком	2	2
217	могло и	1	1
218	также что	1	1
219	речь идет	1	1
220	таком случае	1	1
221	связана с	3	1
222	дарит ему	1	1
223	и есть	1	1
224	к другому	1	1
225	и до	2	1
226	из его	2	1
227	не имеют	1	1
228	в зависимости	1	1
229	мы уже	6	1
230	при анализе	1	1
231	на первом	1	1
232	что между	4	1
233	что если	1	1
234	ни у	1	1
235	вопрос о	3	1
236	одновременно в	1	1
237	никак не	1	1
238	что иное	2	1
239	оно есть	1	1
240	в полной	1	1
241	бы ни	1	1
242	зависимости от	2	1
243	пребывание в	1	1
244	в таком	1	1
245	он был	2	1
246	иное как	1	1
247	так если	1	1
248	то мы	1	1
249	все больше	2	1
250	этого мотива	4	1
251	не все	1	1
252	вступают в	1	1
253	отношение к	1	1
254	должны были	2	1
255	мифом и	1	1
256	говорилось выше	2	1
257	в истории	1	1
258	идет о	1	1
259	независимо от	3	1
260	этой стороны	1	1
261	тех случаях	3	1
262	в полном	1	1
263	себе не	1	1
264	от этого	3	1
265	и хотя	2	1
266	в героической	1	1
267	та же	3	1
268	идет не	1	1
269	как то	1	1
270	так или	1	1
271	прослеживается в	1	1
272	раз в	1	1
273	и тот	1	1
274	есть явление	1	1
275	мы обратимся	1	1
276	она-то и	1	1
277	по имени	1	1
278	на то	2	1
279	в отдельности	1	1
280	во-вторых они	1	1
281	все другие	1	1
282	в силу	1	1
283	не друг	1	1
284	характер в	1	1
285	этом мире	1	1
286	но дело	1	1
287	человека в	2	1
288	здесь мы	4	1
289	однако все	1	1
290	этим самым	2	1
291	а затем	1	1
292	с циклом	1	1
293	и может	1	1
294	того кто	1	1
295	в другом	1	1
296	связанных с	1	1
297	а по	1	1
298	мыслится как	1	1
299	он есть	1	1
300	есть и	4	1
301	они по	1	1
302	чаще всего	5	1
303	невесту и	1	1
304	отсюда и	1	1
305	случае совершенно	1	1
306	солнце и	2	1
307	же образом	1	1
308	его частей	1	1
309	в самую	1	1
310	имеются три	1	1
311	пошел дальше	1	1
312	в чистом	1	1
313	обратимся к	1	1
314	из круга	1	1
315	в один	1	1
316	остается в	1	1
317	и становится	1	1
318	в эту	2	1
319	этом случае	6	1
320	от своего	1	1
321	и сейчас	2	1
322	в своей	3	1
323	таким же	3	1
324	где мы	1	1
325	еще нет	4	1
326	а от	1	1
327	самого героя	1	1
328	по ту	1	1
329	для этого	1	1
330	же мы	5	1
331	нас к	5	1
332	этих трех	1	1
333	мотива в	2	1
334	он как	1	1
335	с ним	8	1
336	передний план	1	1
337	как о	1	1
338	принадлежат к	1	1
339	между мифом	1	1
340	на него	2	1
341	в основе	1	1
342	к изучению	1	1
343	совпадает с	1	1
344	у него	7	1
345	того чтобы	1	1
346	не могло	2	1
347	казалось бы	1	1
348	под этим	1	1
349	в противоречие	1	1
350	можно усмотреть	1	1
351	он пошел	1	1
352	где уже	1	1
353	потому что	13	1
354	со своим	1	1
355	как будто	3	1
356	в тени	1	1
357	перед ним	1	1
358	в стиле	1	1
359	у нас	5	1
360	и далее	2	1
361	это далеко	2	1
362	очень часто	5	1
363	не могут	1	1
364	похож на	1	1
365	заметил что	1	1
366	бы он	1	1
367	в наши	1	1
368	все еще	1	1
369	е у	4	1
370	что при	2	1
371	не единственный	1	1
372	как мы	4	1
373	всех сторон	1	1
374	и о	1	1
375	сторону и	1	1
