N	3gram	Bakhtin_fo_2	Myslijsy
1	сами по себе	2	7
2	в том что	3	7
3	и того же	1	6
4	в свою очередь	1	6
5	одного и того	1	6
6	до сих пор	2	4
7	не было бы	2	4
8	в то время	1	4
9	то время как	1	3
10	с одной стороны	1	3
11	то есть не	1	3
12	и т п	11	3
13	как бы ни	1	3
14	и т д	3	3
15	на самом деле	1	2
16	как и во	1	2
17	есть прежде всего	1	2
18	и во всех	2	2
19	между тем как	1	2
20	то что в	1	2
21	от прикосновения к	3	2
22	одно и то	1	2
23	они с самого	1	2
24	с другой стороны	1	2
25	для того чтобы	7	2
26	то же время	4	2
27	не может быть	1	2
28	с самого начала	1	2
29	в то же	4	2
30	и то же	1	2
31	и связанные с	1	1
32	и для самого	1	1
33	что то же	1	1
34	том что он	1	1
35	о том как	3	1
36	друг от друга	2	1
37	только в том	1	1
38	форма в которой	1	1
39	в отличие от	1	1
40	друг на друга	2	1
41	и др и	1	1
42	с тем что	1	1
43	далеко не полное	1	1
44	бы она ни	2	1
45	и для него	1	1
46	со всех сторон	1	1
47	с этой точки	1	1
48	вместе с тем	1	1
49	только для того	1	1
50	и ни для	1	1
51	не имеем в	1	1
52	как и в	1	1
53	каждый из этих	1	1
54	она еще не	1	1
55	что во время	1	1
56	себя и других	1	1
57	вместе с числом	1	1
58	по сравнению с	1	1
59	во всех этих	3	1
60	во всех отношениях	1	1
61	в связи с	7	1
62	не для того	2	1
63	о которых мы	1	1
64	и как бы	1	1
65	с точкой зрения	1	1
66	внутренняя форма слов	1	1
67	она ни была	2	1
68	в этом случае	2	1
69	ни для кого	1	1
70	о том что	1	1
71	в одном из	1	1
72	то есть в	1	1
73	что и в	1	1
74	очень важную роль	1	1
75	но все же	1	1
76	в большинстве случаев	3	1
77	это как бы	1	1
78	во все стороны	2	1
79	имеет существенное значение	1	1
80	то есть здесь	1	1
81	во всех случаях	1	1
82	и в этом	3	1
83	только свет и	1	1
84	в себе в	1	1
85	человек вовсе не	1	1
86	так как на	1	1
87	во времени в	1	1
88	вместе с этим	1	1
89	вне связи с	1	1
