N	2gram	Vygotskiy__2	Poddanst
1	не только	12	17
2	и в	32	14
3	и не	10	12
4	в области	1	11
5	в этом	13	10
6	в отношении	3	10
7	в качестве	1	9
8	но в	3	9
9	то же	13	9
10	в том	37	9
11	хотя бы	3	8
12	только в	7	7
13	в то	5	7
14	же время	2	7
15	в ней	5	6
16	было бы	11	6
17	но и	10	6
18	быть может	1	6
19	в смысле	3	6
20	отношении к	3	5
21	в которых	3	5
22	с другой	3	5
23	может быть	18	5
24	а я	2	5
25	не в	8	5
26	и о	1	5
27	т в	1	5
28	если бы	6	4
29	россии и	1	4
30	и к	3	4
31	как бы	6	4
32	и если	1	4
33	гораздо большей	1	4
34	том что	21	4
35	не может	17	4
36	в котором	1	4
37	по себе	12	4
38	в русской	1	4
39	что в	20	4
40	мы должны	3	4
41	а в	4	4
42	то что	21	4
43	и т	10	3
44	мы не	3	3
45	сводится к	2	3
46	столь же	4	3
47	между тем	4	3
48	это не	2	3
49	вслед за	5	3
50	и как	7	3
51	тот же	6	3
52	с ними	1	3
53	с одной	1	3
54	в себе	2	3
55	в нем	4	3
56	сами по	3	3
57	в россии	1	3
58	для того	13	3
59	заключается в	12	3
60	прежде всего	1	3
61	одной стороны	1	3
62	с тем	11	3
63	что мы	1	3
64	и без	2	3
65	с точки	10	3
66	но не	2	3
67	она есть	1	3
68	наряду с	4	3
69	могут быть	4	3
70	тем самым	1	3
71	потому что	21	3
72	точки зрения	17	3
73	и это	4	2
74	отношения к	1	2
75	например в	3	2
76	в сфере	1	2
77	в ее	2	2
78	было в	1	2
79	есть не	4	2
80	начала и	2	2
81	с с	1	2
82	по сравнению	2	2
83	является в	1	2
84	есть нечто	2	2
85	которое в	1	2
86	никак не	4	2
87	время в	1	2
88	во всех	3	2
89	ценности в	1	2
90	весьма мало	1	2
91	если в	2	2
92	в общем	3	2
93	со стороны	1	2
94	отнюдь не	5	2
95	в русском	2	2
96	с этим	4	2
97	того что	8	2
98	как мир	1	2
99	думать что	3	2
100	признание что	2	2
101	главным образом	3	2
102	и других	3	2
103	в его	2	2
104	из них	4	2
105	в виде	1	2
106	не к	3	2
107	в силу	1	2
108	и вот	3	2
109	как раз	5	2
110	и с	4	2
